COUNTRY_ISO_3_original;country_col_not_used;TIME_PERIOD;RAW_OBS_VALUE;ATTR_UNIT_MEASURE;ATTR_NOTE_OF_SOURCE;ATTR_INDICATOR_NOTE_OF_SOURCE;ATTR_SOURCE_COMMENT;ATTR_ENCODING_LABELS;ATTR_SOURCE;ATTR_SOURCE_BODY;INDICATOR_CODE;INDICATOR_NAME;INDIATOR_INDEX;INDICATOR_ISSUE;INDICATOR_CATEGORY;INDICATOR_DESCRIPTION;Unnamed: 35;COUNTRY_ISO_2_country_list;COUNTRY_ISO_3_country_list;COUNTRY_ISO_3;ATTR_ENDPOINT
SYR;Syria;2010;66–89;Percentage range;"Due to the lack of statistical and administrative data, the estimation of coverage in law and in practice in percentage terms is generally not straightforward, and is not feasible for most countries to calculate it in a robust way. Therefore, in 2008, the Tripartite Meeting of Experts
(TME) on the Measurement of Decent Work endorsed the proposition that broad percentage ranges be used to calculate the estimates, such as: few (<10 per cent), some (10–32 per cent), about half (33–65 per cent), most (66–89 per cent), virtually all, or all (90+ per cent).";This indicator provides a measure of the number of employed women (regardless of their status in employment), who are entitled to a statutory right to maternity leave cash benefits, on a mandatory or a voluntary basis. The numerator is the result of the number of employed women, whose sector, occupation or other personal characteristics are explicitly included in the scope of the labour code or social security law (legally covered) minus the number of legally covered employed women who do not meet the eligibility require- ments to access the right to maternity cash benefits (legally ineligible). The denominator is the number of women in employment, without discrimination as to age, nationality, marital status or residence, instead of the number of women in employment who are statutorily covered. The number of women in employment was preferred since the share of women covered in law is an estimate expressed in a broad range. Therefore, using the first denominator allows the calculation of an indicator that is more statistically robust. Finally, this indicator reflects the entitlement to maternity leave cash benefits, regardless of their level, duration or source of funding.;;;;;;;;;;;;SY;SYR;SYR;nan
TJK;Tajikistan;2010;90–100;Percentage range;"Due to the lack of statistical and administrative data, the estimation of coverage in law and in practice in percentage terms is generally not straightforward, and is not feasible for most countries to calculate it in a robust way. Therefore, in 2008, the Tripartite Meeting of Experts
(TME) on the Measurement of Decent Work endorsed the proposition that broad percentage ranges be used to calculate the estimates, such as: few (<10 per cent), some (10–32 per cent), about half (33–65 per cent), most (66–89 per cent), virtually all, or all (90+ per cent).";This indicator provides a measure of the number of employed women (regardless of their status in employment), who are entitled to a statutory right to maternity leave cash benefits, on a mandatory or a voluntary basis. The numerator is the result of the number of employed women, whose sector, occupation or other personal characteristics are explicitly included in the scope of the labour code or social security law (legally covered) minus the number of legally covered employed women who do not meet the eligibility require- ments to access the right to maternity cash benefits (legally ineligible). The denominator is the number of women in employment, without discrimination as to age, nationality, marital status or residence, instead of the number of women in employment who are statutorily covered. The number of women in employment was preferred since the share of women covered in law is an estimate expressed in a broad range. Therefore, using the first denominator allows the calculation of an indicator that is more statistically robust. Finally, this indicator reflects the entitlement to maternity leave cash benefits, regardless of their level, duration or source of funding.;;;;;;;;;;;;TJ;TJK;TJK;nan
TZA;Tanzania;2010;90–100;Percentage range;"Due to the lack of statistical and administrative data, the estimation of coverage in law and in practice in percentage terms is generally not straightforward, and is not feasible for most countries to calculate it in a robust way. Therefore, in 2008, the Tripartite Meeting of Experts
(TME) on the Measurement of Decent Work endorsed the proposition that broad percentage ranges be used to calculate the estimates, such as: few (<10 per cent), some (10–32 per cent), about half (33–65 per cent), most (66–89 per cent), virtually all, or all (90+ per cent).";This indicator provides a measure of the number of employed women (regardless of their status in employment), who are entitled to a statutory right to maternity leave cash benefits, on a mandatory or a voluntary basis. The numerator is the result of the number of employed women, whose sector, occupation or other personal characteristics are explicitly included in the scope of the labour code or social security law (legally covered) minus the number of legally covered employed women who do not meet the eligibility require- ments to access the right to maternity cash benefits (legally ineligible). The denominator is the number of women in employment, without discrimination as to age, nationality, marital status or residence, instead of the number of women in employment who are statutorily covered. The number of women in employment was preferred since the share of women covered in law is an estimate expressed in a broad range. Therefore, using the first denominator allows the calculation of an indicator that is more statistically robust. Finally, this indicator reflects the entitlement to maternity leave cash benefits, regardless of their level, duration or source of funding.;;;;;;;;;;;;TZ;TZA;TZA;nan
THA;Thailand;2010;90–100;Percentage range;"Due to the lack of statistical and administrative data, the estimation of coverage in law and in practice in percentage terms is generally not straightforward, and is not feasible for most countries to calculate it in a robust way. Therefore, in 2008, the Tripartite Meeting of Experts
(TME) on the Measurement of Decent Work endorsed the proposition that broad percentage ranges be used to calculate the estimates, such as: few (<10 per cent), some (10–32 per cent), about half (33–65 per cent), most (66–89 per cent), virtually all, or all (90+ per cent).";This indicator provides a measure of the number of employed women (regardless of their status in employment), who are entitled to a statutory right to maternity leave cash benefits, on a mandatory or a voluntary basis. The numerator is the result of the number of employed women, whose sector, occupation or other personal characteristics are explicitly included in the scope of the labour code or social security law (legally covered) minus the number of legally covered employed women who do not meet the eligibility require- ments to access the right to maternity cash benefits (legally ineligible). The denominator is the number of women in employment, without discrimination as to age, nationality, marital status or residence, instead of the number of women in employment who are statutorily covered. The number of women in employment was preferred since the share of women covered in law is an estimate expressed in a broad range. Therefore, using the first denominator allows the calculation of an indicator that is more statistically robust. Finally, this indicator reflects the entitlement to maternity leave cash benefits, regardless of their level, duration or source of funding.;;;;;;;;;;;;TH;THA;THA;nan
TLS;Timor-Leste;2010;No data;Percentage range;"Due to the lack of statistical and administrative data, the estimation of coverage in law and in practice in percentage terms is generally not straightforward, and is not feasible for most countries to calculate it in a robust way. Therefore, in 2008, the Tripartite Meeting of Experts
(TME) on the Measurement of Decent Work endorsed the proposition that broad percentage ranges be used to calculate the estimates, such as: few (<10 per cent), some (10–32 per cent), about half (33–65 per cent), most (66–89 per cent), virtually all, or all (90+ per cent).";This indicator provides a measure of the number of employed women (regardless of their status in employment), who are entitled to a statutory right to maternity leave cash benefits, on a mandatory or a voluntary basis. The numerator is the result of the number of employed women, whose sector, occupation or other personal characteristics are explicitly included in the scope of the labour code or social security law (legally covered) minus the number of legally covered employed women who do not meet the eligibility require- ments to access the right to maternity cash benefits (legally ineligible). The denominator is the number of women in employment, without discrimination as to age, nationality, marital status or residence, instead of the number of women in employment who are statutorily covered. The number of women in employment was preferred since the share of women covered in law is an estimate expressed in a broad range. Therefore, using the first denominator allows the calculation of an indicator that is more statistically robust. Finally, this indicator reflects the entitlement to maternity leave cash benefits, regardless of their level, duration or source of funding.;;;;;;;;;;;;;;TLS;nan
TGO;Togo;2010;90–100;Percentage range;"Due to the lack of statistical and administrative data, the estimation of coverage in law and in practice in percentage terms is generally not straightforward, and is not feasible for most countries to calculate it in a robust way. Therefore, in 2008, the Tripartite Meeting of Experts
(TME) on the Measurement of Decent Work endorsed the proposition that broad percentage ranges be used to calculate the estimates, such as: few (<10 per cent), some (10–32 per cent), about half (33–65 per cent), most (66–89 per cent), virtually all, or all (90+ per cent).";This indicator provides a measure of the number of employed women (regardless of their status in employment), who are entitled to a statutory right to maternity leave cash benefits, on a mandatory or a voluntary basis. The numerator is the result of the number of employed women, whose sector, occupation or other personal characteristics are explicitly included in the scope of the labour code or social security law (legally covered) minus the number of legally covered employed women who do not meet the eligibility require- ments to access the right to maternity cash benefits (legally ineligible). The denominator is the number of women in employment, without discrimination as to age, nationality, marital status or residence, instead of the number of women in employment who are statutorily covered. The number of women in employment was preferred since the share of women covered in law is an estimate expressed in a broad range. Therefore, using the first denominator allows the calculation of an indicator that is more statistically robust. Finally, this indicator reflects the entitlement to maternity leave cash benefits, regardless of their level, duration or source of funding.;;;;;;;;;;;;;;TGO;nan
TON;Tonga;2010;No data;Percentage range;"Due to the lack of statistical and administrative data, the estimation of coverage in law and in practice in percentage terms is generally not straightforward, and is not feasible for most countries to calculate it in a robust way. Therefore, in 2008, the Tripartite Meeting of Experts
(TME) on the Measurement of Decent Work endorsed the proposition that broad percentage ranges be used to calculate the estimates, such as: few (<10 per cent), some (10–32 per cent), about half (33–65 per cent), most (66–89 per cent), virtually all, or all (90+ per cent).";This indicator provides a measure of the number of employed women (regardless of their status in employment), who are entitled to a statutory right to maternity leave cash benefits, on a mandatory or a voluntary basis. The numerator is the result of the number of employed women, whose sector, occupation or other personal characteristics are explicitly included in the scope of the labour code or social security law (legally covered) minus the number of legally covered employed women who do not meet the eligibility require- ments to access the right to maternity cash benefits (legally ineligible). The denominator is the number of women in employment, without discrimination as to age, nationality, marital status or residence, instead of the number of women in employment who are statutorily covered. The number of women in employment was preferred since the share of women covered in law is an estimate expressed in a broad range. Therefore, using the first denominator allows the calculation of an indicator that is more statistically robust. Finally, this indicator reflects the entitlement to maternity leave cash benefits, regardless of their level, duration or source of funding.;;;;;;;;;;;;;;TON;nan
TTO;Trinidad and Tobago;2010;90–100;Percentage range;"Due to the lack of statistical and administrative data, the estimation of coverage in law and in practice in percentage terms is generally not straightforward, and is not feasible for most countries to calculate it in a robust way. Therefore, in 2008, the Tripartite Meeting of Experts
(TME) on the Measurement of Decent Work endorsed the proposition that broad percentage ranges be used to calculate the estimates, such as: few (<10 per cent), some (10–32 per cent), about half (33–65 per cent), most (66–89 per cent), virtually all, or all (90+ per cent).";This indicator provides a measure of the number of employed women (regardless of their status in employment), who are entitled to a statutory right to maternity leave cash benefits, on a mandatory or a voluntary basis. The numerator is the result of the number of employed women, whose sector, occupation or other personal characteristics are explicitly included in the scope of the labour code or social security law (legally covered) minus the number of legally covered employed women who do not meet the eligibility require- ments to access the right to maternity cash benefits (legally ineligible). The denominator is the number of women in employment, without discrimination as to age, nationality, marital status or residence, instead of the number of women in employment who are statutorily covered. The number of women in employment was preferred since the share of women covered in law is an estimate expressed in a broad range. Therefore, using the first denominator allows the calculation of an indicator that is more statistically robust. Finally, this indicator reflects the entitlement to maternity leave cash benefits, regardless of their level, duration or source of funding.;;;;;;;;;;;;;;TTO;nan
TUN;Tunisia;2010;90–100;Percentage range;"Due to the lack of statistical and administrative data, the estimation of coverage in law and in practice in percentage terms is generally not straightforward, and is not feasible for most countries to calculate it in a robust way. Therefore, in 2008, the Tripartite Meeting of Experts
(TME) on the Measurement of Decent Work endorsed the proposition that broad percentage ranges be used to calculate the estimates, such as: few (<10 per cent), some (10–32 per cent), about half (33–65 per cent), most (66–89 per cent), virtually all, or all (90+ per cent).";This indicator provides a measure of the number of employed women (regardless of their status in employment), who are entitled to a statutory right to maternity leave cash benefits, on a mandatory or a voluntary basis. The numerator is the result of the number of employed women, whose sector, occupation or other personal characteristics are explicitly included in the scope of the labour code or social security law (legally covered) minus the number of legally covered employed women who do not meet the eligibility require- ments to access the right to maternity cash benefits (legally ineligible). The denominator is the number of women in employment, without discrimination as to age, nationality, marital status or residence, instead of the number of women in employment who are statutorily covered. The number of women in employment was preferred since the share of women covered in law is an estimate expressed in a broad range. Therefore, using the first denominator allows the calculation of an indicator that is more statistically robust. Finally, this indicator reflects the entitlement to maternity leave cash benefits, regardless of their level, duration or source of funding.;;;;;;;;;;;;;;TUN;nan
TUR;Turkey;2010;90–100;Percentage range;"Due to the lack of statistical and administrative data, the estimation of coverage in law and in practice in percentage terms is generally not straightforward, and is not feasible for most countries to calculate it in a robust way. Therefore, in 2008, the Tripartite Meeting of Experts
(TME) on the Measurement of Decent Work endorsed the proposition that broad percentage ranges be used to calculate the estimates, such as: few (<10 per cent), some (10–32 per cent), about half (33–65 per cent), most (66–89 per cent), virtually all, or all (90+ per cent).";This indicator provides a measure of the number of employed women (regardless of their status in employment), who are entitled to a statutory right to maternity leave cash benefits, on a mandatory or a voluntary basis. The numerator is the result of the number of employed women, whose sector, occupation or other personal characteristics are explicitly included in the scope of the labour code or social security law (legally covered) minus the number of legally covered employed women who do not meet the eligibility require- ments to access the right to maternity cash benefits (legally ineligible). The denominator is the number of women in employment, without discrimination as to age, nationality, marital status or residence, instead of the number of women in employment who are statutorily covered. The number of women in employment was preferred since the share of women covered in law is an estimate expressed in a broad range. Therefore, using the first denominator allows the calculation of an indicator that is more statistically robust. Finally, this indicator reflects the entitlement to maternity leave cash benefits, regardless of their level, duration or source of funding.;;;;;;;;;;;;;;TUR;nan
TKM;Turkmenistan;2010;90–100;Percentage range;"Due to the lack of statistical and administrative data, the estimation of coverage in law and in practice in percentage terms is generally not straightforward, and is not feasible for most countries to calculate it in a robust way. Therefore, in 2008, the Tripartite Meeting of Experts
(TME) on the Measurement of Decent Work endorsed the proposition that broad percentage ranges be used to calculate the estimates, such as: few (<10 per cent), some (10–32 per cent), about half (33–65 per cent), most (66–89 per cent), virtually all, or all (90+ per cent).";This indicator provides a measure of the number of employed women (regardless of their status in employment), who are entitled to a statutory right to maternity leave cash benefits, on a mandatory or a voluntary basis. The numerator is the result of the number of employed women, whose sector, occupation or other personal characteristics are explicitly included in the scope of the labour code or social security law (legally covered) minus the number of legally covered employed women who do not meet the eligibility require- ments to access the right to maternity cash benefits (legally ineligible). The denominator is the number of women in employment, without discrimination as to age, nationality, marital status or residence, instead of the number of women in employment who are statutorily covered. The number of women in employment was preferred since the share of women covered in law is an estimate expressed in a broad range. Therefore, using the first denominator allows the calculation of an indicator that is more statistically robust. Finally, this indicator reflects the entitlement to maternity leave cash benefits, regardless of their level, duration or source of funding.;;;;;;;;;;;;TM;TKM;TKM;nan
TUV;Tuvalu;2010;No data;Percentage range;"Due to the lack of statistical and administrative data, the estimation of coverage in law and in practice in percentage terms is generally not straightforward, and is not feasible for most countries to calculate it in a robust way. Therefore, in 2008, the Tripartite Meeting of Experts
(TME) on the Measurement of Decent Work endorsed the proposition that broad percentage ranges be used to calculate the estimates, such as: few (<10 per cent), some (10–32 per cent), about half (33–65 per cent), most (66–89 per cent), virtually all, or all (90+ per cent).";This indicator provides a measure of the number of employed women (regardless of their status in employment), who are entitled to a statutory right to maternity leave cash benefits, on a mandatory or a voluntary basis. The numerator is the result of the number of employed women, whose sector, occupation or other personal characteristics are explicitly included in the scope of the labour code or social security law (legally covered) minus the number of legally covered employed women who do not meet the eligibility require- ments to access the right to maternity cash benefits (legally ineligible). The denominator is the number of women in employment, without discrimination as to age, nationality, marital status or residence, instead of the number of women in employment who are statutorily covered. The number of women in employment was preferred since the share of women covered in law is an estimate expressed in a broad range. Therefore, using the first denominator allows the calculation of an indicator that is more statistically robust. Finally, this indicator reflects the entitlement to maternity leave cash benefits, regardless of their level, duration or source of funding.;;;;;;;;;;;;TV;TUV;TUV;nan
UGA;Uganda;2010;10–32;Percentage range;"Due to the lack of statistical and administrative data, the estimation of coverage in law and in practice in percentage terms is generally not straightforward, and is not feasible for most countries to calculate it in a robust way. Therefore, in 2008, the Tripartite Meeting of Experts
(TME) on the Measurement of Decent Work endorsed the proposition that broad percentage ranges be used to calculate the estimates, such as: few (<10 per cent), some (10–32 per cent), about half (33–65 per cent), most (66–89 per cent), virtually all, or all (90+ per cent).";This indicator provides a measure of the number of employed women (regardless of their status in employment), who are entitled to a statutory right to maternity leave cash benefits, on a mandatory or a voluntary basis. The numerator is the result of the number of employed women, whose sector, occupation or other personal characteristics are explicitly included in the scope of the labour code or social security law (legally covered) minus the number of legally covered employed women who do not meet the eligibility require- ments to access the right to maternity cash benefits (legally ineligible). The denominator is the number of women in employment, without discrimination as to age, nationality, marital status or residence, instead of the number of women in employment who are statutorily covered. The number of women in employment was preferred since the share of women covered in law is an estimate expressed in a broad range. Therefore, using the first denominator allows the calculation of an indicator that is more statistically robust. Finally, this indicator reflects the entitlement to maternity leave cash benefits, regardless of their level, duration or source of funding.;;;;;;;;;;;;;;UGA;nan
UKR;Ukraine;2010;90–100;Percentage range;"Due to the lack of statistical and administrative data, the estimation of coverage in law and in practice in percentage terms is generally not straightforward, and is not feasible for most countries to calculate it in a robust way. Therefore, in 2008, the Tripartite Meeting of Experts
(TME) on the Measurement of Decent Work endorsed the proposition that broad percentage ranges be used to calculate the estimates, such as: few (<10 per cent), some (10–32 per cent), about half (33–65 per cent), most (66–89 per cent), virtually all, or all (90+ per cent).";This indicator provides a measure of the number of employed women (regardless of their status in employment), who are entitled to a statutory right to maternity leave cash benefits, on a mandatory or a voluntary basis. The numerator is the result of the number of employed women, whose sector, occupation or other personal characteristics are explicitly included in the scope of the labour code or social security law (legally covered) minus the number of legally covered employed women who do not meet the eligibility require- ments to access the right to maternity cash benefits (legally ineligible). The denominator is the number of women in employment, without discrimination as to age, nationality, marital status or residence, instead of the number of women in employment who are statutorily covered. The number of women in employment was preferred since the share of women covered in law is an estimate expressed in a broad range. Therefore, using the first denominator allows the calculation of an indicator that is more statistically robust. Finally, this indicator reflects the entitlement to maternity leave cash benefits, regardless of their level, duration or source of funding.;;;;;;;;;;;;UA;UKR;UKR;nan
ARE;United Arab Emirates;2010;33–65;Percentage range;"Due to the lack of statistical and administrative data, the estimation of coverage in law and in practice in percentage terms is generally not straightforward, and is not feasible for most countries to calculate it in a robust way. Therefore, in 2008, the Tripartite Meeting of Experts
(TME) on the Measurement of Decent Work endorsed the proposition that broad percentage ranges be used to calculate the estimates, such as: few (<10 per cent), some (10–32 per cent), about half (33–65 per cent), most (66–89 per cent), virtually all, or all (90+ per cent).";This indicator provides a measure of the number of employed women (regardless of their status in employment), who are entitled to a statutory right to maternity leave cash benefits, on a mandatory or a voluntary basis. The numerator is the result of the number of employed women, whose sector, occupation or other personal characteristics are explicitly included in the scope of the labour code or social security law (legally covered) minus the number of legally covered employed women who do not meet the eligibility require- ments to access the right to maternity cash benefits (legally ineligible). The denominator is the number of women in employment, without discrimination as to age, nationality, marital status or residence, instead of the number of women in employment who are statutorily covered. The number of women in employment was preferred since the share of women covered in law is an estimate expressed in a broad range. Therefore, using the first denominator allows the calculation of an indicator that is more statistically robust. Finally, this indicator reflects the entitlement to maternity leave cash benefits, regardless of their level, duration or source of funding.;;;;;;;;;;;;;;ARE;nan
GBR;United Kingdom;2010;90–100;Percentage range;"Due to the lack of statistical and administrative data, the estimation of coverage in law and in practice in percentage terms is generally not straightforward, and is not feasible for most countries to calculate it in a robust way. Therefore, in 2008, the Tripartite Meeting of Experts
(TME) on the Measurement of Decent Work endorsed the proposition that broad percentage ranges be used to calculate the estimates, such as: few (<10 per cent), some (10–32 per cent), about half (33–65 per cent), most (66–89 per cent), virtually all, or all (90+ per cent).";This indicator provides a measure of the number of employed women (regardless of their status in employment), who are entitled to a statutory right to maternity leave cash benefits, on a mandatory or a voluntary basis. The numerator is the result of the number of employed women, whose sector, occupation or other personal characteristics are explicitly included in the scope of the labour code or social security law (legally covered) minus the number of legally covered employed women who do not meet the eligibility require- ments to access the right to maternity cash benefits (legally ineligible). The denominator is the number of women in employment, without discrimination as to age, nationality, marital status or residence, instead of the number of women in employment who are statutorily covered. The number of women in employment was preferred since the share of women covered in law is an estimate expressed in a broad range. Therefore, using the first denominator allows the calculation of an indicator that is more statistically robust. Finally, this indicator reflects the entitlement to maternity leave cash benefits, regardless of their level, duration or source of funding.;;;;;;;;;;;;;;GBR;nan
USA;United States;2010;10–32;Percentage range;"Due to the lack of statistical and administrative data, the estimation of coverage in law and in practice in percentage terms is generally not straightforward, and is not feasible for most countries to calculate it in a robust way. Therefore, in 2008, the Tripartite Meeting of Experts
(TME) on the Measurement of Decent Work endorsed the proposition that broad percentage ranges be used to calculate the estimates, such as: few (<10 per cent), some (10–32 per cent), about half (33–65 per cent), most (66–89 per cent), virtually all, or all (90+ per cent).";This indicator provides a measure of the number of employed women (regardless of their status in employment), who are entitled to a statutory right to maternity leave cash benefits, on a mandatory or a voluntary basis. The numerator is the result of the number of employed women, whose sector, occupation or other personal characteristics are explicitly included in the scope of the labour code or social security law (legally covered) minus the number of legally covered employed women who do not meet the eligibility require- ments to access the right to maternity cash benefits (legally ineligible). The denominator is the number of women in employment, without discrimination as to age, nationality, marital status or residence, instead of the number of women in employment who are statutorily covered. The number of women in employment was preferred since the share of women covered in law is an estimate expressed in a broad range. Therefore, using the first denominator allows the calculation of an indicator that is more statistically robust. Finally, this indicator reflects the entitlement to maternity leave cash benefits, regardless of their level, duration or source of funding.;;;;;;;;;;;;;;USA;nan
URY;Uruguay;2010;66–89;Percentage range;"Due to the lack of statistical and administrative data, the estimation of coverage in law and in practice in percentage terms is generally not straightforward, and is not feasible for most countries to calculate it in a robust way. Therefore, in 2008, the Tripartite Meeting of Experts
(TME) on the Measurement of Decent Work endorsed the proposition that broad percentage ranges be used to calculate the estimates, such as: few (<10 per cent), some (10–32 per cent), about half (33–65 per cent), most (66–89 per cent), virtually all, or all (90+ per cent).";This indicator provides a measure of the number of employed women (regardless of their status in employment), who are entitled to a statutory right to maternity leave cash benefits, on a mandatory or a voluntary basis. The numerator is the result of the number of employed women, whose sector, occupation or other personal characteristics are explicitly included in the scope of the labour code or social security law (legally covered) minus the number of legally covered employed women who do not meet the eligibility require- ments to access the right to maternity cash benefits (legally ineligible). The denominator is the number of women in employment, without discrimination as to age, nationality, marital status or residence, instead of the number of women in employment who are statutorily covered. The number of women in employment was preferred since the share of women covered in law is an estimate expressed in a broad range. Therefore, using the first denominator allows the calculation of an indicator that is more statistically robust. Finally, this indicator reflects the entitlement to maternity leave cash benefits, regardless of their level, duration or source of funding.;;;;;;;;;;;;;;URY;nan
UZB;Uzbekistan;2010;33–65;Percentage range;"Due to the lack of statistical and administrative data, the estimation of coverage in law and in practice in percentage terms is generally not straightforward, and is not feasible for most countries to calculate it in a robust way. Therefore, in 2008, the Tripartite Meeting of Experts
(TME) on the Measurement of Decent Work endorsed the proposition that broad percentage ranges be used to calculate the estimates, such as: few (<10 per cent), some (10–32 per cent), about half (33–65 per cent), most (66–89 per cent), virtually all, or all (90+ per cent).";This indicator provides a measure of the number of employed women (regardless of their status in employment), who are entitled to a statutory right to maternity leave cash benefits, on a mandatory or a voluntary basis. The numerator is the result of the number of employed women, whose sector, occupation or other personal characteristics are explicitly included in the scope of the labour code or social security law (legally covered) minus the number of legally covered employed women who do not meet the eligibility require- ments to access the right to maternity cash benefits (legally ineligible). The denominator is the number of women in employment, without discrimination as to age, nationality, marital status or residence, instead of the number of women in employment who are statutorily covered. The number of women in employment was preferred since the share of women covered in law is an estimate expressed in a broad range. Therefore, using the first denominator allows the calculation of an indicator that is more statistically robust. Finally, this indicator reflects the entitlement to maternity leave cash benefits, regardless of their level, duration or source of funding.;;;;;;;;;;;;;;UZB;nan
VUT;Vanuatu;2010;No data;Percentage range;"Due to the lack of statistical and administrative data, the estimation of coverage in law and in practice in percentage terms is generally not straightforward, and is not feasible for most countries to calculate it in a robust way. Therefore, in 2008, the Tripartite Meeting of Experts
(TME) on the Measurement of Decent Work endorsed the proposition that broad percentage ranges be used to calculate the estimates, such as: few (<10 per cent), some (10–32 per cent), about half (33–65 per cent), most (66–89 per cent), virtually all, or all (90+ per cent).";This indicator provides a measure of the number of employed women (regardless of their status in employment), who are entitled to a statutory right to maternity leave cash benefits, on a mandatory or a voluntary basis. The numerator is the result of the number of employed women, whose sector, occupation or other personal characteristics are explicitly included in the scope of the labour code or social security law (legally covered) minus the number of legally covered employed women who do not meet the eligibility require- ments to access the right to maternity cash benefits (legally ineligible). The denominator is the number of women in employment, without discrimination as to age, nationality, marital status or residence, instead of the number of women in employment who are statutorily covered. The number of women in employment was preferred since the share of women covered in law is an estimate expressed in a broad range. Therefore, using the first denominator allows the calculation of an indicator that is more statistically robust. Finally, this indicator reflects the entitlement to maternity leave cash benefits, regardless of their level, duration or source of funding.;;;;;;;;;;;;;;VUT;nan
VEN;Venezuela;2010;33–65;Percentage range;"Due to the lack of statistical and administrative data, the estimation of coverage in law and in practice in percentage terms is generally not straightforward, and is not feasible for most countries to calculate it in a robust way. Therefore, in 2008, the Tripartite Meeting of Experts
(TME) on the Measurement of Decent Work endorsed the proposition that broad percentage ranges be used to calculate the estimates, such as: few (<10 per cent), some (10–32 per cent), about half (33–65 per cent), most (66–89 per cent), virtually all, or all (90+ per cent).";This indicator provides a measure of the number of employed women (regardless of their status in employment), who are entitled to a statutory right to maternity leave cash benefits, on a mandatory or a voluntary basis. The numerator is the result of the number of employed women, whose sector, occupation or other personal characteristics are explicitly included in the scope of the labour code or social security law (legally covered) minus the number of legally covered employed women who do not meet the eligibility require- ments to access the right to maternity cash benefits (legally ineligible). The denominator is the number of women in employment, without discrimination as to age, nationality, marital status or residence, instead of the number of women in employment who are statutorily covered. The number of women in employment was preferred since the share of women covered in law is an estimate expressed in a broad range. Therefore, using the first denominator allows the calculation of an indicator that is more statistically robust. Finally, this indicator reflects the entitlement to maternity leave cash benefits, regardless of their level, duration or source of funding.;;;;;;;;;;;;;;VEN;nan
VNM;Vietnam;2010;10–32;Percentage range;"Due to the lack of statistical and administrative data, the estimation of coverage in law and in practice in percentage terms is generally not straightforward, and is not feasible for most countries to calculate it in a robust way. Therefore, in 2008, the Tripartite Meeting of Experts
(TME) on the Measurement of Decent Work endorsed the proposition that broad percentage ranges be used to calculate the estimates, such as: few (<10 per cent), some (10–32 per cent), about half (33–65 per cent), most (66–89 per cent), virtually all, or all (90+ per cent).";This indicator provides a measure of the number of employed women (regardless of their status in employment), who are entitled to a statutory right to maternity leave cash benefits, on a mandatory or a voluntary basis. The numerator is the result of the number of employed women, whose sector, occupation or other personal characteristics are explicitly included in the scope of the labour code or social security law (legally covered) minus the number of legally covered employed women who do not meet the eligibility require- ments to access the right to maternity cash benefits (legally ineligible). The denominator is the number of women in employment, without discrimination as to age, nationality, marital status or residence, instead of the number of women in employment who are statutorily covered. The number of women in employment was preferred since the share of women covered in law is an estimate expressed in a broad range. Therefore, using the first denominator allows the calculation of an indicator that is more statistically robust. Finally, this indicator reflects the entitlement to maternity leave cash benefits, regardless of their level, duration or source of funding.;;;;;;;;;;;;;;VNM;nan
YEM;Yemen;2010;10–32;Percentage range;"Due to the lack of statistical and administrative data, the estimation of coverage in law and in practice in percentage terms is generally not straightforward, and is not feasible for most countries to calculate it in a robust way. Therefore, in 2008, the Tripartite Meeting of Experts
(TME) on the Measurement of Decent Work endorsed the proposition that broad percentage ranges be used to calculate the estimates, such as: few (<10 per cent), some (10–32 per cent), about half (33–65 per cent), most (66–89 per cent), virtually all, or all (90+ per cent).";This indicator provides a measure of the number of employed women (regardless of their status in employment), who are entitled to a statutory right to maternity leave cash benefits, on a mandatory or a voluntary basis. The numerator is the result of the number of employed women, whose sector, occupation or other personal characteristics are explicitly included in the scope of the labour code or social security law (legally covered) minus the number of legally covered employed women who do not meet the eligibility require- ments to access the right to maternity cash benefits (legally ineligible). The denominator is the number of women in employment, without discrimination as to age, nationality, marital status or residence, instead of the number of women in employment who are statutorily covered. The number of women in employment was preferred since the share of women covered in law is an estimate expressed in a broad range. Therefore, using the first denominator allows the calculation of an indicator that is more statistically robust. Finally, this indicator reflects the entitlement to maternity leave cash benefits, regardless of their level, duration or source of funding.;;;;;;;;;;;;;;YEM;nan
ZMB;Zambia;2010;0–9;Percentage range;"Due to the lack of statistical and administrative data, the estimation of coverage in law and in practice in percentage terms is generally not straightforward, and is not feasible for most countries to calculate it in a robust way. Therefore, in 2008, the Tripartite Meeting of Experts
(TME) on the Measurement of Decent Work endorsed the proposition that broad percentage ranges be used to calculate the estimates, such as: few (<10 per cent), some (10–32 per cent), about half (33–65 per cent), most (66–89 per cent), virtually all, or all (90+ per cent).";This indicator provides a measure of the number of employed women (regardless of their status in employment), who are entitled to a statutory right to maternity leave cash benefits, on a mandatory or a voluntary basis. The numerator is the result of the number of employed women, whose sector, occupation or other personal characteristics are explicitly included in the scope of the labour code or social security law (legally covered) minus the number of legally covered employed women who do not meet the eligibility require- ments to access the right to maternity cash benefits (legally ineligible). The denominator is the number of women in employment, without discrimination as to age, nationality, marital status or residence, instead of the number of women in employment who are statutorily covered. The number of women in employment was preferred since the share of women covered in law is an estimate expressed in a broad range. Therefore, using the first denominator allows the calculation of an indicator that is more statistically robust. Finally, this indicator reflects the entitlement to maternity leave cash benefits, regardless of their level, duration or source of funding.;;;;;;;;;;;;;;ZMB;nan
ZWE;Zimbabwe;2010;10–32;;;;;;;;;;;;;;;;;ZWE;nan
