COUNTRY_ISO_3_original;country_col_not_used;TIME_PERIOD;RAW_OBS_VALUE;ATTR_UNIT_MEASURE;ATTR_NOTE_OF_SOURCE;ATTR_INDICATOR_NOTE_OF_SOURCE;ATTR_SOURCE_COMMENT;ATTR_ENCODING_LABELS;ATTR_SOURCE;ATTR_SOURCE_BODY;INDICATOR_CODE;INDICATOR_NAME;INDIATOR_INDEX;INDICATOR_ISSUE;INDICATOR_CATEGORY;INDICATOR_DESCRIPTION;Unnamed: 35;COUNTRY_ISO_2_country_list;COUNTRY_ISO_3_country_list;COUNTRY_ISO_3;ATTR_ENDPOINT
RUS;Russia;2010;90-100;Percentage range;"Due to the lack of statistical and administrative data, the estimation of coverage in law and in practice in percentage terms is generally not straightforward, and is not feasible for most countries to calculate it in a robust way. Therefore, in 2008, the Tripartite Meeting of Experts
(TME) on the Measurement of Decent Work endorsed the proposition that broad percentage ranges be used to calculate the estimates, such as: few (<10 per cent), some (10–32 per cent), about half (33–65 per cent), most (66–89 per cent), virtually all, or all (90+ per cent).";This indicator measures the share of employed women (regardless of their status in employment, category of work or the level of formality), who are legally covered by statutory maternity leave. The numerator is the result of the number of women employed, whose sector, occupation or other personal characteristics are explicitly included in the scope of the labour code (legally covered) minus the number of women workers legally covered who do not meet the qualifying conditions to access the right to maternity leave (legally unqualified). The denominator is the number women in employment, without discrimination as to age, nationality, marital status or residence. This indicator reflects the entitlement to maternity leave, regardless of its length or payment.;;;;;;;;;;;;RU;RUS;RUS;nan
RWA;Rwanda;2010;0-9;Percentage range;"Due to the lack of statistical and administrative data, the estimation of coverage in law and in practice in percentage terms is generally not straightforward, and is not feasible for most countries to calculate it in a robust way. Therefore, in 2008, the Tripartite Meeting of Experts
(TME) on the Measurement of Decent Work endorsed the proposition that broad percentage ranges be used to calculate the estimates, such as: few (<10 per cent), some (10–32 per cent), about half (33–65 per cent), most (66–89 per cent), virtually all, or all (90+ per cent).";This indicator measures the share of employed women (regardless of their status in employment, category of work or the level of formality), who are legally covered by statutory maternity leave. The numerator is the result of the number of women employed, whose sector, occupation or other personal characteristics are explicitly included in the scope of the labour code (legally covered) minus the number of women workers legally covered who do not meet the qualifying conditions to access the right to maternity leave (legally unqualified). The denominator is the number women in employment, without discrimination as to age, nationality, marital status or residence. This indicator reflects the entitlement to maternity leave, regardless of its length or payment.;;;;;;;;;;;;RW;RWA;RWA;nan
KNA;Saint Kitts and Nevis;2010;information is not available, could not be identified or is not applicable;Percentage range;"Due to the lack of statistical and administrative data, the estimation of coverage in law and in practice in percentage terms is generally not straightforward, and is not feasible for most countries to calculate it in a robust way. Therefore, in 2008, the Tripartite Meeting of Experts
(TME) on the Measurement of Decent Work endorsed the proposition that broad percentage ranges be used to calculate the estimates, such as: few (<10 per cent), some (10–32 per cent), about half (33–65 per cent), most (66–89 per cent), virtually all, or all (90+ per cent).";This indicator measures the share of employed women (regardless of their status in employment, category of work or the level of formality), who are legally covered by statutory maternity leave. The numerator is the result of the number of women employed, whose sector, occupation or other personal characteristics are explicitly included in the scope of the labour code (legally covered) minus the number of women workers legally covered who do not meet the qualifying conditions to access the right to maternity leave (legally unqualified). The denominator is the number women in employment, without discrimination as to age, nationality, marital status or residence. This indicator reflects the entitlement to maternity leave, regardless of its length or payment.;;;;;;;;;;;;KN;KNA;KNA;nan
LCA;Saint Lucia;2010;information is not available, could not be identified or is not applicable;Percentage range;"Due to the lack of statistical and administrative data, the estimation of coverage in law and in practice in percentage terms is generally not straightforward, and is not feasible for most countries to calculate it in a robust way. Therefore, in 2008, the Tripartite Meeting of Experts
(TME) on the Measurement of Decent Work endorsed the proposition that broad percentage ranges be used to calculate the estimates, such as: few (<10 per cent), some (10–32 per cent), about half (33–65 per cent), most (66–89 per cent), virtually all, or all (90+ per cent).";This indicator measures the share of employed women (regardless of their status in employment, category of work or the level of formality), who are legally covered by statutory maternity leave. The numerator is the result of the number of women employed, whose sector, occupation or other personal characteristics are explicitly included in the scope of the labour code (legally covered) minus the number of women workers legally covered who do not meet the qualifying conditions to access the right to maternity leave (legally unqualified). The denominator is the number women in employment, without discrimination as to age, nationality, marital status or residence. This indicator reflects the entitlement to maternity leave, regardless of its length or payment.;;;;;;;;;;;;LC;LCA;LCA;nan
VCT;Saint Vincent and The Grenadines;2010;No data;Percentage range;"Due to the lack of statistical and administrative data, the estimation of coverage in law and in practice in percentage terms is generally not straightforward, and is not feasible for most countries to calculate it in a robust way. Therefore, in 2008, the Tripartite Meeting of Experts
(TME) on the Measurement of Decent Work endorsed the proposition that broad percentage ranges be used to calculate the estimates, such as: few (<10 per cent), some (10–32 per cent), about half (33–65 per cent), most (66–89 per cent), virtually all, or all (90+ per cent).";This indicator measures the share of employed women (regardless of their status in employment, category of work or the level of formality), who are legally covered by statutory maternity leave. The numerator is the result of the number of women employed, whose sector, occupation or other personal characteristics are explicitly included in the scope of the labour code (legally covered) minus the number of women workers legally covered who do not meet the qualifying conditions to access the right to maternity leave (legally unqualified). The denominator is the number women in employment, without discrimination as to age, nationality, marital status or residence. This indicator reflects the entitlement to maternity leave, regardless of its length or payment.;;;;;;;;;;;;;;VCT;nan
WSM;Samoa;2010;No data;Percentage range;"Due to the lack of statistical and administrative data, the estimation of coverage in law and in practice in percentage terms is generally not straightforward, and is not feasible for most countries to calculate it in a robust way. Therefore, in 2008, the Tripartite Meeting of Experts
(TME) on the Measurement of Decent Work endorsed the proposition that broad percentage ranges be used to calculate the estimates, such as: few (<10 per cent), some (10–32 per cent), about half (33–65 per cent), most (66–89 per cent), virtually all, or all (90+ per cent).";This indicator measures the share of employed women (regardless of their status in employment, category of work or the level of formality), who are legally covered by statutory maternity leave. The numerator is the result of the number of women employed, whose sector, occupation or other personal characteristics are explicitly included in the scope of the labour code (legally covered) minus the number of women workers legally covered who do not meet the qualifying conditions to access the right to maternity leave (legally unqualified). The denominator is the number women in employment, without discrimination as to age, nationality, marital status or residence. This indicator reflects the entitlement to maternity leave, regardless of its length or payment.;;;;;;;;;;;;WS;WSM;WSM;nan
SMR;San Marino;2010;information is not available, could not be identified or is not applicable;Percentage range;"Due to the lack of statistical and administrative data, the estimation of coverage in law and in practice in percentage terms is generally not straightforward, and is not feasible for most countries to calculate it in a robust way. Therefore, in 2008, the Tripartite Meeting of Experts
(TME) on the Measurement of Decent Work endorsed the proposition that broad percentage ranges be used to calculate the estimates, such as: few (<10 per cent), some (10–32 per cent), about half (33–65 per cent), most (66–89 per cent), virtually all, or all (90+ per cent).";This indicator measures the share of employed women (regardless of their status in employment, category of work or the level of formality), who are legally covered by statutory maternity leave. The numerator is the result of the number of women employed, whose sector, occupation or other personal characteristics are explicitly included in the scope of the labour code (legally covered) minus the number of women workers legally covered who do not meet the qualifying conditions to access the right to maternity leave (legally unqualified). The denominator is the number women in employment, without discrimination as to age, nationality, marital status or residence. This indicator reflects the entitlement to maternity leave, regardless of its length or payment.;;;;;;;;;;;;SM;SMR;SMR;nan
STP;Sao Tome and Principe;2010;No data;Percentage range;"Due to the lack of statistical and administrative data, the estimation of coverage in law and in practice in percentage terms is generally not straightforward, and is not feasible for most countries to calculate it in a robust way. Therefore, in 2008, the Tripartite Meeting of Experts
(TME) on the Measurement of Decent Work endorsed the proposition that broad percentage ranges be used to calculate the estimates, such as: few (<10 per cent), some (10–32 per cent), about half (33–65 per cent), most (66–89 per cent), virtually all, or all (90+ per cent).";This indicator measures the share of employed women (regardless of their status in employment, category of work or the level of formality), who are legally covered by statutory maternity leave. The numerator is the result of the number of women employed, whose sector, occupation or other personal characteristics are explicitly included in the scope of the labour code (legally covered) minus the number of women workers legally covered who do not meet the qualifying conditions to access the right to maternity leave (legally unqualified). The denominator is the number women in employment, without discrimination as to age, nationality, marital status or residence. This indicator reflects the entitlement to maternity leave, regardless of its length or payment.;;;;;;;;;;;;ST;STP;STP;nan
SAU;Saudi Arabia;2010;33–65;Percentage range;"Due to the lack of statistical and administrative data, the estimation of coverage in law and in practice in percentage terms is generally not straightforward, and is not feasible for most countries to calculate it in a robust way. Therefore, in 2008, the Tripartite Meeting of Experts
(TME) on the Measurement of Decent Work endorsed the proposition that broad percentage ranges be used to calculate the estimates, such as: few (<10 per cent), some (10–32 per cent), about half (33–65 per cent), most (66–89 per cent), virtually all, or all (90+ per cent).";This indicator measures the share of employed women (regardless of their status in employment, category of work or the level of formality), who are legally covered by statutory maternity leave. The numerator is the result of the number of women employed, whose sector, occupation or other personal characteristics are explicitly included in the scope of the labour code (legally covered) minus the number of women workers legally covered who do not meet the qualifying conditions to access the right to maternity leave (legally unqualified). The denominator is the number women in employment, without discrimination as to age, nationality, marital status or residence. This indicator reflects the entitlement to maternity leave, regardless of its length or payment.;;;;;;;;;;;;SA;SAU;SAU;nan
SEN;Senegal;2010;10–32;Percentage range;"Due to the lack of statistical and administrative data, the estimation of coverage in law and in practice in percentage terms is generally not straightforward, and is not feasible for most countries to calculate it in a robust way. Therefore, in 2008, the Tripartite Meeting of Experts
(TME) on the Measurement of Decent Work endorsed the proposition that broad percentage ranges be used to calculate the estimates, such as: few (<10 per cent), some (10–32 per cent), about half (33–65 per cent), most (66–89 per cent), virtually all, or all (90+ per cent).";This indicator measures the share of employed women (regardless of their status in employment, category of work or the level of formality), who are legally covered by statutory maternity leave. The numerator is the result of the number of women employed, whose sector, occupation or other personal characteristics are explicitly included in the scope of the labour code (legally covered) minus the number of women workers legally covered who do not meet the qualifying conditions to access the right to maternity leave (legally unqualified). The denominator is the number women in employment, without discrimination as to age, nationality, marital status or residence. This indicator reflects the entitlement to maternity leave, regardless of its length or payment.;;;;;;;;;;;;SN;SEN;SEN;nan
SRB;Serbia;2010;66-89;Percentage range;"Due to the lack of statistical and administrative data, the estimation of coverage in law and in practice in percentage terms is generally not straightforward, and is not feasible for most countries to calculate it in a robust way. Therefore, in 2008, the Tripartite Meeting of Experts
(TME) on the Measurement of Decent Work endorsed the proposition that broad percentage ranges be used to calculate the estimates, such as: few (<10 per cent), some (10–32 per cent), about half (33–65 per cent), most (66–89 per cent), virtually all, or all (90+ per cent).";This indicator measures the share of employed women (regardless of their status in employment, category of work or the level of formality), who are legally covered by statutory maternity leave. The numerator is the result of the number of women employed, whose sector, occupation or other personal characteristics are explicitly included in the scope of the labour code (legally covered) minus the number of women workers legally covered who do not meet the qualifying conditions to access the right to maternity leave (legally unqualified). The denominator is the number women in employment, without discrimination as to age, nationality, marital status or residence. This indicator reflects the entitlement to maternity leave, regardless of its length or payment.;;;;;;;;;;;;RS;SRB;SRB;nan
SYC;Seychelles;2010;No data;Percentage range;"Due to the lack of statistical and administrative data, the estimation of coverage in law and in practice in percentage terms is generally not straightforward, and is not feasible for most countries to calculate it in a robust way. Therefore, in 2008, the Tripartite Meeting of Experts
(TME) on the Measurement of Decent Work endorsed the proposition that broad percentage ranges be used to calculate the estimates, such as: few (<10 per cent), some (10–32 per cent), about half (33–65 per cent), most (66–89 per cent), virtually all, or all (90+ per cent).";This indicator measures the share of employed women (regardless of their status in employment, category of work or the level of formality), who are legally covered by statutory maternity leave. The numerator is the result of the number of women employed, whose sector, occupation or other personal characteristics are explicitly included in the scope of the labour code (legally covered) minus the number of women workers legally covered who do not meet the qualifying conditions to access the right to maternity leave (legally unqualified). The denominator is the number women in employment, without discrimination as to age, nationality, marital status or residence. This indicator reflects the entitlement to maternity leave, regardless of its length or payment.;;;;;;;;;;;;SC;SYC;SYC;nan
SLE;Sierra Leone;2010;information is not available, could not be identified or is not applicable;Percentage range;"Due to the lack of statistical and administrative data, the estimation of coverage in law and in practice in percentage terms is generally not straightforward, and is not feasible for most countries to calculate it in a robust way. Therefore, in 2008, the Tripartite Meeting of Experts
(TME) on the Measurement of Decent Work endorsed the proposition that broad percentage ranges be used to calculate the estimates, such as: few (<10 per cent), some (10–32 per cent), about half (33–65 per cent), most (66–89 per cent), virtually all, or all (90+ per cent).";This indicator measures the share of employed women (regardless of their status in employment, category of work or the level of formality), who are legally covered by statutory maternity leave. The numerator is the result of the number of women employed, whose sector, occupation or other personal characteristics are explicitly included in the scope of the labour code (legally covered) minus the number of women workers legally covered who do not meet the qualifying conditions to access the right to maternity leave (legally unqualified). The denominator is the number women in employment, without discrimination as to age, nationality, marital status or residence. This indicator reflects the entitlement to maternity leave, regardless of its length or payment.;;;;;;;;;;;;SL;SLE;SLE;nan
SGP;Singapore;2010;33-65;Percentage range;"Due to the lack of statistical and administrative data, the estimation of coverage in law and in practice in percentage terms is generally not straightforward, and is not feasible for most countries to calculate it in a robust way. Therefore, in 2008, the Tripartite Meeting of Experts
(TME) on the Measurement of Decent Work endorsed the proposition that broad percentage ranges be used to calculate the estimates, such as: few (<10 per cent), some (10–32 per cent), about half (33–65 per cent), most (66–89 per cent), virtually all, or all (90+ per cent).";This indicator measures the share of employed women (regardless of their status in employment, category of work or the level of formality), who are legally covered by statutory maternity leave. The numerator is the result of the number of women employed, whose sector, occupation or other personal characteristics are explicitly included in the scope of the labour code (legally covered) minus the number of women workers legally covered who do not meet the qualifying conditions to access the right to maternity leave (legally unqualified). The denominator is the number women in employment, without discrimination as to age, nationality, marital status or residence. This indicator reflects the entitlement to maternity leave, regardless of its length or payment.;;;;;;;;;;;;SG;SGP;SGP;nan
SVK;Slovakia;2010;66-89;Percentage range;"Due to the lack of statistical and administrative data, the estimation of coverage in law and in practice in percentage terms is generally not straightforward, and is not feasible for most countries to calculate it in a robust way. Therefore, in 2008, the Tripartite Meeting of Experts
(TME) on the Measurement of Decent Work endorsed the proposition that broad percentage ranges be used to calculate the estimates, such as: few (<10 per cent), some (10–32 per cent), about half (33–65 per cent), most (66–89 per cent), virtually all, or all (90+ per cent).";This indicator measures the share of employed women (regardless of their status in employment, category of work or the level of formality), who are legally covered by statutory maternity leave. The numerator is the result of the number of women employed, whose sector, occupation or other personal characteristics are explicitly included in the scope of the labour code (legally covered) minus the number of women workers legally covered who do not meet the qualifying conditions to access the right to maternity leave (legally unqualified). The denominator is the number women in employment, without discrimination as to age, nationality, marital status or residence. This indicator reflects the entitlement to maternity leave, regardless of its length or payment.;;;;;;;;;;;;;;SVK;nan
SVN;Slovenia;2010;90-100;Percentage range;"Due to the lack of statistical and administrative data, the estimation of coverage in law and in practice in percentage terms is generally not straightforward, and is not feasible for most countries to calculate it in a robust way. Therefore, in 2008, the Tripartite Meeting of Experts
(TME) on the Measurement of Decent Work endorsed the proposition that broad percentage ranges be used to calculate the estimates, such as: few (<10 per cent), some (10–32 per cent), about half (33–65 per cent), most (66–89 per cent), virtually all, or all (90+ per cent).";This indicator measures the share of employed women (regardless of their status in employment, category of work or the level of formality), who are legally covered by statutory maternity leave. The numerator is the result of the number of women employed, whose sector, occupation or other personal characteristics are explicitly included in the scope of the labour code (legally covered) minus the number of women workers legally covered who do not meet the qualifying conditions to access the right to maternity leave (legally unqualified). The denominator is the number women in employment, without discrimination as to age, nationality, marital status or residence. This indicator reflects the entitlement to maternity leave, regardless of its length or payment.;;;;;;;;;;;;SI;SVN;SVN;nan
SLB;Solomon Islands;2010;10–32;Percentage range;"Due to the lack of statistical and administrative data, the estimation of coverage in law and in practice in percentage terms is generally not straightforward, and is not feasible for most countries to calculate it in a robust way. Therefore, in 2008, the Tripartite Meeting of Experts
(TME) on the Measurement of Decent Work endorsed the proposition that broad percentage ranges be used to calculate the estimates, such as: few (<10 per cent), some (10–32 per cent), about half (33–65 per cent), most (66–89 per cent), virtually all, or all (90+ per cent).";This indicator measures the share of employed women (regardless of their status in employment, category of work or the level of formality), who are legally covered by statutory maternity leave. The numerator is the result of the number of women employed, whose sector, occupation or other personal characteristics are explicitly included in the scope of the labour code (legally covered) minus the number of women workers legally covered who do not meet the qualifying conditions to access the right to maternity leave (legally unqualified). The denominator is the number women in employment, without discrimination as to age, nationality, marital status or residence. This indicator reflects the entitlement to maternity leave, regardless of its length or payment.;;;;;;;;;;;;SB;SLB;SLB;nan
SOM;Somalia;2010;0-9;Percentage range;"Due to the lack of statistical and administrative data, the estimation of coverage in law and in practice in percentage terms is generally not straightforward, and is not feasible for most countries to calculate it in a robust way. Therefore, in 2008, the Tripartite Meeting of Experts
(TME) on the Measurement of Decent Work endorsed the proposition that broad percentage ranges be used to calculate the estimates, such as: few (<10 per cent), some (10–32 per cent), about half (33–65 per cent), most (66–89 per cent), virtually all, or all (90+ per cent).";This indicator measures the share of employed women (regardless of their status in employment, category of work or the level of formality), who are legally covered by statutory maternity leave. The numerator is the result of the number of women employed, whose sector, occupation or other personal characteristics are explicitly included in the scope of the labour code (legally covered) minus the number of women workers legally covered who do not meet the qualifying conditions to access the right to maternity leave (legally unqualified). The denominator is the number women in employment, without discrimination as to age, nationality, marital status or residence. This indicator reflects the entitlement to maternity leave, regardless of its length or payment.;;;;;;;;;;;;SO;SOM;SOM;nan
ZAF;South Africa;2010;66-89;Percentage range;"Due to the lack of statistical and administrative data, the estimation of coverage in law and in practice in percentage terms is generally not straightforward, and is not feasible for most countries to calculate it in a robust way. Therefore, in 2008, the Tripartite Meeting of Experts
(TME) on the Measurement of Decent Work endorsed the proposition that broad percentage ranges be used to calculate the estimates, such as: few (<10 per cent), some (10–32 per cent), about half (33–65 per cent), most (66–89 per cent), virtually all, or all (90+ per cent).";This indicator measures the share of employed women (regardless of their status in employment, category of work or the level of formality), who are legally covered by statutory maternity leave. The numerator is the result of the number of women employed, whose sector, occupation or other personal characteristics are explicitly included in the scope of the labour code (legally covered) minus the number of women workers legally covered who do not meet the qualifying conditions to access the right to maternity leave (legally unqualified). The denominator is the number women in employment, without discrimination as to age, nationality, marital status or residence. This indicator reflects the entitlement to maternity leave, regardless of its length or payment.;;;;;;;;;;;;ZA;ZAF;ZAF;nan
SSD;South Sudan;2010;No data;Percentage range;"Due to the lack of statistical and administrative data, the estimation of coverage in law and in practice in percentage terms is generally not straightforward, and is not feasible for most countries to calculate it in a robust way. Therefore, in 2008, the Tripartite Meeting of Experts
(TME) on the Measurement of Decent Work endorsed the proposition that broad percentage ranges be used to calculate the estimates, such as: few (<10 per cent), some (10–32 per cent), about half (33–65 per cent), most (66–89 per cent), virtually all, or all (90+ per cent).";This indicator measures the share of employed women (regardless of their status in employment, category of work or the level of formality), who are legally covered by statutory maternity leave. The numerator is the result of the number of women employed, whose sector, occupation or other personal characteristics are explicitly included in the scope of the labour code (legally covered) minus the number of women workers legally covered who do not meet the qualifying conditions to access the right to maternity leave (legally unqualified). The denominator is the number women in employment, without discrimination as to age, nationality, marital status or residence. This indicator reflects the entitlement to maternity leave, regardless of its length or payment.;;;;;;;;;;;;SS;SSD;SSD;nan
ESP;Spain;2010;66-89;Percentage range;"Due to the lack of statistical and administrative data, the estimation of coverage in law and in practice in percentage terms is generally not straightforward, and is not feasible for most countries to calculate it in a robust way. Therefore, in 2008, the Tripartite Meeting of Experts
(TME) on the Measurement of Decent Work endorsed the proposition that broad percentage ranges be used to calculate the estimates, such as: few (<10 per cent), some (10–32 per cent), about half (33–65 per cent), most (66–89 per cent), virtually all, or all (90+ per cent).";This indicator measures the share of employed women (regardless of their status in employment, category of work or the level of formality), who are legally covered by statutory maternity leave. The numerator is the result of the number of women employed, whose sector, occupation or other personal characteristics are explicitly included in the scope of the labour code (legally covered) minus the number of women workers legally covered who do not meet the qualifying conditions to access the right to maternity leave (legally unqualified). The denominator is the number women in employment, without discrimination as to age, nationality, marital status or residence. This indicator reflects the entitlement to maternity leave, regardless of its length or payment.;;;;;;;;;;;;ES;ESP;ESP;nan
LKA;Sri Lanka;2010;33-65;Percentage range;"Due to the lack of statistical and administrative data, the estimation of coverage in law and in practice in percentage terms is generally not straightforward, and is not feasible for most countries to calculate it in a robust way. Therefore, in 2008, the Tripartite Meeting of Experts
(TME) on the Measurement of Decent Work endorsed the proposition that broad percentage ranges be used to calculate the estimates, such as: few (<10 per cent), some (10–32 per cent), about half (33–65 per cent), most (66–89 per cent), virtually all, or all (90+ per cent).";This indicator measures the share of employed women (regardless of their status in employment, category of work or the level of formality), who are legally covered by statutory maternity leave. The numerator is the result of the number of women employed, whose sector, occupation or other personal characteristics are explicitly included in the scope of the labour code (legally covered) minus the number of women workers legally covered who do not meet the qualifying conditions to access the right to maternity leave (legally unqualified). The denominator is the number women in employment, without discrimination as to age, nationality, marital status or residence. This indicator reflects the entitlement to maternity leave, regardless of its length or payment.;;;;;;;;;;;;LK;LKA;LKA;nan
SDN;Sudan;2010;0-9;Percentage range;"Due to the lack of statistical and administrative data, the estimation of coverage in law and in practice in percentage terms is generally not straightforward, and is not feasible for most countries to calculate it in a robust way. Therefore, in 2008, the Tripartite Meeting of Experts
(TME) on the Measurement of Decent Work endorsed the proposition that broad percentage ranges be used to calculate the estimates, such as: few (<10 per cent), some (10–32 per cent), about half (33–65 per cent), most (66–89 per cent), virtually all, or all (90+ per cent).";This indicator measures the share of employed women (regardless of their status in employment, category of work or the level of formality), who are legally covered by statutory maternity leave. The numerator is the result of the number of women employed, whose sector, occupation or other personal characteristics are explicitly included in the scope of the labour code (legally covered) minus the number of women workers legally covered who do not meet the qualifying conditions to access the right to maternity leave (legally unqualified). The denominator is the number women in employment, without discrimination as to age, nationality, marital status or residence. This indicator reflects the entitlement to maternity leave, regardless of its length or payment.;;;;;;;;;;;;SD;SDN;SDN;nan
SUR;Suriname;2010;No data;Percentage range;"Due to the lack of statistical and administrative data, the estimation of coverage in law and in practice in percentage terms is generally not straightforward, and is not feasible for most countries to calculate it in a robust way. Therefore, in 2008, the Tripartite Meeting of Experts
(TME) on the Measurement of Decent Work endorsed the proposition that broad percentage ranges be used to calculate the estimates, such as: few (<10 per cent), some (10–32 per cent), about half (33–65 per cent), most (66–89 per cent), virtually all, or all (90+ per cent).";This indicator measures the share of employed women (regardless of their status in employment, category of work or the level of formality), who are legally covered by statutory maternity leave. The numerator is the result of the number of women employed, whose sector, occupation or other personal characteristics are explicitly included in the scope of the labour code (legally covered) minus the number of women workers legally covered who do not meet the qualifying conditions to access the right to maternity leave (legally unqualified). The denominator is the number women in employment, without discrimination as to age, nationality, marital status or residence. This indicator reflects the entitlement to maternity leave, regardless of its length or payment.;;;;;;;;;;;;SR;SUR;SUR;nan
SWE;Sweden;2010;90-100;Percentage range;"Due to the lack of statistical and administrative data, the estimation of coverage in law and in practice in percentage terms is generally not straightforward, and is not feasible for most countries to calculate it in a robust way. Therefore, in 2008, the Tripartite Meeting of Experts
(TME) on the Measurement of Decent Work endorsed the proposition that broad percentage ranges be used to calculate the estimates, such as: few (<10 per cent), some (10–32 per cent), about half (33–65 per cent), most (66–89 per cent), virtually all, or all (90+ per cent).";This indicator measures the share of employed women (regardless of their status in employment, category of work or the level of formality), who are legally covered by statutory maternity leave. The numerator is the result of the number of women employed, whose sector, occupation or other personal characteristics are explicitly included in the scope of the labour code (legally covered) minus the number of women workers legally covered who do not meet the qualifying conditions to access the right to maternity leave (legally unqualified). The denominator is the number women in employment, without discrimination as to age, nationality, marital status or residence. This indicator reflects the entitlement to maternity leave, regardless of its length or payment.;;;;;;;;;;;;SE;SWE;SWE;nan
CHE;Switzerland;2010;66-89;Percentage range;"Due to the lack of statistical and administrative data, the estimation of coverage in law and in practice in percentage terms is generally not straightforward, and is not feasible for most countries to calculate it in a robust way. Therefore, in 2008, the Tripartite Meeting of Experts
(TME) on the Measurement of Decent Work endorsed the proposition that broad percentage ranges be used to calculate the estimates, such as: few (<10 per cent), some (10–32 per cent), about half (33–65 per cent), most (66–89 per cent), virtually all, or all (90+ per cent).";This indicator measures the share of employed women (regardless of their status in employment, category of work or the level of formality), who are legally covered by statutory maternity leave. The numerator is the result of the number of women employed, whose sector, occupation or other personal characteristics are explicitly included in the scope of the labour code (legally covered) minus the number of women workers legally covered who do not meet the qualifying conditions to access the right to maternity leave (legally unqualified). The denominator is the number women in employment, without discrimination as to age, nationality, marital status or residence. This indicator reflects the entitlement to maternity leave, regardless of its length or payment.;;;;;;;;;;;;CH;CHE;CHE;nan
SYR;Syria;2010;33–65;Percentage range;"Due to the lack of statistical and administrative data, the estimation of coverage in law and in practice in percentage terms is generally not straightforward, and is not feasible for most countries to calculate it in a robust way. Therefore, in 2008, the Tripartite Meeting of Experts
(TME) on the Measurement of Decent Work endorsed the proposition that broad percentage ranges be used to calculate the estimates, such as: few (<10 per cent), some (10–32 per cent), about half (33–65 per cent), most (66–89 per cent), virtually all, or all (90+ per cent).";This indicator measures the share of employed women (regardless of their status in employment, category of work or the level of formality), who are legally covered by statutory maternity leave. The numerator is the result of the number of women employed, whose sector, occupation or other personal characteristics are explicitly included in the scope of the labour code (legally covered) minus the number of women workers legally covered who do not meet the qualifying conditions to access the right to maternity leave (legally unqualified). The denominator is the number women in employment, without discrimination as to age, nationality, marital status or residence. This indicator reflects the entitlement to maternity leave, regardless of its length or payment.;;;;;;;;;;;;SY;SYR;SYR;nan
TJK;Tajikistan;2010;90-100;Percentage range;"Due to the lack of statistical and administrative data, the estimation of coverage in law and in practice in percentage terms is generally not straightforward, and is not feasible for most countries to calculate it in a robust way. Therefore, in 2008, the Tripartite Meeting of Experts
(TME) on the Measurement of Decent Work endorsed the proposition that broad percentage ranges be used to calculate the estimates, such as: few (<10 per cent), some (10–32 per cent), about half (33–65 per cent), most (66–89 per cent), virtually all, or all (90+ per cent).";This indicator measures the share of employed women (regardless of their status in employment, category of work or the level of formality), who are legally covered by statutory maternity leave. The numerator is the result of the number of women employed, whose sector, occupation or other personal characteristics are explicitly included in the scope of the labour code (legally covered) minus the number of women workers legally covered who do not meet the qualifying conditions to access the right to maternity leave (legally unqualified). The denominator is the number women in employment, without discrimination as to age, nationality, marital status or residence. This indicator reflects the entitlement to maternity leave, regardless of its length or payment.;;;;;;;;;;;;TJ;TJK;TJK;nan
TZA;Tanzania;2010;0-9;Percentage range;"Due to the lack of statistical and administrative data, the estimation of coverage in law and in practice in percentage terms is generally not straightforward, and is not feasible for most countries to calculate it in a robust way. Therefore, in 2008, the Tripartite Meeting of Experts
(TME) on the Measurement of Decent Work endorsed the proposition that broad percentage ranges be used to calculate the estimates, such as: few (<10 per cent), some (10–32 per cent), about half (33–65 per cent), most (66–89 per cent), virtually all, or all (90+ per cent).";This indicator measures the share of employed women (regardless of their status in employment, category of work or the level of formality), who are legally covered by statutory maternity leave. The numerator is the result of the number of women employed, whose sector, occupation or other personal characteristics are explicitly included in the scope of the labour code (legally covered) minus the number of women workers legally covered who do not meet the qualifying conditions to access the right to maternity leave (legally unqualified). The denominator is the number women in employment, without discrimination as to age, nationality, marital status or residence. This indicator reflects the entitlement to maternity leave, regardless of its length or payment.;;;;;;;;;;;;TZ;TZA;TZA;nan
THA;Thailand;2010;33-65;Percentage range;"Due to the lack of statistical and administrative data, the estimation of coverage in law and in practice in percentage terms is generally not straightforward, and is not feasible for most countries to calculate it in a robust way. Therefore, in 2008, the Tripartite Meeting of Experts
(TME) on the Measurement of Decent Work endorsed the proposition that broad percentage ranges be used to calculate the estimates, such as: few (<10 per cent), some (10–32 per cent), about half (33–65 per cent), most (66–89 per cent), virtually all, or all (90+ per cent).";This indicator measures the share of employed women (regardless of their status in employment, category of work or the level of formality), who are legally covered by statutory maternity leave. The numerator is the result of the number of women employed, whose sector, occupation or other personal characteristics are explicitly included in the scope of the labour code (legally covered) minus the number of women workers legally covered who do not meet the qualifying conditions to access the right to maternity leave (legally unqualified). The denominator is the number women in employment, without discrimination as to age, nationality, marital status or residence. This indicator reflects the entitlement to maternity leave, regardless of its length or payment.;;;;;;;;;;;;TH;THA;THA;nan
