COUNTRY_ISO_3_original;country_col_not_used;TIME_PERIOD;RAW_OBS_VALUE;ATTR_INDICATOR_NOTE_OF_SOURCE;ATTR_SOURCE_COMMENT;ATTR_ENCODING_LABELS;ATTR_SOURCE;ATTR_SOURCE_BODY;INDICATOR_CODE;INDICATOR_NAME;INDIATOR_INDEX;INDICATOR_ISSUE;INDICATOR_CATEGORY;INDICATOR_DESCRIPTION;Unnamed: 35;COUNTRY_ISO_2_country_list;COUNTRY_ISO_3_country_list;COUNTRY_ISO_3;ATTR_ENDPOINT
ARE;United Arab Emirates;2023;Yes, the country has a national standards authority (ISO and IEC);This indicator records whether a country has a national standards body that is either an ISO or IEC member and which is promoting and applying international standards such as quality and safety of industrial or commercial activity. The IEC (International Electrotechnical Commission) is the world’s leading organization for the preparation and publication of International Standards for all electrical, electronic and related technologies. The ISO brings together experts to share knowledge and develop voluntary, consensus-based, market relevant worldwide proprietary, industrial, and commercial standards;;;;;;;;;;;;;;ARE;nan
GBR;United Kingdom;2023;Yes, the country has a national standards authority (ISO and IEC);This indicator records whether a country has a national standards body that is either an ISO or IEC member and which is promoting and applying international standards such as quality and safety of industrial or commercial activity. The IEC (International Electrotechnical Commission) is the world’s leading organization for the preparation and publication of International Standards for all electrical, electronic and related technologies. The ISO brings together experts to share knowledge and develop voluntary, consensus-based, market relevant worldwide proprietary, industrial, and commercial standards;;;;;;;;;;;;;;GBR;nan
USA;United States;2023;Yes, the country has a national standards authority (ISO and IEC);This indicator records whether a country has a national standards body that is either an ISO or IEC member and which is promoting and applying international standards such as quality and safety of industrial or commercial activity. The IEC (International Electrotechnical Commission) is the world’s leading organization for the preparation and publication of International Standards for all electrical, electronic and related technologies. The ISO brings together experts to share knowledge and develop voluntary, consensus-based, market relevant worldwide proprietary, industrial, and commercial standards;;;;;;;;;;;;;;USA;nan
URY;Uruguay;2023;Yes, the country has a national standards authority (ISO);This indicator records whether a country has a national standards body that is either an ISO or IEC member and which is promoting and applying international standards such as quality and safety of industrial or commercial activity. The IEC (International Electrotechnical Commission) is the world’s leading organization for the preparation and publication of International Standards for all electrical, electronic and related technologies. The ISO brings together experts to share knowledge and develop voluntary, consensus-based, market relevant worldwide proprietary, industrial, and commercial standards;;;;;;;;;;;;;;URY;nan
UZB;Uzbekistan;2023;Yes, the country has a national standards authority (ISO and IEC);This indicator records whether a country has a national standards body that is either an ISO or IEC member and which is promoting and applying international standards such as quality and safety of industrial or commercial activity. The IEC (International Electrotechnical Commission) is the world’s leading organization for the preparation and publication of International Standards for all electrical, electronic and related technologies. The ISO brings together experts to share knowledge and develop voluntary, consensus-based, market relevant worldwide proprietary, industrial, and commercial standards;;;;;;;;;;;;;;UZB;nan
VUT;Vanuatu;2023;Yes, the country has a national standards authority (ISO);This indicator records whether a country has a national standards body that is either an ISO or IEC member and which is promoting and applying international standards such as quality and safety of industrial or commercial activity. The IEC (International Electrotechnical Commission) is the world’s leading organization for the preparation and publication of International Standards for all electrical, electronic and related technologies. The ISO brings together experts to share knowledge and develop voluntary, consensus-based, market relevant worldwide proprietary, industrial, and commercial standards;;;;;;;;;;;;;;VUT;nan
VEN;Venezuela;2023;No ISO or IEC national standards authority;This indicator records whether a country has a national standards body that is either an ISO or IEC member and which is promoting and applying international standards such as quality and safety of industrial or commercial activity. The IEC (International Electrotechnical Commission) is the world’s leading organization for the preparation and publication of International Standards for all electrical, electronic and related technologies. The ISO brings together experts to share knowledge and develop voluntary, consensus-based, market relevant worldwide proprietary, industrial, and commercial standards;;;;;;;;;;;;;;VEN;nan
VNM;Vietnam;2023;Yes, the country has a national standards authority (ISO and IEC);This indicator records whether a country has a national standards body that is either an ISO or IEC member and which is promoting and applying international standards such as quality and safety of industrial or commercial activity. The IEC (International Electrotechnical Commission) is the world’s leading organization for the preparation and publication of International Standards for all electrical, electronic and related technologies. The ISO brings together experts to share knowledge and develop voluntary, consensus-based, market relevant worldwide proprietary, industrial, and commercial standards;;;;;;;;;;;;;;VNM;nan
YEM;Yemen;2023;No ISO or IEC national standards authority;This indicator records whether a country has a national standards body that is either an ISO or IEC member and which is promoting and applying international standards such as quality and safety of industrial or commercial activity. The IEC (International Electrotechnical Commission) is the world’s leading organization for the preparation and publication of International Standards for all electrical, electronic and related technologies. The ISO brings together experts to share knowledge and develop voluntary, consensus-based, market relevant worldwide proprietary, industrial, and commercial standards;;;;;;;;;;;;;;YEM;nan
ZMB;Zambia;2023;Yes, the country has a national standards authority (ISO);This indicator records whether a country has a national standards body that is either an ISO or IEC member and which is promoting and applying international standards such as quality and safety of industrial or commercial activity. The IEC (International Electrotechnical Commission) is the world’s leading organization for the preparation and publication of International Standards for all electrical, electronic and related technologies. The ISO brings together experts to share knowledge and develop voluntary, consensus-based, market relevant worldwide proprietary, industrial, and commercial standards;;;;;;;;;;;;;;ZMB;nan
ZWE;Zimbabwe;2023;Yes, the country has a national standards authority (ISO);This indicator records whether a country has a national standards body that is either an ISO or IEC member and which is promoting and applying international standards such as quality and safety of industrial or commercial activity. The IEC (International Electrotechnical Commission) is the world’s leading organization for the preparation and publication of International Standards for all electrical, electronic and related technologies. The ISO brings together experts to share knowledge and develop voluntary, consensus-based, market relevant worldwide proprietary, industrial, and commercial standards;;;;;;;;;;;;;;ZWE;nan
