DATAFLOW;REF_AREA;FREQ;MEASURE;SEX;TIME_PERIOD;OBS_VALUE;OBS_STATUS;UNIT_MEASURE_TYPE;UNIT_MEASURE;UNIT_MULT;SOURCE;NOTE_SOURCE;NOTE_INDICATOR;NOTE_CLASSIF;DECIMALS;UPPER_BOUND;LOWER_BOUND;ATTR_ENDPOINT
ILO:DF_HOW_UEMP_SEX_NB(1.0);JOR;A;HOW_UEMP_NB;SEX_T;2021;47.81;;NB;HR;0;LFS - Employment and Unemployment Survey;Repository: ILO-STATISTICS - Micro data processing;Job coverage: Main job currently held;;1;;;https://www.ilo.org/sdmx/rest/data/ILO,DF_HOW_UEMP_SEX_NB/?format=csv&startPeriod=2020-01-01&endPeriod=2023-12-31
ILO:DF_HOW_UEMP_SEX_NB(1.0);JOR;A;HOW_UEMP_NB;SEX_M;2021;48.47;;NB;HR;0;LFS - Employment and Unemployment Survey;Repository: ILO-STATISTICS - Micro data processing;Job coverage: Main job currently held;;1;;;https://www.ilo.org/sdmx/rest/data/ILO,DF_HOW_UEMP_SEX_NB/?format=csv&startPeriod=2020-01-01&endPeriod=2023-12-31
ILO:DF_HOW_UEMP_SEX_NB(1.0);JOR;A;HOW_UEMP_NB;SEX_F;2021;44.18;;NB;HR;0;LFS - Employment and Unemployment Survey;Repository: ILO-STATISTICS - Micro data processing;Job coverage: Main job currently held;;1;;;https://www.ilo.org/sdmx/rest/data/ILO,DF_HOW_UEMP_SEX_NB/?format=csv&startPeriod=2020-01-01&endPeriod=2023-12-31
ILO:DF_HOW_UEMP_SEX_NB(1.0);KGZ;A;HOW_UEMP_NB;SEX_T;2020;39.4;;NB;HR;0;LFS - Employment and Unemployment Survey;Repository: ILO-STATISTICS - Micro data processing;Job coverage: Main job currently held;;1;;;https://www.ilo.org/sdmx/rest/data/ILO,DF_HOW_UEMP_SEX_NB/?format=csv&startPeriod=2020-01-01&endPeriod=2023-12-31
ILO:DF_HOW_UEMP_SEX_NB(1.0);KGZ;A;HOW_UEMP_NB;SEX_M;2020;40.78;;NB;HR;0;LFS - Employment and Unemployment Survey;Repository: ILO-STATISTICS - Micro data processing;Job coverage: Main job currently held;;1;;;https://www.ilo.org/sdmx/rest/data/ILO,DF_HOW_UEMP_SEX_NB/?format=csv&startPeriod=2020-01-01&endPeriod=2023-12-31
ILO:DF_HOW_UEMP_SEX_NB(1.0);KGZ;A;HOW_UEMP_NB;SEX_F;2020;37.23;;NB;HR;0;LFS - Employment and Unemployment Survey;Repository: ILO-STATISTICS - Micro data processing;Job coverage: Main job currently held;;1;;;https://www.ilo.org/sdmx/rest/data/ILO,DF_HOW_UEMP_SEX_NB/?format=csv&startPeriod=2020-01-01&endPeriod=2023-12-31
ILO:DF_HOW_UEMP_SEX_NB(1.0);KGZ;A;HOW_UEMP_NB;SEX_T;2021;39.26;;NB;HR;0;LFS - Employment and Unemployment Survey;Repository: ILO-STATISTICS - Micro data processing;Job coverage: Main job currently held;;1;;;https://www.ilo.org/sdmx/rest/data/ILO,DF_HOW_UEMP_SEX_NB/?format=csv&startPeriod=2020-01-01&endPeriod=2023-12-31
ILO:DF_HOW_UEMP_SEX_NB(1.0);KGZ;A;HOW_UEMP_NB;SEX_M;2021;40.99;;NB;HR;0;LFS - Employment and Unemployment Survey;Repository: ILO-STATISTICS - Micro data processing;Job coverage: Main job currently held;;1;;;https://www.ilo.org/sdmx/rest/data/ILO,DF_HOW_UEMP_SEX_NB/?format=csv&startPeriod=2020-01-01&endPeriod=2023-12-31
ILO:DF_HOW_UEMP_SEX_NB(1.0);KGZ;A;HOW_UEMP_NB;SEX_F;2021;36.42;;NB;HR;0;LFS - Employment and Unemployment Survey;Repository: ILO-STATISTICS - Micro data processing;Job coverage: Main job currently held;;1;;;https://www.ilo.org/sdmx/rest/data/ILO,DF_HOW_UEMP_SEX_NB/?format=csv&startPeriod=2020-01-01&endPeriod=2023-12-31
ILO:DF_HOW_UEMP_SEX_NB(1.0);KOS;A;HOW_UEMP_NB;SEX_T;2020;43.51;B;NB;HR;0;LFS - Labour Force Survey;Repository: ILO-STATISTICS - Micro data processing;Job coverage: Main job currently held | Break in series: Methodology revised;;1;;;https://www.ilo.org/sdmx/rest/data/ILO,DF_HOW_UEMP_SEX_NB/?format=csv&startPeriod=2020-01-01&endPeriod=2023-12-31
ILO:DF_HOW_UEMP_SEX_NB(1.0);KOS;A;HOW_UEMP_NB;SEX_M;2020;44.27;B;NB;HR;0;LFS - Labour Force Survey;Repository: ILO-STATISTICS - Micro data processing;Job coverage: Main job currently held | Break in series: Methodology revised;;1;;;https://www.ilo.org/sdmx/rest/data/ILO,DF_HOW_UEMP_SEX_NB/?format=csv&startPeriod=2020-01-01&endPeriod=2023-12-31
ILO:DF_HOW_UEMP_SEX_NB(1.0);KOS;A;HOW_UEMP_NB;SEX_F;2020;41.2;B;NB;HR;0;LFS - Labour Force Survey;Repository: ILO-STATISTICS - Micro data processing;Job coverage: Main job currently held | Break in series: Methodology revised;;1;;;https://www.ilo.org/sdmx/rest/data/ILO,DF_HOW_UEMP_SEX_NB/?format=csv&startPeriod=2020-01-01&endPeriod=2023-12-31
ILO:DF_HOW_UEMP_SEX_NB(1.0);KOS;A;HOW_UEMP_NB;SEX_T;2021;43.4;;NB;HR;0;LFS - Labour Force Survey;Repository: ILO-STATISTICS - Micro data processing;Job coverage: Main job currently held;;1;;;https://www.ilo.org/sdmx/rest/data/ILO,DF_HOW_UEMP_SEX_NB/?format=csv&startPeriod=2020-01-01&endPeriod=2023-12-31
ILO:DF_HOW_UEMP_SEX_NB(1.0);KOS;A;HOW_UEMP_NB;SEX_M;2021;44.07;;NB;HR;0;LFS - Labour Force Survey;Repository: ILO-STATISTICS - Micro data processing;Job coverage: Main job currently held;;1;;;https://www.ilo.org/sdmx/rest/data/ILO,DF_HOW_UEMP_SEX_NB/?format=csv&startPeriod=2020-01-01&endPeriod=2023-12-31
ILO:DF_HOW_UEMP_SEX_NB(1.0);KOS;A;HOW_UEMP_NB;SEX_F;2021;41.53;;NB;HR;0;LFS - Labour Force Survey;Repository: ILO-STATISTICS - Micro data processing;Job coverage: Main job currently held;;1;;;https://www.ilo.org/sdmx/rest/data/ILO,DF_HOW_UEMP_SEX_NB/?format=csv&startPeriod=2020-01-01&endPeriod=2023-12-31
ILO:DF_HOW_UEMP_SEX_NB(1.0);LCA;A;HOW_UEMP_NB;SEX_T;2020;40.23;;NB;HR;0;LFS - Labour Force Survey;Repository: ILO-STATISTICS - Micro data processing;Job coverage: Main job currently held;;1;;;https://www.ilo.org/sdmx/rest/data/ILO,DF_HOW_UEMP_SEX_NB/?format=csv&startPeriod=2020-01-01&endPeriod=2023-12-31
ILO:DF_HOW_UEMP_SEX_NB(1.0);LCA;A;HOW_UEMP_NB;SEX_M;2020;40.63;;NB;HR;0;LFS - Labour Force Survey;Repository: ILO-STATISTICS - Micro data processing;Job coverage: Main job currently held;;1;;;https://www.ilo.org/sdmx/rest/data/ILO,DF_HOW_UEMP_SEX_NB/?format=csv&startPeriod=2020-01-01&endPeriod=2023-12-31
ILO:DF_HOW_UEMP_SEX_NB(1.0);LCA;A;HOW_UEMP_NB;SEX_F;2020;39.82;;NB;HR;0;LFS - Labour Force Survey;Repository: ILO-STATISTICS - Micro data processing;Job coverage: Main job currently held;;1;;;https://www.ilo.org/sdmx/rest/data/ILO,DF_HOW_UEMP_SEX_NB/?format=csv&startPeriod=2020-01-01&endPeriod=2023-12-31
ILO:DF_HOW_UEMP_SEX_NB(1.0);LCA;A;HOW_UEMP_NB;SEX_T;2021;40.19;;NB;HR;0;LFS - Labour Force Survey;Repository: ILO-STATISTICS - Micro data processing;Job coverage: Main job currently held;;1;;;https://www.ilo.org/sdmx/rest/data/ILO,DF_HOW_UEMP_SEX_NB/?format=csv&startPeriod=2020-01-01&endPeriod=2023-12-31
ILO:DF_HOW_UEMP_SEX_NB(1.0);LCA;A;HOW_UEMP_NB;SEX_M;2021;40.37;;NB;HR;0;LFS - Labour Force Survey;Repository: ILO-STATISTICS - Micro data processing;Job coverage: Main job currently held;;1;;;https://www.ilo.org/sdmx/rest/data/ILO,DF_HOW_UEMP_SEX_NB/?format=csv&startPeriod=2020-01-01&endPeriod=2023-12-31
ILO:DF_HOW_UEMP_SEX_NB(1.0);LCA;A;HOW_UEMP_NB;SEX_F;2021;40.0;;NB;HR;0;LFS - Labour Force Survey;Repository: ILO-STATISTICS - Micro data processing;Job coverage: Main job currently held;;1;;;https://www.ilo.org/sdmx/rest/data/ILO,DF_HOW_UEMP_SEX_NB/?format=csv&startPeriod=2020-01-01&endPeriod=2023-12-31
ILO:DF_HOW_UEMP_SEX_NB(1.0);LCA;A;HOW_UEMP_NB;SEX_T;2022;40.2;;NB;HR;0;LFS - Labour Force Survey;Repository: ILO-STATISTICS - Micro data processing;Job coverage: Main job currently held;;1;;;https://www.ilo.org/sdmx/rest/data/ILO,DF_HOW_UEMP_SEX_NB/?format=csv&startPeriod=2020-01-01&endPeriod=2023-12-31
ILO:DF_HOW_UEMP_SEX_NB(1.0);LCA;A;HOW_UEMP_NB;SEX_M;2022;40.39;;NB;HR;0;LFS - Labour Force Survey;Repository: ILO-STATISTICS - Micro data processing;Job coverage: Main job currently held;;1;;;https://www.ilo.org/sdmx/rest/data/ILO,DF_HOW_UEMP_SEX_NB/?format=csv&startPeriod=2020-01-01&endPeriod=2023-12-31
ILO:DF_HOW_UEMP_SEX_NB(1.0);LCA;A;HOW_UEMP_NB;SEX_F;2022;39.98;;NB;HR;0;LFS - Labour Force Survey;Repository: ILO-STATISTICS - Micro data processing;Job coverage: Main job currently held;;1;;;https://www.ilo.org/sdmx/rest/data/ILO,DF_HOW_UEMP_SEX_NB/?format=csv&startPeriod=2020-01-01&endPeriod=2023-12-31
ILO:DF_HOW_UEMP_SEX_NB(1.0);LKA;A;HOW_UEMP_NB;SEX_T;2020;46.28;;NB;HR;0;LFS - Labour Force Survey;Repository: ILO-STATISTICS - Micro data processing;Job coverage: Main job currently held;;1;;;https://www.ilo.org/sdmx/rest/data/ILO,DF_HOW_UEMP_SEX_NB/?format=csv&startPeriod=2020-01-01&endPeriod=2023-12-31
ILO:DF_HOW_UEMP_SEX_NB(1.0);LKA;A;HOW_UEMP_NB;SEX_M;2020;49.02;;NB;HR;0;LFS - Labour Force Survey;Repository: ILO-STATISTICS - Micro data processing;Job coverage: Main job currently held;;1;;;https://www.ilo.org/sdmx/rest/data/ILO,DF_HOW_UEMP_SEX_NB/?format=csv&startPeriod=2020-01-01&endPeriod=2023-12-31
ILO:DF_HOW_UEMP_SEX_NB(1.0);LKA;A;HOW_UEMP_NB;SEX_F;2020;40.69;;NB;HR;0;LFS - Labour Force Survey;Repository: ILO-STATISTICS - Micro data processing;Job coverage: Main job currently held;;1;;;https://www.ilo.org/sdmx/rest/data/ILO,DF_HOW_UEMP_SEX_NB/?format=csv&startPeriod=2020-01-01&endPeriod=2023-12-31
ILO:DF_HOW_UEMP_SEX_NB(1.0);MEX;A;HOW_UEMP_NB;SEX_T;2020;48.67;B;NB;HR;0;LFS - Encuesta Nacional de Ocupación y Empleo;Repository: ILO-STATISTICS - Micro data processing;Job coverage: Main job currently held | Break in series: Methodology revised;;1;;;https://www.ilo.org/sdmx/rest/data/ILO,DF_HOW_UEMP_SEX_NB/?format=csv&startPeriod=2020-01-01&endPeriod=2023-12-31
ILO:DF_HOW_UEMP_SEX_NB(1.0);MEX;A;HOW_UEMP_NB;SEX_M;2020;51.84;B;NB;HR;0;LFS - Encuesta Nacional de Ocupación y Empleo;Repository: ILO-STATISTICS - Micro data processing;Job coverage: Main job currently held | Break in series: Methodology revised;;1;;;https://www.ilo.org/sdmx/rest/data/ILO,DF_HOW_UEMP_SEX_NB/?format=csv&startPeriod=2020-01-01&endPeriod=2023-12-31
ILO:DF_HOW_UEMP_SEX_NB(1.0);MEX;A;HOW_UEMP_NB;SEX_F;2020;43.85;B;NB;HR;0;LFS - Encuesta Nacional de Ocupación y Empleo;Repository: ILO-STATISTICS - Micro data processing;Job coverage: Main job currently held | Break in series: Methodology revised;;1;;;https://www.ilo.org/sdmx/rest/data/ILO,DF_HOW_UEMP_SEX_NB/?format=csv&startPeriod=2020-01-01&endPeriod=2023-12-31
ILO:DF_HOW_UEMP_SEX_NB(1.0);MEX;A;HOW_UEMP_NB;SEX_T;2021;45.1;;NB;HR;0;LFS - Encuesta Nacional de Ocupación y Empleo;Repository: ILO-STATISTICS - Micro data processing;Job coverage: Main job currently held;;1;;;https://www.ilo.org/sdmx/rest/data/ILO,DF_HOW_UEMP_SEX_NB/?format=csv&startPeriod=2020-01-01&endPeriod=2023-12-31
ILO:DF_HOW_UEMP_SEX_NB(1.0);MEX;A;HOW_UEMP_NB;SEX_M;2021;48.0;;NB;HR;0;LFS - Encuesta Nacional de Ocupación y Empleo;Repository: ILO-STATISTICS - Micro data processing;Job coverage: Main job currently held;;1;;;https://www.ilo.org/sdmx/rest/data/ILO,DF_HOW_UEMP_SEX_NB/?format=csv&startPeriod=2020-01-01&endPeriod=2023-12-31
ILO:DF_HOW_UEMP_SEX_NB(1.0);MEX;A;HOW_UEMP_NB;SEX_F;2021;40.68;;NB;HR;0;LFS - Encuesta Nacional de Ocupación y Empleo;Repository: ILO-STATISTICS - Micro data processing;Job coverage: Main job currently held;;1;;;https://www.ilo.org/sdmx/rest/data/ILO,DF_HOW_UEMP_SEX_NB/?format=csv&startPeriod=2020-01-01&endPeriod=2023-12-31
ILO:DF_HOW_UEMP_SEX_NB(1.0);MEX;A;HOW_UEMP_NB;SEX_T;2022;45.23;;NB;HR;0;LFS - Encuesta Nacional de Ocupación y Empleo;Repository: ILO-STATISTICS - Micro data processing;Job coverage: Main job currently held;;1;;;https://www.ilo.org/sdmx/rest/data/ILO,DF_HOW_UEMP_SEX_NB/?format=csv&startPeriod=2020-01-01&endPeriod=2023-12-31
ILO:DF_HOW_UEMP_SEX_NB(1.0);MEX;A;HOW_UEMP_NB;SEX_M;2022;48.15;;NB;HR;0;LFS - Encuesta Nacional de Ocupación y Empleo;Repository: ILO-STATISTICS - Micro data processing;Job coverage: Main job currently held;;1;;;https://www.ilo.org/sdmx/rest/data/ILO,DF_HOW_UEMP_SEX_NB/?format=csv&startPeriod=2020-01-01&endPeriod=2023-12-31
ILO:DF_HOW_UEMP_SEX_NB(1.0);MEX;A;HOW_UEMP_NB;SEX_F;2022;40.94;;NB;HR;0;LFS - Encuesta Nacional de Ocupación y Empleo;Repository: ILO-STATISTICS - Micro data processing;Job coverage: Main job currently held;;1;;;https://www.ilo.org/sdmx/rest/data/ILO,DF_HOW_UEMP_SEX_NB/?format=csv&startPeriod=2020-01-01&endPeriod=2023-12-31
ILO:DF_HOW_UEMP_SEX_NB(1.0);MKD;A;HOW_UEMP_NB;SEX_T;2020;40.81;;NB;HR;0;LFS - Labour Force Survey;Repository: ILO-STATISTICS - Micro data processing;Job coverage: Main job currently held;;1;;;https://www.ilo.org/sdmx/rest/data/ILO,DF_HOW_UEMP_SEX_NB/?format=csv&startPeriod=2020-01-01&endPeriod=2023-12-31
ILO:DF_HOW_UEMP_SEX_NB(1.0);MKD;A;HOW_UEMP_NB;SEX_M;2020;41.17;;NB;HR;0;LFS - Labour Force Survey;Repository: ILO-STATISTICS - Micro data processing;Job coverage: Main job currently held;;1;;;https://www.ilo.org/sdmx/rest/data/ILO,DF_HOW_UEMP_SEX_NB/?format=csv&startPeriod=2020-01-01&endPeriod=2023-12-31
ILO:DF_HOW_UEMP_SEX_NB(1.0);MKD;A;HOW_UEMP_NB;SEX_F;2020;40.27;;NB;HR;0;LFS - Labour Force Survey;Repository: ILO-STATISTICS - Micro data processing;Job coverage: Main job currently held;;1;;;https://www.ilo.org/sdmx/rest/data/ILO,DF_HOW_UEMP_SEX_NB/?format=csv&startPeriod=2020-01-01&endPeriod=2023-12-31
ILO:DF_HOW_UEMP_SEX_NB(1.0);MKD;A;HOW_UEMP_NB;SEX_T;2021;40.86;;NB;HR;0;LFS - Labour Force Survey;Repository: ILO-STATISTICS - Micro data processing;Job coverage: Main job currently held;;1;;;https://www.ilo.org/sdmx/rest/data/ILO,DF_HOW_UEMP_SEX_NB/?format=csv&startPeriod=2020-01-01&endPeriod=2023-12-31
ILO:DF_HOW_UEMP_SEX_NB(1.0);MKD;A;HOW_UEMP_NB;SEX_M;2021;41.23;;NB;HR;0;LFS - Labour Force Survey;Repository: ILO-STATISTICS - Micro data processing;Job coverage: Main job currently held;;1;;;https://www.ilo.org/sdmx/rest/data/ILO,DF_HOW_UEMP_SEX_NB/?format=csv&startPeriod=2020-01-01&endPeriod=2023-12-31
ILO:DF_HOW_UEMP_SEX_NB(1.0);MKD;A;HOW_UEMP_NB;SEX_F;2021;40.31;;NB;HR;0;LFS - Labour Force Survey;Repository: ILO-STATISTICS - Micro data processing;Job coverage: Main job currently held;;1;;;https://www.ilo.org/sdmx/rest/data/ILO,DF_HOW_UEMP_SEX_NB/?format=csv&startPeriod=2020-01-01&endPeriod=2023-12-31
ILO:DF_HOW_UEMP_SEX_NB(1.0);MKD;A;HOW_UEMP_NB;SEX_T;2022;40.76;;NB;HR;0;LFS - Labour Force Survey;Repository: ILO-STATISTICS - Micro data processing;Job coverage: Main job currently held;;1;;;https://www.ilo.org/sdmx/rest/data/ILO,DF_HOW_UEMP_SEX_NB/?format=csv&startPeriod=2020-01-01&endPeriod=2023-12-31
ILO:DF_HOW_UEMP_SEX_NB(1.0);MKD;A;HOW_UEMP_NB;SEX_M;2022;40.99;;NB;HR;0;LFS - Labour Force Survey;Repository: ILO-STATISTICS - Micro data processing;Job coverage: Main job currently held;;1;;;https://www.ilo.org/sdmx/rest/data/ILO,DF_HOW_UEMP_SEX_NB/?format=csv&startPeriod=2020-01-01&endPeriod=2023-12-31
ILO:DF_HOW_UEMP_SEX_NB(1.0);MKD;A;HOW_UEMP_NB;SEX_F;2022;40.43;;NB;HR;0;LFS - Labour Force Survey;Repository: ILO-STATISTICS - Micro data processing;Job coverage: Main job currently held;;1;;;https://www.ilo.org/sdmx/rest/data/ILO,DF_HOW_UEMP_SEX_NB/?format=csv&startPeriod=2020-01-01&endPeriod=2023-12-31
ILO:DF_HOW_UEMP_SEX_NB(1.0);MLT;A;HOW_UEMP_NB;SEX_T;2021;40.33;;NB;HR;0;LFS - Labour Force Survey;Repository: ILO-STATISTICS - Micro data processing;Job coverage: Main job currently held;;1;;;https://www.ilo.org/sdmx/rest/data/ILO,DF_HOW_UEMP_SEX_NB/?format=csv&startPeriod=2020-01-01&endPeriod=2023-12-31
ILO:DF_HOW_UEMP_SEX_NB(1.0);MLT;A;HOW_UEMP_NB;SEX_M;2021;41.75;;NB;HR;0;LFS - Labour Force Survey;Repository: ILO-STATISTICS - Micro data processing;Job coverage: Main job currently held;;1;;;https://www.ilo.org/sdmx/rest/data/ILO,DF_HOW_UEMP_SEX_NB/?format=csv&startPeriod=2020-01-01&endPeriod=2023-12-31
ILO:DF_HOW_UEMP_SEX_NB(1.0);MLT;A;HOW_UEMP_NB;SEX_F;2021;38.31;;NB;HR;0;LFS - Labour Force Survey;Repository: ILO-STATISTICS - Micro data processing;Job coverage: Main job currently held;;1;;;https://www.ilo.org/sdmx/rest/data/ILO,DF_HOW_UEMP_SEX_NB/?format=csv&startPeriod=2020-01-01&endPeriod=2023-12-31
ILO:DF_HOW_UEMP_SEX_NB(1.0);MLT;A;HOW_UEMP_NB;SEX_O;2021;39.41;;NB;HR;0;LFS - Labour Force Survey;Repository: ILO-STATISTICS - Micro data processing;Job coverage: Main job currently held;;1;;;https://www.ilo.org/sdmx/rest/data/ILO,DF_HOW_UEMP_SEX_NB/?format=csv&startPeriod=2020-01-01&endPeriod=2023-12-31
ILO:DF_HOW_UEMP_SEX_NB(1.0);MMR;A;HOW_UEMP_NB;SEX_T;2020;46.52;;NB;HR;0;LFS - Labour Force Survey;Repository: ILO-STATISTICS - Micro data processing | Data reference period: First semester;Job coverage: Main job currently held;;1;;;https://www.ilo.org/sdmx/rest/data/ILO,DF_HOW_UEMP_SEX_NB/?format=csv&startPeriod=2020-01-01&endPeriod=2023-12-31
ILO:DF_HOW_UEMP_SEX_NB(1.0);MMR;A;HOW_UEMP_NB;SEX_M;2020;47.46;;NB;HR;0;LFS - Labour Force Survey;Repository: ILO-STATISTICS - Micro data processing | Data reference period: First semester;Job coverage: Main job currently held;;1;;;https://www.ilo.org/sdmx/rest/data/ILO,DF_HOW_UEMP_SEX_NB/?format=csv&startPeriod=2020-01-01&endPeriod=2023-12-31
ILO:DF_HOW_UEMP_SEX_NB(1.0);MMR;A;HOW_UEMP_NB;SEX_F;2020;45.14;;NB;HR;0;LFS - Labour Force Survey;Repository: ILO-STATISTICS - Micro data processing | Data reference period: First semester;Job coverage: Main job currently held;;1;;;https://www.ilo.org/sdmx/rest/data/ILO,DF_HOW_UEMP_SEX_NB/?format=csv&startPeriod=2020-01-01&endPeriod=2023-12-31
ILO:DF_HOW_UEMP_SEX_NB(1.0);MNE;A;HOW_UEMP_NB;SEX_T;2020;44.31;;NB;HR;0;LFS - Labour Force Survey;Repository: ILO-STATISTICS - Micro data processing;Job coverage: Main job currently held;;1;;;https://www.ilo.org/sdmx/rest/data/ILO,DF_HOW_UEMP_SEX_NB/?format=csv&startPeriod=2020-01-01&endPeriod=2023-12-31
ILO:DF_HOW_UEMP_SEX_NB(1.0);MNE;A;HOW_UEMP_NB;SEX_M;2020;45.34;;NB;HR;0;LFS - Labour Force Survey;Repository: ILO-STATISTICS - Micro data processing;Job coverage: Main job currently held;;1;;;https://www.ilo.org/sdmx/rest/data/ILO,DF_HOW_UEMP_SEX_NB/?format=csv&startPeriod=2020-01-01&endPeriod=2023-12-31
ILO:DF_HOW_UEMP_SEX_NB(1.0);MNE;A;HOW_UEMP_NB;SEX_F;2020;43.03;;NB;HR;0;LFS - Labour Force Survey;Repository: ILO-STATISTICS - Micro data processing;Job coverage: Main job currently held;;1;;;https://www.ilo.org/sdmx/rest/data/ILO,DF_HOW_UEMP_SEX_NB/?format=csv&startPeriod=2020-01-01&endPeriod=2023-12-31
ILO:DF_HOW_UEMP_SEX_NB(1.0);MNG;A;HOW_UEMP_NB;SEX_T;2020;50.26;;NB;HR;0;LFS - Labour Force Survey;Repository: ILO-STATISTICS - Micro data processing;Job coverage: Main job currently held;;1;;;https://www.ilo.org/sdmx/rest/data/ILO,DF_HOW_UEMP_SEX_NB/?format=csv&startPeriod=2020-01-01&endPeriod=2023-12-31
ILO:DF_HOW_UEMP_SEX_NB(1.0);MNG;A;HOW_UEMP_NB;SEX_M;2020;53.36;;NB;HR;0;LFS - Labour Force Survey;Repository: ILO-STATISTICS - Micro data processing;Job coverage: Main job currently held;;1;;;https://www.ilo.org/sdmx/rest/data/ILO,DF_HOW_UEMP_SEX_NB/?format=csv&startPeriod=2020-01-01&endPeriod=2023-12-31
ILO:DF_HOW_UEMP_SEX_NB(1.0);MNG;A;HOW_UEMP_NB;SEX_F;2020;46.82;;NB;HR;0;LFS - Labour Force Survey;Repository: ILO-STATISTICS - Micro data processing;Job coverage: Main job currently held;;1;;;https://www.ilo.org/sdmx/rest/data/ILO,DF_HOW_UEMP_SEX_NB/?format=csv&startPeriod=2020-01-01&endPeriod=2023-12-31
ILO:DF_HOW_UEMP_SEX_NB(1.0);MNG;A;HOW_UEMP_NB;SEX_T;2021;48.1;;NB;HR;0;LFS - Labour Force Survey;Repository: ILO-STATISTICS - Micro data processing;Job coverage: Main job currently held;;1;;;https://www.ilo.org/sdmx/rest/data/ILO,DF_HOW_UEMP_SEX_NB/?format=csv&startPeriod=2020-01-01&endPeriod=2023-12-31
ILO:DF_HOW_UEMP_SEX_NB(1.0);MNG;A;HOW_UEMP_NB;SEX_M;2021;50.54;;NB;HR;0;LFS - Labour Force Survey;Repository: ILO-STATISTICS - Micro data processing;Job coverage: Main job currently held;;1;;;https://www.ilo.org/sdmx/rest/data/ILO,DF_HOW_UEMP_SEX_NB/?format=csv&startPeriod=2020-01-01&endPeriod=2023-12-31
ILO:DF_HOW_UEMP_SEX_NB(1.0);MNG;A;HOW_UEMP_NB;SEX_F;2021;45.4;;NB;HR;0;LFS - Labour Force Survey;Repository: ILO-STATISTICS - Micro data processing;Job coverage: Main job currently held;;1;;;https://www.ilo.org/sdmx/rest/data/ILO,DF_HOW_UEMP_SEX_NB/?format=csv&startPeriod=2020-01-01&endPeriod=2023-12-31
ILO:DF_HOW_UEMP_SEX_NB(1.0);MSR;A;HOW_UEMP_NB;SEX_T;2020;39.24;;NB;HR;0;LFS - Labour Force Survey;Repository: ILO-STATISTICS - Micro data processing;Job coverage: Main job currently held;;1;;;https://www.ilo.org/sdmx/rest/data/ILO,DF_HOW_UEMP_SEX_NB/?format=csv&startPeriod=2020-01-01&endPeriod=2023-12-31
ILO:DF_HOW_UEMP_SEX_NB(1.0);MSR;A;HOW_UEMP_NB;SEX_M;2020;41.54;;NB;HR;0;LFS - Labour Force Survey;Repository: ILO-STATISTICS - Micro data processing;Job coverage: Main job currently held;;1;;;https://www.ilo.org/sdmx/rest/data/ILO,DF_HOW_UEMP_SEX_NB/?format=csv&startPeriod=2020-01-01&endPeriod=2023-12-31
ILO:DF_HOW_UEMP_SEX_NB(1.0);MSR;A;HOW_UEMP_NB;SEX_F;2020;36.91;;NB;HR;0;LFS - Labour Force Survey;Repository: ILO-STATISTICS - Micro data processing;Job coverage: Main job currently held;;1;;;https://www.ilo.org/sdmx/rest/data/ILO,DF_HOW_UEMP_SEX_NB/?format=csv&startPeriod=2020-01-01&endPeriod=2023-12-31
ILO:DF_HOW_UEMP_SEX_NB(1.0);MUS;A;HOW_UEMP_NB;SEX_T;2020;1.26;B;NB;HR;0;LFS - Continuous Multi-Purpose Household Survey;Repository: ILO-STATISTICS - Micro data processing | Age coverage - minimum age: 16 years old | Age coverage - maximum age: 64 years old;Job coverage: Main job currently held | Break in series: Methodology revised;;1;;;https://www.ilo.org/sdmx/rest/data/ILO,DF_HOW_UEMP_SEX_NB/?format=csv&startPeriod=2020-01-01&endPeriod=2023-12-31
ILO:DF_HOW_UEMP_SEX_NB(1.0);MUS;A;HOW_UEMP_NB;SEX_M;2020;1.27;B;NB;HR;0;LFS - Continuous Multi-Purpose Household Survey;Repository: ILO-STATISTICS - Micro data processing | Age coverage - minimum age: 16 years old | Age coverage - maximum age: 64 years old;Job coverage: Main job currently held | Break in series: Methodology revised;;1;;;https://www.ilo.org/sdmx/rest/data/ILO,DF_HOW_UEMP_SEX_NB/?format=csv&startPeriod=2020-01-01&endPeriod=2023-12-31
ILO:DF_HOW_UEMP_SEX_NB(1.0);MUS;A;HOW_UEMP_NB;SEX_F;2020;1.24;B;NB;HR;0;LFS - Continuous Multi-Purpose Household Survey;Repository: ILO-STATISTICS - Micro data processing | Age coverage - minimum age: 16 years old | Age coverage - maximum age: 64 years old;Job coverage: Main job currently held | Break in series: Methodology revised;;1;;;https://www.ilo.org/sdmx/rest/data/ILO,DF_HOW_UEMP_SEX_NB/?format=csv&startPeriod=2020-01-01&endPeriod=2023-12-31
ILO:DF_HOW_UEMP_SEX_NB(1.0);MUS;A;HOW_UEMP_NB;SEX_T;2021;41.68;;NB;HR;0;LFS - Continuous Multi-Purpose Household Survey;Repository: ILO-STATISTICS - Micro data processing | Age coverage - minimum age: 16 years old;Job coverage: Main job currently held;;1;;;https://www.ilo.org/sdmx/rest/data/ILO,DF_HOW_UEMP_SEX_NB/?format=csv&startPeriod=2020-01-01&endPeriod=2023-12-31
