goal;target;indicator;series;seriesDescription;seriesCount;geoAreaCode;geoAreaName;timePeriodStart;value;valueType;time_detail;timeCoverage;upperBound;lowerBound;basePeriod;source;geoInfoUrl;footnotes;attributes.Nature;attributes.Units;attributes.Observation Status;dimensions.Sex;dimensions.Reporting Type;dimensions.Activity;ATTR_ENDPOINT
['8'];['8.3'];['8.3.1'];SL_ISV_IFEM;Proportion of informal employment, by sector and sex (ILO harmonized estimates) (%);4877;686;Senegal;2018.0;89.8;Float;;;;;;HIES - Harmonized Survey on Household Living Conditions;;['Repository: ILO-STATISTICS - Micro data processing'];C;PERCENT;A;MALE;G;NONAGR;https://unstats.un.org/SDGAPI/v1/sdg/Series/Data?seriesCode=SL_ISV_IFEM&pageSize=999999999
['8'];['8.3'];['8.3.1'];SL_ISV_IFEM;Proportion of informal employment, by sector and sex (ILO harmonized estimates) (%);4877;686;Senegal;2018.0;95.6;Float;;;;;;HIES - Harmonized Survey on Household Living Conditions;;['Repository: ILO-STATISTICS - Micro data processing'];C;PERCENT;A;FEMALE;G;NONAGR;https://unstats.un.org/SDGAPI/v1/sdg/Series/Data?seriesCode=SL_ISV_IFEM&pageSize=999999999
['8'];['8.3'];['8.3.1'];SL_ISV_IFEM;Proportion of informal employment, by sector and sex (ILO harmonized estimates) (%);4877;686;Senegal;2018.0;91.9;Float;;;;;;HIES - Harmonized Survey on Household Living Conditions;;['Repository: ILO-STATISTICS - Micro data processing'];C;PERCENT;A;MALE;G;TOTAL;https://unstats.un.org/SDGAPI/v1/sdg/Series/Data?seriesCode=SL_ISV_IFEM&pageSize=999999999
['8'];['8.3'];['8.3.1'];SL_ISV_IFEM;Proportion of informal employment, by sector and sex (ILO harmonized estimates) (%);4877;686;Senegal;2018.0;92.4;Float;;;;;;HIES - Harmonized Survey on Household Living Conditions;;['Repository: ILO-STATISTICS - Micro data processing'];C;PERCENT;A;BOTHSEX;G;NONAGR;https://unstats.un.org/SDGAPI/v1/sdg/Series/Data?seriesCode=SL_ISV_IFEM&pageSize=999999999
['8'];['8.3'];['8.3.1'];SL_ISV_IFEM;Proportion of informal employment, by sector and sex (ILO harmonized estimates) (%);4877;686;Senegal;2019.0;91.9;Float;;;;;;LFS - National Employment Survey;;['Repository: ILO-STATISTICS - Micro data processing'];C;PERCENT;A;FEMALE;G;TOTAL;https://unstats.un.org/SDGAPI/v1/sdg/Series/Data?seriesCode=SL_ISV_IFEM&pageSize=999999999
['8'];['8.3'];['8.3.1'];SL_ISV_IFEM;Proportion of informal employment, by sector and sex (ILO harmonized estimates) (%);4877;686;Senegal;2019.0;88;Float;;;;;;LFS - National Employment Survey;;['Repository: ILO-STATISTICS - Micro data processing'];C;PERCENT;A;BOTHSEX;G;NONAGR;https://unstats.un.org/SDGAPI/v1/sdg/Series/Data?seriesCode=SL_ISV_IFEM&pageSize=999999999
['8'];['8.3'];['8.3.1'];SL_ISV_IFEM;Proportion of informal employment, by sector and sex (ILO harmonized estimates) (%);4877;686;Senegal;2019.0;90.4;Float;;;;;;LFS - National Employment Survey;;['Repository: ILO-STATISTICS - Micro data processing'];C;PERCENT;A;FEMALE;G;NONAGR;https://unstats.un.org/SDGAPI/v1/sdg/Series/Data?seriesCode=SL_ISV_IFEM&pageSize=999999999
['8'];['8.3'];['8.3.1'];SL_ISV_IFEM;Proportion of informal employment, by sector and sex (ILO harmonized estimates) (%);4877;686;Senegal;2019.0;97.8;Float;;;;;;LFS - National Employment Survey;;['Repository: ILO-STATISTICS - Micro data processing'];C;PERCENT;A;BOTHSEX;G;ISIC4_A;https://unstats.un.org/SDGAPI/v1/sdg/Series/Data?seriesCode=SL_ISV_IFEM&pageSize=999999999
['8'];['8.3'];['8.3.1'];SL_ISV_IFEM;Proportion of informal employment, by sector and sex (ILO harmonized estimates) (%);4877;686;Senegal;2019.0;98.6;Float;;;;;;LFS - National Employment Survey;;['Repository: ILO-STATISTICS - Micro data processing'];C;PERCENT;A;FEMALE;G;ISIC4_A;https://unstats.un.org/SDGAPI/v1/sdg/Series/Data?seriesCode=SL_ISV_IFEM&pageSize=999999999
['8'];['8.3'];['8.3.1'];SL_ISV_IFEM;Proportion of informal employment, by sector and sex (ILO harmonized estimates) (%);4877;686;Senegal;2019.0;86.4;Float;;;;;;LFS - National Employment Survey;;['Repository: ILO-STATISTICS - Micro data processing'];C;PERCENT;A;MALE;G;NONAGR;https://unstats.un.org/SDGAPI/v1/sdg/Series/Data?seriesCode=SL_ISV_IFEM&pageSize=999999999
['8'];['8.3'];['8.3.1'];SL_ISV_IFEM;Proportion of informal employment, by sector and sex (ILO harmonized estimates) (%);4877;686;Senegal;2019.0;90.2;Float;;;;;;LFS - National Employment Survey;;['Repository: ILO-STATISTICS - Micro data processing'];C;PERCENT;A;BOTHSEX;G;TOTAL;https://unstats.un.org/SDGAPI/v1/sdg/Series/Data?seriesCode=SL_ISV_IFEM&pageSize=999999999
['8'];['8.3'];['8.3.1'];SL_ISV_IFEM;Proportion of informal employment, by sector and sex (ILO harmonized estimates) (%);4877;686;Senegal;2019.0;89.3;Float;;;;;;LFS - National Employment Survey;;['Repository: ILO-STATISTICS - Micro data processing'];C;PERCENT;A;MALE;G;TOTAL;https://unstats.un.org/SDGAPI/v1/sdg/Series/Data?seriesCode=SL_ISV_IFEM&pageSize=999999999
['8'];['8.3'];['8.3.1'];SL_ISV_IFEM;Proportion of informal employment, by sector and sex (ILO harmonized estimates) (%);4877;686;Senegal;2019.0;97.4;Float;;;;;;LFS - National Employment Survey;;['Repository: ILO-STATISTICS - Micro data processing'];C;PERCENT;A;MALE;G;ISIC4_A;https://unstats.un.org/SDGAPI/v1/sdg/Series/Data?seriesCode=SL_ISV_IFEM&pageSize=999999999
['8'];['8.3'];['8.3.1'];SL_ISV_IFEM;Proportion of informal employment, by sector and sex (ILO harmonized estimates) (%);4877;688;Serbia;2008.0;50.1;Float;;;;;;LFS - Labour Force Survey;;['Repository: ILO-STATISTICS - Micro data processing | Break in series: Methodology revised'];C;PERCENT;A;BOTHSEX;G;NONAGR;https://unstats.un.org/SDGAPI/v1/sdg/Series/Data?seriesCode=SL_ISV_IFEM&pageSize=999999999
['8'];['8.3'];['8.3.1'];SL_ISV_IFEM;Proportion of informal employment, by sector and sex (ILO harmonized estimates) (%);4877;688;Serbia;2008.0;89.1;Float;;;;;;LFS - Labour Force Survey;;['Repository: ILO-STATISTICS - Micro data processing | Break in series: Methodology revised'];C;PERCENT;A;FEMALE;G;ISIC4_A;https://unstats.un.org/SDGAPI/v1/sdg/Series/Data?seriesCode=SL_ISV_IFEM&pageSize=999999999
['8'];['8.3'];['8.3.1'];SL_ISV_IFEM;Proportion of informal employment, by sector and sex (ILO harmonized estimates) (%);4877;688;Serbia;2008.0;60.1;Float;;;;;;LFS - Labour Force Survey;;['Repository: ILO-STATISTICS - Micro data processing | Break in series: Methodology revised'];C;PERCENT;A;FEMALE;G;TOTAL;https://unstats.un.org/SDGAPI/v1/sdg/Series/Data?seriesCode=SL_ISV_IFEM&pageSize=999999999
['8'];['8.3'];['8.3.1'];SL_ISV_IFEM;Proportion of informal employment, by sector and sex (ILO harmonized estimates) (%);4877;688;Serbia;2008.0;54.9;Float;;;;;;LFS - Labour Force Survey;;['Repository: ILO-STATISTICS - Micro data processing | Break in series: Methodology revised'];C;PERCENT;A;MALE;G;TOTAL;https://unstats.un.org/SDGAPI/v1/sdg/Series/Data?seriesCode=SL_ISV_IFEM&pageSize=999999999
['8'];['8.3'];['8.3.1'];SL_ISV_IFEM;Proportion of informal employment, by sector and sex (ILO harmonized estimates) (%);4877;688;Serbia;2008.0;69.2;Float;;;;;;LFS - Labour Force Survey;;['Repository: ILO-STATISTICS - Micro data processing | Break in series: Methodology revised'];C;PERCENT;A;MALE;G;ISIC4_A;https://unstats.un.org/SDGAPI/v1/sdg/Series/Data?seriesCode=SL_ISV_IFEM&pageSize=999999999
['8'];['8.3'];['8.3.1'];SL_ISV_IFEM;Proportion of informal employment, by sector and sex (ILO harmonized estimates) (%);4877;688;Serbia;2008.0;78.1;Float;;;;;;LFS - Labour Force Survey;;['Repository: ILO-STATISTICS - Micro data processing | Break in series: Methodology revised'];C;PERCENT;A;BOTHSEX;G;ISIC4_A;https://unstats.un.org/SDGAPI/v1/sdg/Series/Data?seriesCode=SL_ISV_IFEM&pageSize=999999999
['8'];['8.3'];['8.3.1'];SL_ISV_IFEM;Proportion of informal employment, by sector and sex (ILO harmonized estimates) (%);4877;688;Serbia;2008.0;57.1;Float;;;;;;LFS - Labour Force Survey;;['Repository: ILO-STATISTICS - Micro data processing | Break in series: Methodology revised'];C;PERCENT;A;BOTHSEX;G;TOTAL;https://unstats.un.org/SDGAPI/v1/sdg/Series/Data?seriesCode=SL_ISV_IFEM&pageSize=999999999
['8'];['8.3'];['8.3.1'];SL_ISV_IFEM;Proportion of informal employment, by sector and sex (ILO harmonized estimates) (%);4877;688;Serbia;2008.0;50;Float;;;;;;LFS - Labour Force Survey;;['Repository: ILO-STATISTICS - Micro data processing | Break in series: Methodology revised'];C;PERCENT;A;FEMALE;G;NONAGR;https://unstats.un.org/SDGAPI/v1/sdg/Series/Data?seriesCode=SL_ISV_IFEM&pageSize=999999999
['8'];['8.3'];['8.3.1'];SL_ISV_IFEM;Proportion of informal employment, by sector and sex (ILO harmonized estimates) (%);4877;688;Serbia;2008.0;50.2;Float;;;;;;LFS - Labour Force Survey;;['Repository: ILO-STATISTICS - Micro data processing | Break in series: Methodology revised'];C;PERCENT;A;MALE;G;NONAGR;https://unstats.un.org/SDGAPI/v1/sdg/Series/Data?seriesCode=SL_ISV_IFEM&pageSize=999999999
['8'];['8.3'];['8.3.1'];SL_ISV_IFEM;Proportion of informal employment, by sector and sex (ILO harmonized estimates) (%);4877;688;Serbia;2009.0;24;Float;;;;;;LFS - Labour Force Survey;;['Repository: ILO-STATISTICS - Micro data processing'];C;PERCENT;A;BOTHSEX;G;TOTAL;https://unstats.un.org/SDGAPI/v1/sdg/Series/Data?seriesCode=SL_ISV_IFEM&pageSize=999999999
['8'];['8.3'];['8.3.1'];SL_ISV_IFEM;Proportion of informal employment, by sector and sex (ILO harmonized estimates) (%);4877;688;Serbia;2009.0;23.4;Float;;;;;;LFS - Labour Force Survey;;['Repository: ILO-STATISTICS - Micro data processing'];C;PERCENT;A;MALE;G;TOTAL;https://unstats.un.org/SDGAPI/v1/sdg/Series/Data?seriesCode=SL_ISV_IFEM&pageSize=999999999
['8'];['8.3'];['8.3.1'];SL_ISV_IFEM;Proportion of informal employment, by sector and sex (ILO harmonized estimates) (%);4877;688;Serbia;2009.0;24.8;Float;;;;;;LFS - Labour Force Survey;;['Repository: ILO-STATISTICS - Micro data processing'];C;PERCENT;A;FEMALE;G;TOTAL;https://unstats.un.org/SDGAPI/v1/sdg/Series/Data?seriesCode=SL_ISV_IFEM&pageSize=999999999
['8'];['8.3'];['8.3.1'];SL_ISV_IFEM;Proportion of informal employment, by sector and sex (ILO harmonized estimates) (%);4877;688;Serbia;2009.0;6.5;Float;;;;;;LFS - Labour Force Survey;;['Repository: ILO-STATISTICS - Micro data processing'];C;PERCENT;A;FEMALE;G;NONAGR;https://unstats.un.org/SDGAPI/v1/sdg/Series/Data?seriesCode=SL_ISV_IFEM&pageSize=999999999
['8'];['8.3'];['8.3.1'];SL_ISV_IFEM;Proportion of informal employment, by sector and sex (ILO harmonized estimates) (%);4877;688;Serbia;2009.0;9.7;Float;;;;;;LFS - Labour Force Survey;;['Repository: ILO-STATISTICS - Micro data processing'];C;PERCENT;A;MALE;G;NONAGR;https://unstats.un.org/SDGAPI/v1/sdg/Series/Data?seriesCode=SL_ISV_IFEM&pageSize=999999999
['8'];['8.3'];['8.3.1'];SL_ISV_IFEM;Proportion of informal employment, by sector and sex (ILO harmonized estimates) (%);4877;688;Serbia;2009.0;8.3;Float;;;;;;LFS - Labour Force Survey;;['Repository: ILO-STATISTICS - Micro data processing'];C;PERCENT;A;BOTHSEX;G;NONAGR;https://unstats.un.org/SDGAPI/v1/sdg/Series/Data?seriesCode=SL_ISV_IFEM&pageSize=999999999
['8'];['8.3'];['8.3.1'];SL_ISV_IFEM;Proportion of informal employment, by sector and sex (ILO harmonized estimates) (%);4877;688;Serbia;2009.0;74.2;Float;;;;;;LFS - Labour Force Survey;;['Repository: ILO-STATISTICS - Micro data processing'];C;PERCENT;A;BOTHSEX;G;ISIC4_A;https://unstats.un.org/SDGAPI/v1/sdg/Series/Data?seriesCode=SL_ISV_IFEM&pageSize=999999999
['8'];['8.3'];['8.3.1'];SL_ISV_IFEM;Proportion of informal employment, by sector and sex (ILO harmonized estimates) (%);4877;688;Serbia;2009.0;86.1;Float;;;;;;LFS - Labour Force Survey;;['Repository: ILO-STATISTICS - Micro data processing'];C;PERCENT;A;FEMALE;G;ISIC4_A;https://unstats.un.org/SDGAPI/v1/sdg/Series/Data?seriesCode=SL_ISV_IFEM&pageSize=999999999
['8'];['8.3'];['8.3.1'];SL_ISV_IFEM;Proportion of informal employment, by sector and sex (ILO harmonized estimates) (%);4877;688;Serbia;2009.0;65.6;Float;;;;;;LFS - Labour Force Survey;;['Repository: ILO-STATISTICS - Micro data processing'];C;PERCENT;A;MALE;G;ISIC4_A;https://unstats.un.org/SDGAPI/v1/sdg/Series/Data?seriesCode=SL_ISV_IFEM&pageSize=999999999
['8'];['8.3'];['8.3.1'];SL_ISV_IFEM;Proportion of informal employment, by sector and sex (ILO harmonized estimates) (%);4877;688;Serbia;2010.0;63.5;Float;;;;;;LFS - Labour Force Survey;;['Repository: ILO-STATISTICS - Micro data processing'];C;PERCENT;A;MALE;G;ISIC4_A;https://unstats.un.org/SDGAPI/v1/sdg/Series/Data?seriesCode=SL_ISV_IFEM&pageSize=999999999
['8'];['8.3'];['8.3.1'];SL_ISV_IFEM;Proportion of informal employment, by sector and sex (ILO harmonized estimates) (%);4877;688;Serbia;2010.0;72.4;Float;;;;;;LFS - Labour Force Survey;;['Repository: ILO-STATISTICS - Micro data processing'];C;PERCENT;A;BOTHSEX;G;ISIC4_A;https://unstats.un.org/SDGAPI/v1/sdg/Series/Data?seriesCode=SL_ISV_IFEM&pageSize=999999999
['8'];['8.3'];['8.3.1'];SL_ISV_IFEM;Proportion of informal employment, by sector and sex (ILO harmonized estimates) (%);4877;688;Serbia;2010.0;85.6;Float;;;;;;LFS - Labour Force Survey;;['Repository: ILO-STATISTICS - Micro data processing'];C;PERCENT;A;FEMALE;G;ISIC4_A;https://unstats.un.org/SDGAPI/v1/sdg/Series/Data?seriesCode=SL_ISV_IFEM&pageSize=999999999
['8'];['8.3'];['8.3.1'];SL_ISV_IFEM;Proportion of informal employment, by sector and sex (ILO harmonized estimates) (%);4877;688;Serbia;2010.0;6.1;Float;;;;;;LFS - Labour Force Survey;;['Repository: ILO-STATISTICS - Micro data processing'];C;PERCENT;A;FEMALE;G;NONAGR;https://unstats.un.org/SDGAPI/v1/sdg/Series/Data?seriesCode=SL_ISV_IFEM&pageSize=999999999
['8'];['8.3'];['8.3.1'];SL_ISV_IFEM;Proportion of informal employment, by sector and sex (ILO harmonized estimates) (%);4877;688;Serbia;2010.0;10;Float;;;;;;LFS - Labour Force Survey;;['Repository: ILO-STATISTICS - Micro data processing'];C;PERCENT;A;MALE;G;NONAGR;https://unstats.un.org/SDGAPI/v1/sdg/Series/Data?seriesCode=SL_ISV_IFEM&pageSize=999999999
['8'];['8.3'];['8.3.1'];SL_ISV_IFEM;Proportion of informal employment, by sector and sex (ILO harmonized estimates) (%);4877;688;Serbia;2010.0;8.3;Float;;;;;;LFS - Labour Force Survey;;['Repository: ILO-STATISTICS - Micro data processing'];C;PERCENT;A;BOTHSEX;G;NONAGR;https://unstats.un.org/SDGAPI/v1/sdg/Series/Data?seriesCode=SL_ISV_IFEM&pageSize=999999999
['8'];['8.3'];['8.3.1'];SL_ISV_IFEM;Proportion of informal employment, by sector and sex (ILO harmonized estimates) (%);4877;688;Serbia;2010.0;22.5;Float;;;;;;LFS - Labour Force Survey;;['Repository: ILO-STATISTICS - Micro data processing'];C;PERCENT;A;MALE;G;TOTAL;https://unstats.un.org/SDGAPI/v1/sdg/Series/Data?seriesCode=SL_ISV_IFEM&pageSize=999999999
['8'];['8.3'];['8.3.1'];SL_ISV_IFEM;Proportion of informal employment, by sector and sex (ILO harmonized estimates) (%);4877;688;Serbia;2010.0;22.6;Float;;;;;;LFS - Labour Force Survey;;['Repository: ILO-STATISTICS - Micro data processing'];C;PERCENT;A;BOTHSEX;G;TOTAL;https://unstats.un.org/SDGAPI/v1/sdg/Series/Data?seriesCode=SL_ISV_IFEM&pageSize=999999999
['8'];['8.3'];['8.3.1'];SL_ISV_IFEM;Proportion of informal employment, by sector and sex (ILO harmonized estimates) (%);4877;688;Serbia;2010.0;22.8;Float;;;;;;LFS - Labour Force Survey;;['Repository: ILO-STATISTICS - Micro data processing'];C;PERCENT;A;FEMALE;G;TOTAL;https://unstats.un.org/SDGAPI/v1/sdg/Series/Data?seriesCode=SL_ISV_IFEM&pageSize=999999999
['8'];['8.3'];['8.3.1'];SL_ISV_IFEM;Proportion of informal employment, by sector and sex (ILO harmonized estimates) (%);4877;688;Serbia;2011.0;21;Float;;;;;;LFS - Labour Force Survey;;['Repository: ILO-STATISTICS - Micro data processing'];C;PERCENT;A;FEMALE;G;TOTAL;https://unstats.un.org/SDGAPI/v1/sdg/Series/Data?seriesCode=SL_ISV_IFEM&pageSize=999999999
['8'];['8.3'];['8.3.1'];SL_ISV_IFEM;Proportion of informal employment, by sector and sex (ILO harmonized estimates) (%);4877;688;Serbia;2011.0;20.6;Float;;;;;;LFS - Labour Force Survey;;['Repository: ILO-STATISTICS - Micro data processing'];C;PERCENT;A;BOTHSEX;G;TOTAL;https://unstats.un.org/SDGAPI/v1/sdg/Series/Data?seriesCode=SL_ISV_IFEM&pageSize=999999999
['8'];['8.3'];['8.3.1'];SL_ISV_IFEM;Proportion of informal employment, by sector and sex (ILO harmonized estimates) (%);4877;688;Serbia;2011.0;20.3;Float;;;;;;LFS - Labour Force Survey;;['Repository: ILO-STATISTICS - Micro data processing'];C;PERCENT;A;MALE;G;TOTAL;https://unstats.un.org/SDGAPI/v1/sdg/Series/Data?seriesCode=SL_ISV_IFEM&pageSize=999999999
['8'];['8.3'];['8.3.1'];SL_ISV_IFEM;Proportion of informal employment, by sector and sex (ILO harmonized estimates) (%);4877;688;Serbia;2011.0;10.1;Float;;;;;;LFS - Labour Force Survey;;['Repository: ILO-STATISTICS - Micro data processing'];C;PERCENT;A;MALE;G;NONAGR;https://unstats.un.org/SDGAPI/v1/sdg/Series/Data?seriesCode=SL_ISV_IFEM&pageSize=999999999
['8'];['8.3'];['8.3.1'];SL_ISV_IFEM;Proportion of informal employment, by sector and sex (ILO harmonized estimates) (%);4877;688;Serbia;2011.0;8.4;Float;;;;;;LFS - Labour Force Survey;;['Repository: ILO-STATISTICS - Micro data processing'];C;PERCENT;A;BOTHSEX;G;NONAGR;https://unstats.un.org/SDGAPI/v1/sdg/Series/Data?seriesCode=SL_ISV_IFEM&pageSize=999999999
['8'];['8.3'];['8.3.1'];SL_ISV_IFEM;Proportion of informal employment, by sector and sex (ILO harmonized estimates) (%);4877;688;Serbia;2011.0;6.3;Float;;;;;;LFS - Labour Force Survey;;['Repository: ILO-STATISTICS - Micro data processing'];C;PERCENT;A;FEMALE;G;NONAGR;https://unstats.un.org/SDGAPI/v1/sdg/Series/Data?seriesCode=SL_ISV_IFEM&pageSize=999999999
['8'];['8.3'];['8.3.1'];SL_ISV_IFEM;Proportion of informal employment, by sector and sex (ILO harmonized estimates) (%);4877;688;Serbia;2011.0;65.8;Float;;;;;;LFS - Labour Force Survey;;['Repository: ILO-STATISTICS - Micro data processing'];C;PERCENT;A;BOTHSEX;G;ISIC4_A;https://unstats.un.org/SDGAPI/v1/sdg/Series/Data?seriesCode=SL_ISV_IFEM&pageSize=999999999
['8'];['8.3'];['8.3.1'];SL_ISV_IFEM;Proportion of informal employment, by sector and sex (ILO harmonized estimates) (%);4877;688;Serbia;2011.0;82.4;Float;;;;;;LFS - Labour Force Survey;;['Repository: ILO-STATISTICS - Micro data processing'];C;PERCENT;A;FEMALE;G;ISIC4_A;https://unstats.un.org/SDGAPI/v1/sdg/Series/Data?seriesCode=SL_ISV_IFEM&pageSize=999999999
['8'];['8.3'];['8.3.1'];SL_ISV_IFEM;Proportion of informal employment, by sector and sex (ILO harmonized estimates) (%);4877;688;Serbia;2011.0;55.5;Float;;;;;;LFS - Labour Force Survey;;['Repository: ILO-STATISTICS - Micro data processing'];C;PERCENT;A;MALE;G;ISIC4_A;https://unstats.un.org/SDGAPI/v1/sdg/Series/Data?seriesCode=SL_ISV_IFEM&pageSize=999999999
['8'];['8.3'];['8.3.1'];SL_ISV_IFEM;Proportion of informal employment, by sector and sex (ILO harmonized estimates) (%);4877;688;Serbia;2012.0;61.2;Float;;;;;;LFS - Labour Force Survey;;['Repository: ILO-STATISTICS - Micro data processing | Break in series: Methodology revised'];C;PERCENT;A;BOTHSEX;G;ISIC4_A;https://unstats.un.org/SDGAPI/v1/sdg/Series/Data?seriesCode=SL_ISV_IFEM&pageSize=999999999
['8'];['8.3'];['8.3.1'];SL_ISV_IFEM;Proportion of informal employment, by sector and sex (ILO harmonized estimates) (%);4877;688;Serbia;2012.0;49.4;Float;;;;;;LFS - Labour Force Survey;;['Repository: ILO-STATISTICS - Micro data processing | Break in series: Methodology revised'];C;PERCENT;A;MALE;G;ISIC4_A;https://unstats.un.org/SDGAPI/v1/sdg/Series/Data?seriesCode=SL_ISV_IFEM&pageSize=999999999
['8'];['8.3'];['8.3.1'];SL_ISV_IFEM;Proportion of informal employment, by sector and sex (ILO harmonized estimates) (%);4877;688;Serbia;2012.0;80.5;Float;;;;;;LFS - Labour Force Survey;;['Repository: ILO-STATISTICS - Micro data processing | Break in series: Methodology revised'];C;PERCENT;A;FEMALE;G;ISIC4_A;https://unstats.un.org/SDGAPI/v1/sdg/Series/Data?seriesCode=SL_ISV_IFEM&pageSize=999999999
['8'];['8.3'];['8.3.1'];SL_ISV_IFEM;Proportion of informal employment, by sector and sex (ILO harmonized estimates) (%);4877;688;Serbia;2012.0;5.9;Float;;;;;;LFS - Labour Force Survey;;['Repository: ILO-STATISTICS - Micro data processing | Break in series: Methodology revised'];C;PERCENT;A;FEMALE;G;NONAGR;https://unstats.un.org/SDGAPI/v1/sdg/Series/Data?seriesCode=SL_ISV_IFEM&pageSize=999999999
['8'];['8.3'];['8.3.1'];SL_ISV_IFEM;Proportion of informal employment, by sector and sex (ILO harmonized estimates) (%);4877;688;Serbia;2012.0;9.1;Float;;;;;;LFS - Labour Force Survey;;['Repository: ILO-STATISTICS - Micro data processing | Break in series: Methodology revised'];C;PERCENT;A;MALE;G;NONAGR;https://unstats.un.org/SDGAPI/v1/sdg/Series/Data?seriesCode=SL_ISV_IFEM&pageSize=999999999
['8'];['8.3'];['8.3.1'];SL_ISV_IFEM;Proportion of informal employment, by sector and sex (ILO harmonized estimates) (%);4877;688;Serbia;2012.0;7.7;Float;;;;;;LFS - Labour Force Survey;;['Repository: ILO-STATISTICS - Micro data processing | Break in series: Methodology revised'];C;PERCENT;A;BOTHSEX;G;NONAGR;https://unstats.un.org/SDGAPI/v1/sdg/Series/Data?seriesCode=SL_ISV_IFEM&pageSize=999999999
['8'];['8.3'];['8.3.1'];SL_ISV_IFEM;Proportion of informal employment, by sector and sex (ILO harmonized estimates) (%);4877;688;Serbia;2012.0;18.1;Float;;;;;;LFS - Labour Force Survey;;['Repository: ILO-STATISTICS - Micro data processing | Break in series: Methodology revised'];C;PERCENT;A;MALE;G;TOTAL;https://unstats.un.org/SDGAPI/v1/sdg/Series/Data?seriesCode=SL_ISV_IFEM&pageSize=999999999
['8'];['8.3'];['8.3.1'];SL_ISV_IFEM;Proportion of informal employment, by sector and sex (ILO harmonized estimates) (%);4877;688;Serbia;2012.0;20;Float;;;;;;LFS - Labour Force Survey;;['Repository: ILO-STATISTICS - Micro data processing | Break in series: Methodology revised'];C;PERCENT;A;FEMALE;G;TOTAL;https://unstats.un.org/SDGAPI/v1/sdg/Series/Data?seriesCode=SL_ISV_IFEM&pageSize=999999999
['8'];['8.3'];['8.3.1'];SL_ISV_IFEM;Proportion of informal employment, by sector and sex (ILO harmonized estimates) (%);4877;688;Serbia;2012.0;18.9;Float;;;;;;LFS - Labour Force Survey;;['Repository: ILO-STATISTICS - Micro data processing | Break in series: Methodology revised'];C;PERCENT;A;BOTHSEX;G;TOTAL;https://unstats.un.org/SDGAPI/v1/sdg/Series/Data?seriesCode=SL_ISV_IFEM&pageSize=999999999
['8'];['8.3'];['8.3.1'];SL_ISV_IFEM;Proportion of informal employment, by sector and sex (ILO harmonized estimates) (%);4877;688;Serbia;2013.0;23.2;Float;;;;;;LFS - Labour Force Survey;;['Repository: ILO-STATISTICS - Micro data processing | Break in series: Methodology revised'];C;PERCENT;A;FEMALE;G;TOTAL;https://unstats.un.org/SDGAPI/v1/sdg/Series/Data?seriesCode=SL_ISV_IFEM&pageSize=999999999
['8'];['8.3'];['8.3.1'];SL_ISV_IFEM;Proportion of informal employment, by sector and sex (ILO harmonized estimates) (%);4877;688;Serbia;2013.0;22.8;Float;;;;;;LFS - Labour Force Survey;;['Repository: ILO-STATISTICS - Micro data processing | Break in series: Methodology revised'];C;PERCENT;A;BOTHSEX;G;TOTAL;https://unstats.un.org/SDGAPI/v1/sdg/Series/Data?seriesCode=SL_ISV_IFEM&pageSize=999999999
['8'];['8.3'];['8.3.1'];SL_ISV_IFEM;Proportion of informal employment, by sector and sex (ILO harmonized estimates) (%);4877;688;Serbia;2013.0;22.5;Float;;;;;;LFS - Labour Force Survey;;['Repository: ILO-STATISTICS - Micro data processing | Break in series: Methodology revised'];C;PERCENT;A;MALE;G;TOTAL;https://unstats.un.org/SDGAPI/v1/sdg/Series/Data?seriesCode=SL_ISV_IFEM&pageSize=999999999
['8'];['8.3'];['8.3.1'];SL_ISV_IFEM;Proportion of informal employment, by sector and sex (ILO harmonized estimates) (%);4877;688;Serbia;2013.0;10;Float;;;;;;LFS - Labour Force Survey;;['Repository: ILO-STATISTICS - Micro data processing | Break in series: Methodology revised'];C;PERCENT;A;BOTHSEX;G;NONAGR;https://unstats.un.org/SDGAPI/v1/sdg/Series/Data?seriesCode=SL_ISV_IFEM&pageSize=999999999
['8'];['8.3'];['8.3.1'];SL_ISV_IFEM;Proportion of informal employment, by sector and sex (ILO harmonized estimates) (%);4877;688;Serbia;2013.0;8.2;Float;;;;;;LFS - Labour Force Survey;;['Repository: ILO-STATISTICS - Micro data processing | Break in series: Methodology revised'];C;PERCENT;A;FEMALE;G;NONAGR;https://unstats.un.org/SDGAPI/v1/sdg/Series/Data?seriesCode=SL_ISV_IFEM&pageSize=999999999
['8'];['8.3'];['8.3.1'];SL_ISV_IFEM;Proportion of informal employment, by sector and sex (ILO harmonized estimates) (%);4877;688;Serbia;2013.0;11.4;Float;;;;;;LFS - Labour Force Survey;;['Repository: ILO-STATISTICS - Micro data processing | Break in series: Methodology revised'];C;PERCENT;A;MALE;G;NONAGR;https://unstats.un.org/SDGAPI/v1/sdg/Series/Data?seriesCode=SL_ISV_IFEM&pageSize=999999999
['8'];['8.3'];['8.3.1'];SL_ISV_IFEM;Proportion of informal employment, by sector and sex (ILO harmonized estimates) (%);4877;688;Serbia;2013.0;83.8;Float;;;;;;LFS - Labour Force Survey;;['Repository: ILO-STATISTICS - Micro data processing | Break in series: Methodology revised'];C;PERCENT;A;FEMALE;G;ISIC4_A;https://unstats.un.org/SDGAPI/v1/sdg/Series/Data?seriesCode=SL_ISV_IFEM&pageSize=999999999
