goal;target;indicator;series;seriesDescription;seriesCount;geoAreaCode;geoAreaName;timePeriodStart;value;valueType;time_detail;timeCoverage;upperBound;lowerBound;basePeriod;source;geoInfoUrl;footnotes;attributes.Nature;attributes.Units;dimensions.Age;dimensions.Reporting Type;ATTR_ENDPOINT
['16'];['16.9'];['16.9.1'];SG_REG_BRTH;Proportion of children under 5 years of age whose births have been registered with a civil authority (% of children under 5 years of age);815;84;Belize;2015.0;95.7;Float;;;;;;MICS 2015;;[' '];C;PERCENT;<5Y;G;https://unstats.un.org/SDGAPI/v1/sdg/Series/Data?seriesCode=SG_REG_BRTH&pageSize=999999999
['16'];['16.9'];['16.9.1'];SG_REG_BRTH;Proportion of children under 5 years of age whose births have been registered with a civil authority (% of children under 5 years of age);815;204;Benin;2018.0;87;Float;;;;;;DHS 2017-18;;[' '];C;PERCENT;<1Y;G;https://unstats.un.org/SDGAPI/v1/sdg/Series/Data?seriesCode=SG_REG_BRTH&pageSize=999999999
['16'];['16.9'];['16.9.1'];SG_REG_BRTH;Proportion of children under 5 years of age whose births have been registered with a civil authority (% of children under 5 years of age);815;204;Benin;2018.0;88.6;Float;;;;;;DHS 2017-18;;[' '];C;PERCENT;M12T23;G;https://unstats.un.org/SDGAPI/v1/sdg/Series/Data?seriesCode=SG_REG_BRTH&pageSize=999999999
['16'];['16.9'];['16.9.1'];SG_REG_BRTH;Proportion of children under 5 years of age whose births have been registered with a civil authority (% of children under 5 years of age);815;204;Benin;2018.0;85.6;Float;;;;;;DHS 2017-18;;[' '];C;PERCENT;M24T35;G;https://unstats.un.org/SDGAPI/v1/sdg/Series/Data?seriesCode=SG_REG_BRTH&pageSize=999999999
['16'];['16.9'];['16.9.1'];SG_REG_BRTH;Proportion of children under 5 years of age whose births have been registered with a civil authority (% of children under 5 years of age);815;204;Benin;2018.0;83.2;Float;;;;;;DHS 2017-18;;[' '];C;PERCENT;M36T47;G;https://unstats.un.org/SDGAPI/v1/sdg/Series/Data?seriesCode=SG_REG_BRTH&pageSize=999999999
['16'];['16.9'];['16.9.1'];SG_REG_BRTH;Proportion of children under 5 years of age whose births have been registered with a civil authority (% of children under 5 years of age);815;204;Benin;2018.0;83.6;Float;;;;;;DHS 2017-18;;[' '];C;PERCENT;M48T59;G;https://unstats.un.org/SDGAPI/v1/sdg/Series/Data?seriesCode=SG_REG_BRTH&pageSize=999999999
['16'];['16.9'];['16.9.1'];SG_REG_BRTH;Proportion of children under 5 years of age whose births have been registered with a civil authority (% of children under 5 years of age);815;204;Benin;2018.0;85.6;Float;;;;;;DHS 2017-18;;[' '];C;PERCENT;<5Y;G;https://unstats.un.org/SDGAPI/v1/sdg/Series/Data?seriesCode=SG_REG_BRTH&pageSize=999999999
['16'];['16.9'];['16.9.1'];SG_REG_BRTH;Proportion of children under 5 years of age whose births have been registered with a civil authority (% of children under 5 years of age);815;64;Bhutan;2010.0;99.9;Float;;;;;;MICS 2010;;[' '];C;PERCENT;<5Y;G;https://unstats.un.org/SDGAPI/v1/sdg/Series/Data?seriesCode=SG_REG_BRTH&pageSize=999999999
['16'];['16.9'];['16.9.1'];SG_REG_BRTH;Proportion of children under 5 years of age whose births have been registered with a civil authority (% of children under 5 years of age);815;64;Bhutan;2010.0;99.5;Float;;;;;;MICS 2010;;[' '];C;PERCENT;<1Y;G;https://unstats.un.org/SDGAPI/v1/sdg/Series/Data?seriesCode=SG_REG_BRTH&pageSize=999999999
['16'];['16.9'];['16.9.1'];SG_REG_BRTH;Proportion of children under 5 years of age whose births have been registered with a civil authority (% of children under 5 years of age);815;64;Bhutan;2010.0;100;Float;;;;;;MICS 2010;;[' '];C;PERCENT;M12T23;G;https://unstats.un.org/SDGAPI/v1/sdg/Series/Data?seriesCode=SG_REG_BRTH&pageSize=999999999
['16'];['16.9'];['16.9.1'];SG_REG_BRTH;Proportion of children under 5 years of age whose births have been registered with a civil authority (% of children under 5 years of age);815;64;Bhutan;2010.0;100;Float;;;;;;MICS 2010;;[' '];C;PERCENT;M24T35;G;https://unstats.un.org/SDGAPI/v1/sdg/Series/Data?seriesCode=SG_REG_BRTH&pageSize=999999999
['16'];['16.9'];['16.9.1'];SG_REG_BRTH;Proportion of children under 5 years of age whose births have been registered with a civil authority (% of children under 5 years of age);815;64;Bhutan;2010.0;100;Float;;;;;;MICS 2010;;[' '];C;PERCENT;M36T47;G;https://unstats.un.org/SDGAPI/v1/sdg/Series/Data?seriesCode=SG_REG_BRTH&pageSize=999999999
['16'];['16.9'];['16.9.1'];SG_REG_BRTH;Proportion of children under 5 years of age whose births have been registered with a civil authority (% of children under 5 years of age);815;64;Bhutan;2010.0;100;Float;;;;;;MICS 2010;;[' '];C;PERCENT;M48T59;G;https://unstats.un.org/SDGAPI/v1/sdg/Series/Data?seriesCode=SG_REG_BRTH&pageSize=999999999
['16'];['16.9'];['16.9.1'];SG_REG_BRTH;Proportion of children under 5 years of age whose births have been registered with a civil authority (% of children under 5 years of age);815;68;Bolivia (Plurinational State of);2016.0;91.9;Float;;;;;;EDSA 2016;;['Data refer only to children with a birth certificate'];CA;PERCENT;<5Y;G;https://unstats.un.org/SDGAPI/v1/sdg/Series/Data?seriesCode=SG_REG_BRTH&pageSize=999999999
['16'];['16.9'];['16.9.1'];SG_REG_BRTH;Proportion of children under 5 years of age whose births have been registered with a civil authority (% of children under 5 years of age);815;70;Bosnia and Herzegovina;2006.0;98.1;Float;;;;;;MICS 2006;;[' '];CA;PERCENT;<1Y;G;https://unstats.un.org/SDGAPI/v1/sdg/Series/Data?seriesCode=SG_REG_BRTH&pageSize=999999999
['16'];['16.9'];['16.9.1'];SG_REG_BRTH;Proportion of children under 5 years of age whose births have been registered with a civil authority (% of children under 5 years of age);815;70;Bosnia and Herzegovina;2006.0;99.7;Float;;;;;;MICS 2006;;[' '];CA;PERCENT;M12T23;G;https://unstats.un.org/SDGAPI/v1/sdg/Series/Data?seriesCode=SG_REG_BRTH&pageSize=999999999
['16'];['16.9'];['16.9.1'];SG_REG_BRTH;Proportion of children under 5 years of age whose births have been registered with a civil authority (% of children under 5 years of age);815;70;Bosnia and Herzegovina;2006.0;100;Float;;;;;;MICS 2006;;[' '];CA;PERCENT;M24T35;G;https://unstats.un.org/SDGAPI/v1/sdg/Series/Data?seriesCode=SG_REG_BRTH&pageSize=999999999
['16'];['16.9'];['16.9.1'];SG_REG_BRTH;Proportion of children under 5 years of age whose births have been registered with a civil authority (% of children under 5 years of age);815;70;Bosnia and Herzegovina;2006.0;99.7;Float;;;;;;MICS 2006;;[' '];CA;PERCENT;M36T47;G;https://unstats.un.org/SDGAPI/v1/sdg/Series/Data?seriesCode=SG_REG_BRTH&pageSize=999999999
['16'];['16.9'];['16.9.1'];SG_REG_BRTH;Proportion of children under 5 years of age whose births have been registered with a civil authority (% of children under 5 years of age);815;70;Bosnia and Herzegovina;2006.0;100;Float;;;;;;MICS 2006;;[' '];CA;PERCENT;M48T59;G;https://unstats.un.org/SDGAPI/v1/sdg/Series/Data?seriesCode=SG_REG_BRTH&pageSize=999999999
['16'];['16.9'];['16.9.1'];SG_REG_BRTH;Proportion of children under 5 years of age whose births have been registered with a civil authority (% of children under 5 years of age);815;70;Bosnia and Herzegovina;2006.0;99.5;Float;;;;;;MICS 2006;;[' '];CA;PERCENT;<5Y;G;https://unstats.un.org/SDGAPI/v1/sdg/Series/Data?seriesCode=SG_REG_BRTH&pageSize=999999999
['16'];['16.9'];['16.9.1'];SG_REG_BRTH;Proportion of children under 5 years of age whose births have been registered with a civil authority (% of children under 5 years of age);815;72;Botswana;2017.0;79;Float;;;;;;Demographic Survey 2017;;['Data refer only to children with a birth certificate'];C;PERCENT;<1Y;G;https://unstats.un.org/SDGAPI/v1/sdg/Series/Data?seriesCode=SG_REG_BRTH&pageSize=999999999
['16'];['16.9'];['16.9.1'];SG_REG_BRTH;Proportion of children under 5 years of age whose births have been registered with a civil authority (% of children under 5 years of age);815;72;Botswana;2017.0;89.1;Float;;;;;;Demographic Survey 2017;;['Data refer only to children with a birth certificate'];C;PERCENT;M12T23;G;https://unstats.un.org/SDGAPI/v1/sdg/Series/Data?seriesCode=SG_REG_BRTH&pageSize=999999999
['16'];['16.9'];['16.9.1'];SG_REG_BRTH;Proportion of children under 5 years of age whose births have been registered with a civil authority (% of children under 5 years of age);815;72;Botswana;2017.0;88.6;Float;;;;;;Demographic Survey 2017;;['Data refer only to children with a birth certificate'];C;PERCENT;M24T35;G;https://unstats.un.org/SDGAPI/v1/sdg/Series/Data?seriesCode=SG_REG_BRTH&pageSize=999999999
['16'];['16.9'];['16.9.1'];SG_REG_BRTH;Proportion of children under 5 years of age whose births have been registered with a civil authority (% of children under 5 years of age);815;72;Botswana;2017.0;90.6;Float;;;;;;Demographic Survey 2017;;['Data refer only to children with a birth certificate'];C;PERCENT;M36T47;G;https://unstats.un.org/SDGAPI/v1/sdg/Series/Data?seriesCode=SG_REG_BRTH&pageSize=999999999
['16'];['16.9'];['16.9.1'];SG_REG_BRTH;Proportion of children under 5 years of age whose births have been registered with a civil authority (% of children under 5 years of age);815;72;Botswana;2017.0;91.1;Float;;;;;;Demographic Survey 2017;;['Data refer only to children with a birth certificate'];C;PERCENT;M48T59;G;https://unstats.un.org/SDGAPI/v1/sdg/Series/Data?seriesCode=SG_REG_BRTH&pageSize=999999999
['16'];['16.9'];['16.9.1'];SG_REG_BRTH;Proportion of children under 5 years of age whose births have been registered with a civil authority (% of children under 5 years of age);815;72;Botswana;2017.0;87.5;Float;;;;;;Demographic Survey 2017;;['Data refer only to children with a birth certificate'];C;PERCENT;<5Y;G;https://unstats.un.org/SDGAPI/v1/sdg/Series/Data?seriesCode=SG_REG_BRTH&pageSize=999999999
['16'];['16.9'];['16.9.1'];SG_REG_BRTH;Proportion of children under 5 years of age whose births have been registered with a civil authority (% of children under 5 years of age);815;76;Brazil;2015.0;96.4;Float;;;;;;Estatísticas do Registro Civil;;[' '];CA;PERCENT;<5Y;G;https://unstats.un.org/SDGAPI/v1/sdg/Series/Data?seriesCode=SG_REG_BRTH&pageSize=999999999
['16'];['16.9'];['16.9.1'];SG_REG_BRTH;Proportion of children under 5 years of age whose births have been registered with a civil authority (% of children under 5 years of age);815;96;Brunei Darussalam;2020.0;99.9;Float;;;;;;Vital registration, Immigration and National Registration Department;;['Births registered'];C;PERCENT;<1Y;G;https://unstats.un.org/SDGAPI/v1/sdg/Series/Data?seriesCode=SG_REG_BRTH&pageSize=999999999
['16'];['16.9'];['16.9.1'];SG_REG_BRTH;Proportion of children under 5 years of age whose births have been registered with a civil authority (% of children under 5 years of age);815;100;Bulgaria;2019.0;100;Float;;;;;;UNSD Population and Vital Statistics Report, January 2021, latest update on 4 Jan 2022;;['Estimated coverage of birth registration was obtained on the basis of the reported completeness of the national civil registration system'];E;PERCENT;<1Y;G;https://unstats.un.org/SDGAPI/v1/sdg/Series/Data?seriesCode=SG_REG_BRTH&pageSize=999999999
['16'];['16.9'];['16.9.1'];SG_REG_BRTH;Proportion of children under 5 years of age whose births have been registered with a civil authority (% of children under 5 years of age);815;854;Burkina Faso;2010.0;79.5;Float;;;;;;DHS 2010;;[' '];C;PERCENT;M12T23;G;https://unstats.un.org/SDGAPI/v1/sdg/Series/Data?seriesCode=SG_REG_BRTH&pageSize=999999999
['16'];['16.9'];['16.9.1'];SG_REG_BRTH;Proportion of children under 5 years of age whose births have been registered with a civil authority (% of children under 5 years of age);815;854;Burkina Faso;2010.0;73.1;Float;;;;;;DHS 2010;;[' '];C;PERCENT;<1Y;G;https://unstats.un.org/SDGAPI/v1/sdg/Series/Data?seriesCode=SG_REG_BRTH&pageSize=999999999
['16'];['16.9'];['16.9.1'];SG_REG_BRTH;Proportion of children under 5 years of age whose births have been registered with a civil authority (% of children under 5 years of age);815;854;Burkina Faso;2010.0;78.9;Float;;;;;;DHS 2010;;[' '];C;PERCENT;M24T35;G;https://unstats.un.org/SDGAPI/v1/sdg/Series/Data?seriesCode=SG_REG_BRTH&pageSize=999999999
['16'];['16.9'];['16.9.1'];SG_REG_BRTH;Proportion of children under 5 years of age whose births have been registered with a civil authority (% of children under 5 years of age);815;854;Burkina Faso;2010.0;77.9;Float;;;;;;DHS 2010;;[' '];C;PERCENT;M36T47;G;https://unstats.un.org/SDGAPI/v1/sdg/Series/Data?seriesCode=SG_REG_BRTH&pageSize=999999999
['16'];['16.9'];['16.9.1'];SG_REG_BRTH;Proportion of children under 5 years of age whose births have been registered with a civil authority (% of children under 5 years of age);815;854;Burkina Faso;2010.0;75.2;Float;;;;;;DHS 2010;;[' '];C;PERCENT;M48T59;G;https://unstats.un.org/SDGAPI/v1/sdg/Series/Data?seriesCode=SG_REG_BRTH&pageSize=999999999
['16'];['16.9'];['16.9.1'];SG_REG_BRTH;Proportion of children under 5 years of age whose births have been registered with a civil authority (% of children under 5 years of age);815;854;Burkina Faso;2010.0;76.9;Float;;;;;;DHS 2010;;[' '];C;PERCENT;<5Y;G;https://unstats.un.org/SDGAPI/v1/sdg/Series/Data?seriesCode=SG_REG_BRTH&pageSize=999999999
['16'];['16.9'];['16.9.1'];SG_REG_BRTH;Proportion of children under 5 years of age whose births have been registered with a civil authority (% of children under 5 years of age);815;108;Burundi;2017.0;72.7;Float;;;;;;DHS 2016-17;;[' '];C;PERCENT;<1Y;G;https://unstats.un.org/SDGAPI/v1/sdg/Series/Data?seriesCode=SG_REG_BRTH&pageSize=999999999
['16'];['16.9'];['16.9.1'];SG_REG_BRTH;Proportion of children under 5 years of age whose births have been registered with a civil authority (% of children under 5 years of age);815;108;Burundi;2017.0;82.2;Float;;;;;;DHS 2016-17;;[' '];C;PERCENT;M12T23;G;https://unstats.un.org/SDGAPI/v1/sdg/Series/Data?seriesCode=SG_REG_BRTH&pageSize=999999999
['16'];['16.9'];['16.9.1'];SG_REG_BRTH;Proportion of children under 5 years of age whose births have been registered with a civil authority (% of children under 5 years of age);815;108;Burundi;2017.0;86.1;Float;;;;;;DHS 2016-17;;[' '];C;PERCENT;M24T35;G;https://unstats.un.org/SDGAPI/v1/sdg/Series/Data?seriesCode=SG_REG_BRTH&pageSize=999999999
['16'];['16.9'];['16.9.1'];SG_REG_BRTH;Proportion of children under 5 years of age whose births have been registered with a civil authority (% of children under 5 years of age);815;108;Burundi;2017.0;88;Float;;;;;;DHS 2016-17;;[' '];C;PERCENT;M36T47;G;https://unstats.un.org/SDGAPI/v1/sdg/Series/Data?seriesCode=SG_REG_BRTH&pageSize=999999999
['16'];['16.9'];['16.9.1'];SG_REG_BRTH;Proportion of children under 5 years of age whose births have been registered with a civil authority (% of children under 5 years of age);815;108;Burundi;2017.0;88.8;Float;;;;;;DHS 2016-17;;[' '];C;PERCENT;M48T59;G;https://unstats.un.org/SDGAPI/v1/sdg/Series/Data?seriesCode=SG_REG_BRTH&pageSize=999999999
['16'];['16.9'];['16.9.1'];SG_REG_BRTH;Proportion of children under 5 years of age whose births have been registered with a civil authority (% of children under 5 years of age);815;108;Burundi;2017.0;83.5;Float;;;;;;DHS 2016-17;;[' '];C;PERCENT;<5Y;G;https://unstats.un.org/SDGAPI/v1/sdg/Series/Data?seriesCode=SG_REG_BRTH&pageSize=999999999
['16'];['16.9'];['16.9.1'];SG_REG_BRTH;Proportion of children under 5 years of age whose births have been registered with a civil authority (% of children under 5 years of age);815;132;Cabo Verde;2010.0;91.4;Float;;;;;;Censo 2010;;[' '];C;PERCENT;<5Y;G;https://unstats.un.org/SDGAPI/v1/sdg/Series/Data?seriesCode=SG_REG_BRTH&pageSize=999999999
['16'];['16.9'];['16.9.1'];SG_REG_BRTH;Proportion of children under 5 years of age whose births have been registered with a civil authority (% of children under 5 years of age);815;116;Cambodia;2014.0;63.6;Float;;;;;;DHS 2014;;[' '];C;PERCENT;<1Y;G;https://unstats.un.org/SDGAPI/v1/sdg/Series/Data?seriesCode=SG_REG_BRTH&pageSize=999999999
['16'];['16.9'];['16.9.1'];SG_REG_BRTH;Proportion of children under 5 years of age whose births have been registered with a civil authority (% of children under 5 years of age);815;116;Cambodia;2014.0;70.7;Float;;;;;;DHS 2014;;[' '];C;PERCENT;M12T23;G;https://unstats.un.org/SDGAPI/v1/sdg/Series/Data?seriesCode=SG_REG_BRTH&pageSize=999999999
['16'];['16.9'];['16.9.1'];SG_REG_BRTH;Proportion of children under 5 years of age whose births have been registered with a civil authority (% of children under 5 years of age);815;116;Cambodia;2014.0;75.7;Float;;;;;;DHS 2014;;[' '];C;PERCENT;M24T35;G;https://unstats.un.org/SDGAPI/v1/sdg/Series/Data?seriesCode=SG_REG_BRTH&pageSize=999999999
['16'];['16.9'];['16.9.1'];SG_REG_BRTH;Proportion of children under 5 years of age whose births have been registered with a civil authority (% of children under 5 years of age);815;116;Cambodia;2014.0;76.5;Float;;;;;;DHS 2014;;[' '];C;PERCENT;M36T47;G;https://unstats.un.org/SDGAPI/v1/sdg/Series/Data?seriesCode=SG_REG_BRTH&pageSize=999999999
['16'];['16.9'];['16.9.1'];SG_REG_BRTH;Proportion of children under 5 years of age whose births have been registered with a civil authority (% of children under 5 years of age);815;116;Cambodia;2014.0;73.3;Float;;;;;;DHS 2014;;[' '];C;PERCENT;<5Y;G;https://unstats.un.org/SDGAPI/v1/sdg/Series/Data?seriesCode=SG_REG_BRTH&pageSize=999999999
['16'];['16.9'];['16.9.1'];SG_REG_BRTH;Proportion of children under 5 years of age whose births have been registered with a civil authority (% of children under 5 years of age);815;116;Cambodia;2014.0;79.9;Float;;;;;;DHS 2014;;[' '];C;PERCENT;M48T59;G;https://unstats.un.org/SDGAPI/v1/sdg/Series/Data?seriesCode=SG_REG_BRTH&pageSize=999999999
['16'];['16.9'];['16.9.1'];SG_REG_BRTH;Proportion of children under 5 years of age whose births have been registered with a civil authority (% of children under 5 years of age);815;120;Cameroon;2018.0;56.1;Float;;;;;;DHS 2018;;[' '];C;PERCENT;<1Y;G;https://unstats.un.org/SDGAPI/v1/sdg/Series/Data?seriesCode=SG_REG_BRTH&pageSize=999999999
['16'];['16.9'];['16.9.1'];SG_REG_BRTH;Proportion of children under 5 years of age whose births have been registered with a civil authority (% of children under 5 years of age);815;120;Cameroon;2018.0;59.3;Float;;;;;;DHS 2018;;[' '];C;PERCENT;M12T23;G;https://unstats.un.org/SDGAPI/v1/sdg/Series/Data?seriesCode=SG_REG_BRTH&pageSize=999999999
['16'];['16.9'];['16.9.1'];SG_REG_BRTH;Proportion of children under 5 years of age whose births have been registered with a civil authority (% of children under 5 years of age);815;120;Cameroon;2018.0;62.6;Float;;;;;;DHS 2018;;[' '];C;PERCENT;M24T35;G;https://unstats.un.org/SDGAPI/v1/sdg/Series/Data?seriesCode=SG_REG_BRTH&pageSize=999999999
