COUNTRY_ISO_3_original;country_col_not_used;TIME_PERIOD;RAW_OBS_VALUE;ATTR_INDICATOR_NOTE_OF_SOURCE;ATTR_COMMENT_OF_SOURCE;ATTR_SOURCE_COMMENT;ATTR_ENCODING_LABELS;ATTR_SOURCE;ATTR_SOURCE_BODY;INDICATOR_CODE;INDICATOR_NAME;INDIATOR_INDEX;INDICATOR_ISSUE;INDICATOR_CATEGORY;INDICATOR_DESCRIPTION;Unnamed: 35;COUNTRY_ISO_2_country_list;COUNTRY_ISO_3_country_list;COUNTRY_ISO_3;ATTR_ENDPOINT
SAU;Saudi Arabia;2019;No;"This indicator records whether a country has a law requiring a pollutant release and transfer register. Information collected and published in these registers can shed light on compliance with permits and other requirements, demonstrating the effectiveness, or ineffectiveness, of current pollution control laws. The data is taken from Figure 3.9: Countries with Pollutant Release and Transfer Registers. p.113. UNEP Environmental Rule of Law: First Global Report. 2019.
2 = Yes ( there is a national legal instrument specifically providing for pollutant release and transfer registers); 
1 = No (There is a pollutant release and transfer register, but there is no specific national legal instrument) ; 0 = No";;;;;;;;;;;;;SA;SAU;SAU;nan
SEN;Senegal;2019;No;"This indicator records whether a country has a law requiring a pollutant release and transfer register. Information collected and published in these registers can shed light on compliance with permits and other requirements, demonstrating the effectiveness, or ineffectiveness, of current pollution control laws. The data is taken from Figure 3.9: Countries with Pollutant Release and Transfer Registers. p.113. UNEP Environmental Rule of Law: First Global Report. 2019.
2 = Yes ( there is a national legal instrument specifically providing for pollutant release and transfer registers); 
1 = No (There is a pollutant release and transfer register, but there is no specific national legal instrument) ; 0 = No";;;;;;;;;;;;;SN;SEN;SEN;nan
SRB;Serbia;2019;There is a pollutant release and transfer register, but there is no specific national legal instrument;"This indicator records whether a country has a law requiring a pollutant release and transfer register. Information collected and published in these registers can shed light on compliance with permits and other requirements, demonstrating the effectiveness, or ineffectiveness, of current pollution control laws. The data is taken from Figure 3.9: Countries with Pollutant Release and Transfer Registers. p.113. UNEP Environmental Rule of Law: First Global Report. 2019.
2 = Yes ( there is a national legal instrument specifically providing for pollutant release and transfer registers); 
1 = No (There is a pollutant release and transfer register, but there is no specific national legal instrument) ; 0 = No";;;;;;;;;;;;;RS;SRB;SRB;nan
SYC;Seychelles;2019;No;"This indicator records whether a country has a law requiring a pollutant release and transfer register. Information collected and published in these registers can shed light on compliance with permits and other requirements, demonstrating the effectiveness, or ineffectiveness, of current pollution control laws. The data is taken from Figure 3.9: Countries with Pollutant Release and Transfer Registers. p.113. UNEP Environmental Rule of Law: First Global Report. 2019.
2 = Yes ( there is a national legal instrument specifically providing for pollutant release and transfer registers); 
1 = No (There is a pollutant release and transfer register, but there is no specific national legal instrument) ; 0 = No";;;;;;;;;;;;;SC;SYC;SYC;nan
SLE;Sierra Leone;2019;No;"This indicator records whether a country has a law requiring a pollutant release and transfer register. Information collected and published in these registers can shed light on compliance with permits and other requirements, demonstrating the effectiveness, or ineffectiveness, of current pollution control laws. The data is taken from Figure 3.9: Countries with Pollutant Release and Transfer Registers. p.113. UNEP Environmental Rule of Law: First Global Report. 2019.
2 = Yes ( there is a national legal instrument specifically providing for pollutant release and transfer registers); 
1 = No (There is a pollutant release and transfer register, but there is no specific national legal instrument) ; 0 = No";;;;;;;;;;;;;SL;SLE;SLE;nan
SGP;Singapore;2019;No;"This indicator records whether a country has a law requiring a pollutant release and transfer register. Information collected and published in these registers can shed light on compliance with permits and other requirements, demonstrating the effectiveness, or ineffectiveness, of current pollution control laws. The data is taken from Figure 3.9: Countries with Pollutant Release and Transfer Registers. p.113. UNEP Environmental Rule of Law: First Global Report. 2019.
2 = Yes ( there is a national legal instrument specifically providing for pollutant release and transfer registers); 
1 = No (There is a pollutant release and transfer register, but there is no specific national legal instrument) ; 0 = No";;;;;;;;;;;;;SG;SGP;SGP;nan
SVK;Slovakia;2019;Yes, there is a national legal instrument specifically providing for pollutant release and transfer registers;"This indicator records whether a country has a law requiring a pollutant release and transfer register. Information collected and published in these registers can shed light on compliance with permits and other requirements, demonstrating the effectiveness, or ineffectiveness, of current pollution control laws. The data is taken from Figure 3.9: Countries with Pollutant Release and Transfer Registers. p.113. UNEP Environmental Rule of Law: First Global Report. 2019.
2 = Yes ( there is a national legal instrument specifically providing for pollutant release and transfer registers); 
1 = No (There is a pollutant release and transfer register, but there is no specific national legal instrument) ; 0 = No";;;;;;;;;;;;;;;SVK;nan
SVN;Slovenia;2019;There is a pollutant release and transfer register, but there is no specific national legal instrument;"This indicator records whether a country has a law requiring a pollutant release and transfer register. Information collected and published in these registers can shed light on compliance with permits and other requirements, demonstrating the effectiveness, or ineffectiveness, of current pollution control laws. The data is taken from Figure 3.9: Countries with Pollutant Release and Transfer Registers. p.113. UNEP Environmental Rule of Law: First Global Report. 2019.
2 = Yes ( there is a national legal instrument specifically providing for pollutant release and transfer registers); 
1 = No (There is a pollutant release and transfer register, but there is no specific national legal instrument) ; 0 = No";;;;;;;;;;;;;SI;SVN;SVN;nan
SLB;Solomon Islands;2019;No;"This indicator records whether a country has a law requiring a pollutant release and transfer register. Information collected and published in these registers can shed light on compliance with permits and other requirements, demonstrating the effectiveness, or ineffectiveness, of current pollution control laws. The data is taken from Figure 3.9: Countries with Pollutant Release and Transfer Registers. p.113. UNEP Environmental Rule of Law: First Global Report. 2019.
2 = Yes ( there is a national legal instrument specifically providing for pollutant release and transfer registers); 
1 = No (There is a pollutant release and transfer register, but there is no specific national legal instrument) ; 0 = No";;;;;;;;;;;;;SB;SLB;SLB;nan
SOM;Somalia;2019;No;"This indicator records whether a country has a law requiring a pollutant release and transfer register. Information collected and published in these registers can shed light on compliance with permits and other requirements, demonstrating the effectiveness, or ineffectiveness, of current pollution control laws. The data is taken from Figure 3.9: Countries with Pollutant Release and Transfer Registers. p.113. UNEP Environmental Rule of Law: First Global Report. 2019.
2 = Yes ( there is a national legal instrument specifically providing for pollutant release and transfer registers); 
1 = No (There is a pollutant release and transfer register, but there is no specific national legal instrument) ; 0 = No";;;;;;;;;;;;;SO;SOM;SOM;nan
ZAF;South Africa;2019;No;"This indicator records whether a country has a law requiring a pollutant release and transfer register. Information collected and published in these registers can shed light on compliance with permits and other requirements, demonstrating the effectiveness, or ineffectiveness, of current pollution control laws. The data is taken from Figure 3.9: Countries with Pollutant Release and Transfer Registers. p.113. UNEP Environmental Rule of Law: First Global Report. 2019.
2 = Yes ( there is a national legal instrument specifically providing for pollutant release and transfer registers); 
1 = No (There is a pollutant release and transfer register, but there is no specific national legal instrument) ; 0 = No";;;;;;;;;;;;;ZA;ZAF;ZAF;nan
SSD;South Sudan;2019;No;"This indicator records whether a country has a law requiring a pollutant release and transfer register. Information collected and published in these registers can shed light on compliance with permits and other requirements, demonstrating the effectiveness, or ineffectiveness, of current pollution control laws. The data is taken from Figure 3.9: Countries with Pollutant Release and Transfer Registers. p.113. UNEP Environmental Rule of Law: First Global Report. 2019.
2 = Yes ( there is a national legal instrument specifically providing for pollutant release and transfer registers); 
1 = No (There is a pollutant release and transfer register, but there is no specific national legal instrument) ; 0 = No";;;;;;;;;;;;;SS;SSD;SSD;nan
ESP;Spain;2019;Yes, there is a national legal instrument specifically providing for pollutant release and transfer registers;"This indicator records whether a country has a law requiring a pollutant release and transfer register. Information collected and published in these registers can shed light on compliance with permits and other requirements, demonstrating the effectiveness, or ineffectiveness, of current pollution control laws. The data is taken from Figure 3.9: Countries with Pollutant Release and Transfer Registers. p.113. UNEP Environmental Rule of Law: First Global Report. 2019.
2 = Yes ( there is a national legal instrument specifically providing for pollutant release and transfer registers); 
1 = No (There is a pollutant release and transfer register, but there is no specific national legal instrument) ; 0 = No";;;;;;;;;;;;;ES;ESP;ESP;nan
LKA;Sri Lanka;2019;No;"This indicator records whether a country has a law requiring a pollutant release and transfer register. Information collected and published in these registers can shed light on compliance with permits and other requirements, demonstrating the effectiveness, or ineffectiveness, of current pollution control laws. The data is taken from Figure 3.9: Countries with Pollutant Release and Transfer Registers. p.113. UNEP Environmental Rule of Law: First Global Report. 2019.
2 = Yes ( there is a national legal instrument specifically providing for pollutant release and transfer registers); 
1 = No (There is a pollutant release and transfer register, but there is no specific national legal instrument) ; 0 = No";;;;;;;;;;;;;LK;LKA;LKA;nan
SDN;Sudan;2019;No;"This indicator records whether a country has a law requiring a pollutant release and transfer register. Information collected and published in these registers can shed light on compliance with permits and other requirements, demonstrating the effectiveness, or ineffectiveness, of current pollution control laws. The data is taken from Figure 3.9: Countries with Pollutant Release and Transfer Registers. p.113. UNEP Environmental Rule of Law: First Global Report. 2019.
2 = Yes ( there is a national legal instrument specifically providing for pollutant release and transfer registers); 
1 = No (There is a pollutant release and transfer register, but there is no specific national legal instrument) ; 0 = No";;;;;;;;;;;;;SD;SDN;SDN;nan
SUR;Suriname;2019;No;"This indicator records whether a country has a law requiring a pollutant release and transfer register. Information collected and published in these registers can shed light on compliance with permits and other requirements, demonstrating the effectiveness, or ineffectiveness, of current pollution control laws. The data is taken from Figure 3.9: Countries with Pollutant Release and Transfer Registers. p.113. UNEP Environmental Rule of Law: First Global Report. 2019.
2 = Yes ( there is a national legal instrument specifically providing for pollutant release and transfer registers); 
1 = No (There is a pollutant release and transfer register, but there is no specific national legal instrument) ; 0 = No";;;;;;;;;;;;;SR;SUR;SUR;nan
SWE;Sweden;2019;There is a pollutant release and transfer register, but there is no specific national legal instrument;"This indicator records whether a country has a law requiring a pollutant release and transfer register. Information collected and published in these registers can shed light on compliance with permits and other requirements, demonstrating the effectiveness, or ineffectiveness, of current pollution control laws. The data is taken from Figure 3.9: Countries with Pollutant Release and Transfer Registers. p.113. UNEP Environmental Rule of Law: First Global Report. 2019.
2 = Yes ( there is a national legal instrument specifically providing for pollutant release and transfer registers); 
1 = No (There is a pollutant release and transfer register, but there is no specific national legal instrument) ; 0 = No";;;;;;;;;;;;;SE;SWE;SWE;nan
CHE;Switzerland;2019;Yes, there is a national legal instrument specifically providing for pollutant release and transfer registers;"This indicator records whether a country has a law requiring a pollutant release and transfer register. Information collected and published in these registers can shed light on compliance with permits and other requirements, demonstrating the effectiveness, or ineffectiveness, of current pollution control laws. The data is taken from Figure 3.9: Countries with Pollutant Release and Transfer Registers. p.113. UNEP Environmental Rule of Law: First Global Report. 2019.
2 = Yes ( there is a national legal instrument specifically providing for pollutant release and transfer registers); 
1 = No (There is a pollutant release and transfer register, but there is no specific national legal instrument) ; 0 = No";;;;;;;;;;;;;CH;CHE;CHE;nan
SYR;Syria;2019;No;"This indicator records whether a country has a law requiring a pollutant release and transfer register. Information collected and published in these registers can shed light on compliance with permits and other requirements, demonstrating the effectiveness, or ineffectiveness, of current pollution control laws. The data is taken from Figure 3.9: Countries with Pollutant Release and Transfer Registers. p.113. UNEP Environmental Rule of Law: First Global Report. 2019.
2 = Yes ( there is a national legal instrument specifically providing for pollutant release and transfer registers); 
1 = No (There is a pollutant release and transfer register, but there is no specific national legal instrument) ; 0 = No";;;;;;;;;;;;;SY;SYR;SYR;nan
TJK;Tajikistan;2019;No;"This indicator records whether a country has a law requiring a pollutant release and transfer register. Information collected and published in these registers can shed light on compliance with permits and other requirements, demonstrating the effectiveness, or ineffectiveness, of current pollution control laws. The data is taken from Figure 3.9: Countries with Pollutant Release and Transfer Registers. p.113. UNEP Environmental Rule of Law: First Global Report. 2019.
2 = Yes ( there is a national legal instrument specifically providing for pollutant release and transfer registers); 
1 = No (There is a pollutant release and transfer register, but there is no specific national legal instrument) ; 0 = No";;;;;;;;;;;;;TJ;TJK;TJK;nan
TZA;Tanzania;2019;No;"This indicator records whether a country has a law requiring a pollutant release and transfer register. Information collected and published in these registers can shed light on compliance with permits and other requirements, demonstrating the effectiveness, or ineffectiveness, of current pollution control laws. The data is taken from Figure 3.9: Countries with Pollutant Release and Transfer Registers. p.113. UNEP Environmental Rule of Law: First Global Report. 2019.
2 = Yes ( there is a national legal instrument specifically providing for pollutant release and transfer registers); 
1 = No (There is a pollutant release and transfer register, but there is no specific national legal instrument) ; 0 = No";;;;;;;;;;;;;TZ;TZA;TZA;nan
THA;Thailand;2019;No;"This indicator records whether a country has a law requiring a pollutant release and transfer register. Information collected and published in these registers can shed light on compliance with permits and other requirements, demonstrating the effectiveness, or ineffectiveness, of current pollution control laws. The data is taken from Figure 3.9: Countries with Pollutant Release and Transfer Registers. p.113. UNEP Environmental Rule of Law: First Global Report. 2019.
2 = Yes ( there is a national legal instrument specifically providing for pollutant release and transfer registers); 
1 = No (There is a pollutant release and transfer register, but there is no specific national legal instrument) ; 0 = No";;;;;;;;;;;;;TH;THA;THA;nan
TLS;Timor-Leste;2019;No;"This indicator records whether a country has a law requiring a pollutant release and transfer register. Information collected and published in these registers can shed light on compliance with permits and other requirements, demonstrating the effectiveness, or ineffectiveness, of current pollution control laws. The data is taken from Figure 3.9: Countries with Pollutant Release and Transfer Registers. p.113. UNEP Environmental Rule of Law: First Global Report. 2019.
2 = Yes ( there is a national legal instrument specifically providing for pollutant release and transfer registers); 
1 = No (There is a pollutant release and transfer register, but there is no specific national legal instrument) ; 0 = No";;;;;;;;;;;;;;;TLS;nan
TGO;Togo;2019;No;"This indicator records whether a country has a law requiring a pollutant release and transfer register. Information collected and published in these registers can shed light on compliance with permits and other requirements, demonstrating the effectiveness, or ineffectiveness, of current pollution control laws. The data is taken from Figure 3.9: Countries with Pollutant Release and Transfer Registers. p.113. UNEP Environmental Rule of Law: First Global Report. 2019.
2 = Yes ( there is a national legal instrument specifically providing for pollutant release and transfer registers); 
1 = No (There is a pollutant release and transfer register, but there is no specific national legal instrument) ; 0 = No";;;;;;;;;;;;;;;TGO;nan
TON;Tonga;2019;No;"This indicator records whether a country has a law requiring a pollutant release and transfer register. Information collected and published in these registers can shed light on compliance with permits and other requirements, demonstrating the effectiveness, or ineffectiveness, of current pollution control laws. The data is taken from Figure 3.9: Countries with Pollutant Release and Transfer Registers. p.113. UNEP Environmental Rule of Law: First Global Report. 2019.
2 = Yes ( there is a national legal instrument specifically providing for pollutant release and transfer registers); 
1 = No (There is a pollutant release and transfer register, but there is no specific national legal instrument) ; 0 = No";;;;;;;;;;;;;;;TON;nan
TTO;Trinidad and Tobago;2019;No;"This indicator records whether a country has a law requiring a pollutant release and transfer register. Information collected and published in these registers can shed light on compliance with permits and other requirements, demonstrating the effectiveness, or ineffectiveness, of current pollution control laws. The data is taken from Figure 3.9: Countries with Pollutant Release and Transfer Registers. p.113. UNEP Environmental Rule of Law: First Global Report. 2019.
2 = Yes ( there is a national legal instrument specifically providing for pollutant release and transfer registers); 
1 = No (There is a pollutant release and transfer register, but there is no specific national legal instrument) ; 0 = No";;;;;;;;;;;;;;;TTO;nan
TUN;Tunisia;2019;No;"This indicator records whether a country has a law requiring a pollutant release and transfer register. Information collected and published in these registers can shed light on compliance with permits and other requirements, demonstrating the effectiveness, or ineffectiveness, of current pollution control laws. The data is taken from Figure 3.9: Countries with Pollutant Release and Transfer Registers. p.113. UNEP Environmental Rule of Law: First Global Report. 2019.
2 = Yes ( there is a national legal instrument specifically providing for pollutant release and transfer registers); 
1 = No (There is a pollutant release and transfer register, but there is no specific national legal instrument) ; 0 = No";;;;;;;;;;;;;;;TUN;nan
TUR;Turkey;2019;No;"This indicator records whether a country has a law requiring a pollutant release and transfer register. Information collected and published in these registers can shed light on compliance with permits and other requirements, demonstrating the effectiveness, or ineffectiveness, of current pollution control laws. The data is taken from Figure 3.9: Countries with Pollutant Release and Transfer Registers. p.113. UNEP Environmental Rule of Law: First Global Report. 2019.
2 = Yes ( there is a national legal instrument specifically providing for pollutant release and transfer registers); 
1 = No (There is a pollutant release and transfer register, but there is no specific national legal instrument) ; 0 = No";;;;;;;;;;;;;;;TUR;nan
TKM;Turkmenistan;2019;No;"This indicator records whether a country has a law requiring a pollutant release and transfer register. Information collected and published in these registers can shed light on compliance with permits and other requirements, demonstrating the effectiveness, or ineffectiveness, of current pollution control laws. The data is taken from Figure 3.9: Countries with Pollutant Release and Transfer Registers. p.113. UNEP Environmental Rule of Law: First Global Report. 2019.
2 = Yes ( there is a national legal instrument specifically providing for pollutant release and transfer registers); 
1 = No (There is a pollutant release and transfer register, but there is no specific national legal instrument) ; 0 = No";;;;;;;;;;;;;TM;TKM;TKM;nan
TUV;Tuvalu;2019;No;"This indicator records whether a country has a law requiring a pollutant release and transfer register. Information collected and published in these registers can shed light on compliance with permits and other requirements, demonstrating the effectiveness, or ineffectiveness, of current pollution control laws. The data is taken from Figure 3.9: Countries with Pollutant Release and Transfer Registers. p.113. UNEP Environmental Rule of Law: First Global Report. 2019.
2 = Yes ( there is a national legal instrument specifically providing for pollutant release and transfer registers); 
1 = No (There is a pollutant release and transfer register, but there is no specific national legal instrument) ; 0 = No";;;;;;;;;;;;;TV;TUV;TUV;nan
UGA;Uganda;2019;No;"This indicator records whether a country has a law requiring a pollutant release and transfer register. Information collected and published in these registers can shed light on compliance with permits and other requirements, demonstrating the effectiveness, or ineffectiveness, of current pollution control laws. The data is taken from Figure 3.9: Countries with Pollutant Release and Transfer Registers. p.113. UNEP Environmental Rule of Law: First Global Report. 2019.
2 = Yes ( there is a national legal instrument specifically providing for pollutant release and transfer registers); 
1 = No (There is a pollutant release and transfer register, but there is no specific national legal instrument) ; 0 = No";;;;;;;;;;;;;;;UGA;nan
UKR;Ukraine;2019;No;"This indicator records whether a country has a law requiring a pollutant release and transfer register. Information collected and published in these registers can shed light on compliance with permits and other requirements, demonstrating the effectiveness, or ineffectiveness, of current pollution control laws. The data is taken from Figure 3.9: Countries with Pollutant Release and Transfer Registers. p.113. UNEP Environmental Rule of Law: First Global Report. 2019.
2 = Yes ( there is a national legal instrument specifically providing for pollutant release and transfer registers); 
1 = No (There is a pollutant release and transfer register, but there is no specific national legal instrument) ; 0 = No";;;;;;;;;;;;;UA;UKR;UKR;nan
ARE;United Arab Emirates;2019;No;"This indicator records whether a country has a law requiring a pollutant release and transfer register. Information collected and published in these registers can shed light on compliance with permits and other requirements, demonstrating the effectiveness, or ineffectiveness, of current pollution control laws. The data is taken from Figure 3.9: Countries with Pollutant Release and Transfer Registers. p.113. UNEP Environmental Rule of Law: First Global Report. 2019.
2 = Yes ( there is a national legal instrument specifically providing for pollutant release and transfer registers); 
1 = No (There is a pollutant release and transfer register, but there is no specific national legal instrument) ; 0 = No";;;;;;;;;;;;;;;ARE;nan
GBR;United Kingdom;2019;There is a pollutant release and transfer register, but there is no specific national legal instrument;"This indicator records whether a country has a law requiring a pollutant release and transfer register. Information collected and published in these registers can shed light on compliance with permits and other requirements, demonstrating the effectiveness, or ineffectiveness, of current pollution control laws. The data is taken from Figure 3.9: Countries with Pollutant Release and Transfer Registers. p.113. UNEP Environmental Rule of Law: First Global Report. 2019.
2 = Yes ( there is a national legal instrument specifically providing for pollutant release and transfer registers); 
1 = No (There is a pollutant release and transfer register, but there is no specific national legal instrument) ; 0 = No";;;;;;;;;;;;;;;GBR;nan
USA;United States;2019;Yes, there is a national legal instrument specifically providing for pollutant release and transfer registers;"This indicator records whether a country has a law requiring a pollutant release and transfer register. Information collected and published in these registers can shed light on compliance with permits and other requirements, demonstrating the effectiveness, or ineffectiveness, of current pollution control laws. The data is taken from Figure 3.9: Countries with Pollutant Release and Transfer Registers. p.113. UNEP Environmental Rule of Law: First Global Report. 2019.
2 = Yes ( there is a national legal instrument specifically providing for pollutant release and transfer registers); 
1 = No (There is a pollutant release and transfer register, but there is no specific national legal instrument) ; 0 = No";;;;;;;;;;;;;;;USA;nan
URY;Uruguay;2019;No;"This indicator records whether a country has a law requiring a pollutant release and transfer register. Information collected and published in these registers can shed light on compliance with permits and other requirements, demonstrating the effectiveness, or ineffectiveness, of current pollution control laws. The data is taken from Figure 3.9: Countries with Pollutant Release and Transfer Registers. p.113. UNEP Environmental Rule of Law: First Global Report. 2019.
2 = Yes ( there is a national legal instrument specifically providing for pollutant release and transfer registers); 
1 = No (There is a pollutant release and transfer register, but there is no specific national legal instrument) ; 0 = No";;;;;;;;;;;;;;;URY;nan
UZB;Uzbekistan;2019;No;"This indicator records whether a country has a law requiring a pollutant release and transfer register. Information collected and published in these registers can shed light on compliance with permits and other requirements, demonstrating the effectiveness, or ineffectiveness, of current pollution control laws. The data is taken from Figure 3.9: Countries with Pollutant Release and Transfer Registers. p.113. UNEP Environmental Rule of Law: First Global Report. 2019.
2 = Yes ( there is a national legal instrument specifically providing for pollutant release and transfer registers); 
1 = No (There is a pollutant release and transfer register, but there is no specific national legal instrument) ; 0 = No";;;;;;;;;;;;;;;UZB;nan
VUT;Vanuatu;2019;No;"This indicator records whether a country has a law requiring a pollutant release and transfer register. Information collected and published in these registers can shed light on compliance with permits and other requirements, demonstrating the effectiveness, or ineffectiveness, of current pollution control laws. The data is taken from Figure 3.9: Countries with Pollutant Release and Transfer Registers. p.113. UNEP Environmental Rule of Law: First Global Report. 2019.
2 = Yes ( there is a national legal instrument specifically providing for pollutant release and transfer registers); 
1 = No (There is a pollutant release and transfer register, but there is no specific national legal instrument) ; 0 = No";;;;;;;;;;;;;;;VUT;nan
VEN;Venezuela;2019;No;"This indicator records whether a country has a law requiring a pollutant release and transfer register. Information collected and published in these registers can shed light on compliance with permits and other requirements, demonstrating the effectiveness, or ineffectiveness, of current pollution control laws. The data is taken from Figure 3.9: Countries with Pollutant Release and Transfer Registers. p.113. UNEP Environmental Rule of Law: First Global Report. 2019.
2 = Yes ( there is a national legal instrument specifically providing for pollutant release and transfer registers); 
1 = No (There is a pollutant release and transfer register, but there is no specific national legal instrument) ; 0 = No";;;;;;;;;;;;;;;VEN;nan
VNM;Vietnam;2019;No;"This indicator records whether a country has a law requiring a pollutant release and transfer register. Information collected and published in these registers can shed light on compliance with permits and other requirements, demonstrating the effectiveness, or ineffectiveness, of current pollution control laws. The data is taken from Figure 3.9: Countries with Pollutant Release and Transfer Registers. p.113. UNEP Environmental Rule of Law: First Global Report. 2019.
2 = Yes ( there is a national legal instrument specifically providing for pollutant release and transfer registers); 
1 = No (There is a pollutant release and transfer register, but there is no specific national legal instrument) ; 0 = No";;;;;;;;;;;;;;;VNM;nan
YEM;Yemen;2019;No;"This indicator records whether a country has a law requiring a pollutant release and transfer register. Information collected and published in these registers can shed light on compliance with permits and other requirements, demonstrating the effectiveness, or ineffectiveness, of current pollution control laws. The data is taken from Figure 3.9: Countries with Pollutant Release and Transfer Registers. p.113. UNEP Environmental Rule of Law: First Global Report. 2019.
2 = Yes ( there is a national legal instrument specifically providing for pollutant release and transfer registers); 
1 = No (There is a pollutant release and transfer register, but there is no specific national legal instrument) ; 0 = No";;;;;;;;;;;;;;;YEM;nan
ZMB;Zambia;2019;No;"This indicator records whether a country has a law requiring a pollutant release and transfer register. Information collected and published in these registers can shed light on compliance with permits and other requirements, demonstrating the effectiveness, or ineffectiveness, of current pollution control laws. The data is taken from Figure 3.9: Countries with Pollutant Release and Transfer Registers. p.113. UNEP Environmental Rule of Law: First Global Report. 2019.
2 = Yes ( there is a national legal instrument specifically providing for pollutant release and transfer registers); 
1 = No (There is a pollutant release and transfer register, but there is no specific national legal instrument) ; 0 = No";;;;;;;;;;;;;;;ZMB;nan
ZWE;Zimbabwe;2019;No;"This indicator records whether a country has a law requiring a pollutant release and transfer register. Information collected and published in these registers can shed light on compliance with permits and other requirements, demonstrating the effectiveness, or ineffectiveness, of current pollution control laws. The data is taken from Figure 3.9: Countries with Pollutant Release and Transfer Registers. p.113. UNEP Environmental Rule of Law: First Global Report. 2019.
2 = Yes ( there is a national legal instrument specifically providing for pollutant release and transfer registers); 
1 = No (There is a pollutant release and transfer register, but there is no specific national legal instrument) ; 0 = No";;;;;;;;;;;;;;;ZWE;nan
