COUNTRY_ISO_3_original;country_col_not_used;TIME_PERIOD;RAW_OBS_VALUE;ATTR_UNIT_MEASURE;ATTR_INDICATOR_NOTE_OF_SOURCE;ATTR_SOURCE_COMMENT;ATTR_ENCODING_LABELS;ATTR_SOURCE;ATTR_SOURCE_BODY;INDICATOR_CODE;INDICATOR_NAME;INDIATOR_INDEX;INDICATOR_ISSUE;INDICATOR_CATEGORY;INDICATOR_DESCRIPTION;Unnamed: 35;COUNTRY_ISO_2_country_list;COUNTRY_ISO_3_country_list;COUNTRY_ISO_3;ATTR_ENDPOINT
SMR;San Marino;2018.0;Yes, covers all forms of trafficking indicated in the UN Trafficking in Persons Protocol;;"This indicator assesses whether the country has legislation that covers all forms of trafficking as indicated in the UN Trafficking in Persons Protocol. Data is taken from the UNODC Global Reports on Trafficking in Persons. Answers include:
3 = Yes, covers all forms of trafficking indicated in the UN Trafficking in Persons Protocol.
2 = Partially covers forms of trafficking indicated in the UN Trafficking in Persons Protocol.
1 = Does not cover forms of trafficking indicated in the UN Trafficking in Person Protocol
0 = No data";;;;;;;;;;;;SM;SMR;SMR;nan
STP;Sao Tome and Principe;;No data;;"This indicator assesses whether the country has legislation that covers all forms of trafficking as indicated in the UN Trafficking in Persons Protocol. Data is taken from the UNODC Global Reports on Trafficking in Persons. Answers include:
3 = Yes, covers all forms of trafficking indicated in the UN Trafficking in Persons Protocol.
2 = Partially covers forms of trafficking indicated in the UN Trafficking in Persons Protocol.
1 = Does not cover forms of trafficking indicated in the UN Trafficking in Person Protocol
0 = No data";;;;;;;;;;;;ST;STP;STP;nan
SAU;Saudi Arabia;2022.0;Partially covers forms of trafficking indicated in the UN Trafficking in Persons Protocol.;;"This indicator assesses whether the country has legislation that covers all forms of trafficking as indicated in the UN Trafficking in Persons Protocol. Data is taken from the UNODC Global Reports on Trafficking in Persons. Answers include:
3 = Yes, covers all forms of trafficking indicated in the UN Trafficking in Persons Protocol.
2 = Partially covers forms of trafficking indicated in the UN Trafficking in Persons Protocol.
1 = Does not cover forms of trafficking indicated in the UN Trafficking in Person Protocol
0 = No data";;;;;;;;;;;;SA;SAU;SAU;nan
SEN;Senegal;2018.0;Yes, covers all forms of trafficking indicated in the UN Trafficking in Persons Protocol;;"This indicator assesses whether the country has legislation that covers all forms of trafficking as indicated in the UN Trafficking in Persons Protocol. Data is taken from the UNODC Global Reports on Trafficking in Persons. Answers include:
3 = Yes, covers all forms of trafficking indicated in the UN Trafficking in Persons Protocol.
2 = Partially covers forms of trafficking indicated in the UN Trafficking in Persons Protocol.
1 = Does not cover forms of trafficking indicated in the UN Trafficking in Person Protocol
0 = No data";;;;;;;;;;;;SN;SEN;SEN;nan
SRB;Serbia;2022.0;Yes, covers all forms of trafficking indicated in the UN Trafficking in Persons Protocol;;"This indicator assesses whether the country has legislation that covers all forms of trafficking as indicated in the UN Trafficking in Persons Protocol. Data is taken from the UNODC Global Reports on Trafficking in Persons. Answers include:
3 = Yes, covers all forms of trafficking indicated in the UN Trafficking in Persons Protocol.
2 = Partially covers forms of trafficking indicated in the UN Trafficking in Persons Protocol.
1 = Does not cover forms of trafficking indicated in the UN Trafficking in Person Protocol
0 = No data";;;;;;;;;;;;RS;SRB;SRB;nan
SYC;Seychelles;;No data;;"This indicator assesses whether the country has legislation that covers all forms of trafficking as indicated in the UN Trafficking in Persons Protocol. Data is taken from the UNODC Global Reports on Trafficking in Persons. Answers include:
3 = Yes, covers all forms of trafficking indicated in the UN Trafficking in Persons Protocol.
2 = Partially covers forms of trafficking indicated in the UN Trafficking in Persons Protocol.
1 = Does not cover forms of trafficking indicated in the UN Trafficking in Person Protocol
0 = No data";;;;;;;;;;;;SC;SYC;SYC;nan
SLE;Sierra Leone;2018.0;Yes, covers all forms of trafficking indicated in the UN Trafficking in Persons Protocol;;"This indicator assesses whether the country has legislation that covers all forms of trafficking as indicated in the UN Trafficking in Persons Protocol. Data is taken from the UNODC Global Reports on Trafficking in Persons. Answers include:
3 = Yes, covers all forms of trafficking indicated in the UN Trafficking in Persons Protocol.
2 = Partially covers forms of trafficking indicated in the UN Trafficking in Persons Protocol.
1 = Does not cover forms of trafficking indicated in the UN Trafficking in Person Protocol
0 = No data";;;;;;;;;;;;SL;SLE;SLE;nan
SGP;Singapore;2022.0;Yes, covers all forms of trafficking indicated in the UN Trafficking in Persons Protocol;;"This indicator assesses whether the country has legislation that covers all forms of trafficking as indicated in the UN Trafficking in Persons Protocol. Data is taken from the UNODC Global Reports on Trafficking in Persons. Answers include:
3 = Yes, covers all forms of trafficking indicated in the UN Trafficking in Persons Protocol.
2 = Partially covers forms of trafficking indicated in the UN Trafficking in Persons Protocol.
1 = Does not cover forms of trafficking indicated in the UN Trafficking in Person Protocol
0 = No data";;;;;;;;;;;;SG;SGP;SGP;nan
SVK;Slovakia;2022.0;Yes, covers all forms of trafficking indicated in the UN Trafficking in Persons Protocol;;"This indicator assesses whether the country has legislation that covers all forms of trafficking as indicated in the UN Trafficking in Persons Protocol. Data is taken from the UNODC Global Reports on Trafficking in Persons. Answers include:
3 = Yes, covers all forms of trafficking indicated in the UN Trafficking in Persons Protocol.
2 = Partially covers forms of trafficking indicated in the UN Trafficking in Persons Protocol.
1 = Does not cover forms of trafficking indicated in the UN Trafficking in Person Protocol
0 = No data";;;;;;;;;;;;;;SVK;nan
SVN;Slovenia;2022.0;Yes, covers all forms of trafficking indicated in the UN Trafficking in Persons Protocol;;"This indicator assesses whether the country has legislation that covers all forms of trafficking as indicated in the UN Trafficking in Persons Protocol. Data is taken from the UNODC Global Reports on Trafficking in Persons. Answers include:
3 = Yes, covers all forms of trafficking indicated in the UN Trafficking in Persons Protocol.
2 = Partially covers forms of trafficking indicated in the UN Trafficking in Persons Protocol.
1 = Does not cover forms of trafficking indicated in the UN Trafficking in Person Protocol
0 = No data";;;;;;;;;;;;SI;SVN;SVN;nan
SLB;Solomon Islands;2022.0;Yes, covers all forms of trafficking indicated in the UN Trafficking in Persons Protocol;;"This indicator assesses whether the country has legislation that covers all forms of trafficking as indicated in the UN Trafficking in Persons Protocol. Data is taken from the UNODC Global Reports on Trafficking in Persons. Answers include:
3 = Yes, covers all forms of trafficking indicated in the UN Trafficking in Persons Protocol.
2 = Partially covers forms of trafficking indicated in the UN Trafficking in Persons Protocol.
1 = Does not cover forms of trafficking indicated in the UN Trafficking in Person Protocol
0 = No data";;;;;;;;;;;;SB;SLB;SLB;nan
SOM;Somalia;2022.0;Does not cover forms of trafficking indicated in the UN Trafficking in Person Protocol;;"This indicator assesses whether the country has legislation that covers all forms of trafficking as indicated in the UN Trafficking in Persons Protocol. Data is taken from the UNODC Global Reports on Trafficking in Persons. Answers include:
3 = Yes, covers all forms of trafficking indicated in the UN Trafficking in Persons Protocol.
2 = Partially covers forms of trafficking indicated in the UN Trafficking in Persons Protocol.
1 = Does not cover forms of trafficking indicated in the UN Trafficking in Person Protocol
0 = No data";;;;;;;;;;;;SO;SOM;SOM;nan
ZAF;South Africa;2022.0;Yes, covers all forms of trafficking indicated in the UN Trafficking in Persons Protocol;;"This indicator assesses whether the country has legislation that covers all forms of trafficking as indicated in the UN Trafficking in Persons Protocol. Data is taken from the UNODC Global Reports on Trafficking in Persons. Answers include:
3 = Yes, covers all forms of trafficking indicated in the UN Trafficking in Persons Protocol.
2 = Partially covers forms of trafficking indicated in the UN Trafficking in Persons Protocol.
1 = Does not cover forms of trafficking indicated in the UN Trafficking in Person Protocol
0 = No data";;;;;;;;;;;;ZA;ZAF;ZAF;nan
SSD;South Sudan;;No data;;"This indicator assesses whether the country has legislation that covers all forms of trafficking as indicated in the UN Trafficking in Persons Protocol. Data is taken from the UNODC Global Reports on Trafficking in Persons. Answers include:
3 = Yes, covers all forms of trafficking indicated in the UN Trafficking in Persons Protocol.
2 = Partially covers forms of trafficking indicated in the UN Trafficking in Persons Protocol.
1 = Does not cover forms of trafficking indicated in the UN Trafficking in Person Protocol
0 = No data";;;;;;;;;;;;SS;SSD;SSD;nan
ESP;Spain;2022.0;Yes, covers all forms of trafficking indicated in the UN Trafficking in Persons Protocol;;"This indicator assesses whether the country has legislation that covers all forms of trafficking as indicated in the UN Trafficking in Persons Protocol. Data is taken from the UNODC Global Reports on Trafficking in Persons. Answers include:
3 = Yes, covers all forms of trafficking indicated in the UN Trafficking in Persons Protocol.
2 = Partially covers forms of trafficking indicated in the UN Trafficking in Persons Protocol.
1 = Does not cover forms of trafficking indicated in the UN Trafficking in Person Protocol
0 = No data";;;;;;;;;;;;ES;ESP;ESP;nan
LKA;Sri Lanka;2018.0;Yes, covers all forms of trafficking indicated in the UN Trafficking in Persons Protocol;;"This indicator assesses whether the country has legislation that covers all forms of trafficking as indicated in the UN Trafficking in Persons Protocol. Data is taken from the UNODC Global Reports on Trafficking in Persons. Answers include:
3 = Yes, covers all forms of trafficking indicated in the UN Trafficking in Persons Protocol.
2 = Partially covers forms of trafficking indicated in the UN Trafficking in Persons Protocol.
1 = Does not cover forms of trafficking indicated in the UN Trafficking in Person Protocol
0 = No data";;;;;;;;;;;;LK;LKA;LKA;nan
SDN;Sudan;2022.0;Partially covers forms of trafficking indicated in the UN Trafficking in Persons Protocol.;;"This indicator assesses whether the country has legislation that covers all forms of trafficking as indicated in the UN Trafficking in Persons Protocol. Data is taken from the UNODC Global Reports on Trafficking in Persons. Answers include:
3 = Yes, covers all forms of trafficking indicated in the UN Trafficking in Persons Protocol.
2 = Partially covers forms of trafficking indicated in the UN Trafficking in Persons Protocol.
1 = Does not cover forms of trafficking indicated in the UN Trafficking in Person Protocol
0 = No data";;;;;;;;;;;;SD;SDN;SDN;nan
SUR;Suriname;2016.0;Yes, covers all forms of trafficking indicated in the UN Trafficking in Persons Protocol;;"This indicator assesses whether the country has legislation that covers all forms of trafficking as indicated in the UN Trafficking in Persons Protocol. Data is taken from the UNODC Global Reports on Trafficking in Persons. Answers include:
3 = Yes, covers all forms of trafficking indicated in the UN Trafficking in Persons Protocol.
2 = Partially covers forms of trafficking indicated in the UN Trafficking in Persons Protocol.
1 = Does not cover forms of trafficking indicated in the UN Trafficking in Person Protocol
0 = No data";;;;;;;;;;;;SR;SUR;SUR;nan
SWE;Sweden;2022.0;Yes, covers all forms of trafficking indicated in the UN Trafficking in Persons Protocol;;"This indicator assesses whether the country has legislation that covers all forms of trafficking as indicated in the UN Trafficking in Persons Protocol. Data is taken from the UNODC Global Reports on Trafficking in Persons. Answers include:
3 = Yes, covers all forms of trafficking indicated in the UN Trafficking in Persons Protocol.
2 = Partially covers forms of trafficking indicated in the UN Trafficking in Persons Protocol.
1 = Does not cover forms of trafficking indicated in the UN Trafficking in Person Protocol
0 = No data";;;;;;;;;;;;SE;SWE;SWE;nan
CHE;Switzerland;2022.0;Yes, covers all forms of trafficking indicated in the UN Trafficking in Persons Protocol;;"This indicator assesses whether the country has legislation that covers all forms of trafficking as indicated in the UN Trafficking in Persons Protocol. Data is taken from the UNODC Global Reports on Trafficking in Persons. Answers include:
3 = Yes, covers all forms of trafficking indicated in the UN Trafficking in Persons Protocol.
2 = Partially covers forms of trafficking indicated in the UN Trafficking in Persons Protocol.
1 = Does not cover forms of trafficking indicated in the UN Trafficking in Person Protocol
0 = No data";;;;;;;;;;;;CH;CHE;CHE;nan
SYR;Syria;2022.0;Yes, covers all forms of trafficking indicated in the UN Trafficking in Persons Protocol;;"This indicator assesses whether the country has legislation that covers all forms of trafficking as indicated in the UN Trafficking in Persons Protocol. Data is taken from the UNODC Global Reports on Trafficking in Persons. Answers include:
3 = Yes, covers all forms of trafficking indicated in the UN Trafficking in Persons Protocol.
2 = Partially covers forms of trafficking indicated in the UN Trafficking in Persons Protocol.
1 = Does not cover forms of trafficking indicated in the UN Trafficking in Person Protocol
0 = No data";;;;;;;;;;;;SY;SYR;SYR;nan
TJK;Tajikistan;2022.0;Partially covers forms of trafficking indicated in the UN Trafficking in Persons Protocol.;;"This indicator assesses whether the country has legislation that covers all forms of trafficking as indicated in the UN Trafficking in Persons Protocol. Data is taken from the UNODC Global Reports on Trafficking in Persons. Answers include:
3 = Yes, covers all forms of trafficking indicated in the UN Trafficking in Persons Protocol.
2 = Partially covers forms of trafficking indicated in the UN Trafficking in Persons Protocol.
1 = Does not cover forms of trafficking indicated in the UN Trafficking in Person Protocol
0 = No data";;;;;;;;;;;;TJ;TJK;TJK;nan
TZA;Tanzania;2022.0;Yes, covers all forms of trafficking indicated in the UN Trafficking in Persons Protocol;;"This indicator assesses whether the country has legislation that covers all forms of trafficking as indicated in the UN Trafficking in Persons Protocol. Data is taken from the UNODC Global Reports on Trafficking in Persons. Answers include:
3 = Yes, covers all forms of trafficking indicated in the UN Trafficking in Persons Protocol.
2 = Partially covers forms of trafficking indicated in the UN Trafficking in Persons Protocol.
1 = Does not cover forms of trafficking indicated in the UN Trafficking in Person Protocol
0 = No data";;;;;;;;;;;;TZ;TZA;TZA;nan
THA;Thailand;2018.0;Yes, covers all forms of trafficking indicated in the UN Trafficking in Persons Protocol;;"This indicator assesses whether the country has legislation that covers all forms of trafficking as indicated in the UN Trafficking in Persons Protocol. Data is taken from the UNODC Global Reports on Trafficking in Persons. Answers include:
3 = Yes, covers all forms of trafficking indicated in the UN Trafficking in Persons Protocol.
2 = Partially covers forms of trafficking indicated in the UN Trafficking in Persons Protocol.
1 = Does not cover forms of trafficking indicated in the UN Trafficking in Person Protocol
0 = No data";;;;;;;;;;;;TH;THA;THA;nan
TLS;Timor-Leste;2018.0;Yes, covers all forms of trafficking indicated in the UN Trafficking in Persons Protocol;;"This indicator assesses whether the country has legislation that covers all forms of trafficking as indicated in the UN Trafficking in Persons Protocol. Data is taken from the UNODC Global Reports on Trafficking in Persons. Answers include:
3 = Yes, covers all forms of trafficking indicated in the UN Trafficking in Persons Protocol.
2 = Partially covers forms of trafficking indicated in the UN Trafficking in Persons Protocol.
1 = Does not cover forms of trafficking indicated in the UN Trafficking in Person Protocol
0 = No data";;;;;;;;;;;;;;TLS;nan
TGO;Togo;2022.0;Partially covers forms of trafficking indicated in the UN Trafficking in Persons Protocol.;;"This indicator assesses whether the country has legislation that covers all forms of trafficking as indicated in the UN Trafficking in Persons Protocol. Data is taken from the UNODC Global Reports on Trafficking in Persons. Answers include:
3 = Yes, covers all forms of trafficking indicated in the UN Trafficking in Persons Protocol.
2 = Partially covers forms of trafficking indicated in the UN Trafficking in Persons Protocol.
1 = Does not cover forms of trafficking indicated in the UN Trafficking in Person Protocol
0 = No data";;;;;;;;;;;;;;TGO;nan
TON;Tonga;2022.0;Partially covers forms of trafficking indicated in the UN Trafficking in Persons Protocol.;;"This indicator assesses whether the country has legislation that covers all forms of trafficking as indicated in the UN Trafficking in Persons Protocol. Data is taken from the UNODC Global Reports on Trafficking in Persons. Answers include:
3 = Yes, covers all forms of trafficking indicated in the UN Trafficking in Persons Protocol.
2 = Partially covers forms of trafficking indicated in the UN Trafficking in Persons Protocol.
1 = Does not cover forms of trafficking indicated in the UN Trafficking in Person Protocol
0 = No data";;;;;;;;;;;;;;TON;nan
TTO;Trinidad and Tobago;2022.0;Yes, covers all forms of trafficking indicated in the UN Trafficking in Persons Protocol;;"This indicator assesses whether the country has legislation that covers all forms of trafficking as indicated in the UN Trafficking in Persons Protocol. Data is taken from the UNODC Global Reports on Trafficking in Persons. Answers include:
3 = Yes, covers all forms of trafficking indicated in the UN Trafficking in Persons Protocol.
2 = Partially covers forms of trafficking indicated in the UN Trafficking in Persons Protocol.
1 = Does not cover forms of trafficking indicated in the UN Trafficking in Person Protocol
0 = No data";;;;;;;;;;;;;;TTO;nan
TUN;Tunisia;2022.0;Yes, covers all forms of trafficking indicated in the UN Trafficking in Persons Protocol;;"This indicator assesses whether the country has legislation that covers all forms of trafficking as indicated in the UN Trafficking in Persons Protocol. Data is taken from the UNODC Global Reports on Trafficking in Persons. Answers include:
3 = Yes, covers all forms of trafficking indicated in the UN Trafficking in Persons Protocol.
2 = Partially covers forms of trafficking indicated in the UN Trafficking in Persons Protocol.
1 = Does not cover forms of trafficking indicated in the UN Trafficking in Person Protocol
0 = No data";;;;;;;;;;;;;;TUN;nan
TUR;Turkey;2022.0;Yes, covers all forms of trafficking indicated in the UN Trafficking in Persons Protocol;;"This indicator assesses whether the country has legislation that covers all forms of trafficking as indicated in the UN Trafficking in Persons Protocol. Data is taken from the UNODC Global Reports on Trafficking in Persons. Answers include:
3 = Yes, covers all forms of trafficking indicated in the UN Trafficking in Persons Protocol.
2 = Partially covers forms of trafficking indicated in the UN Trafficking in Persons Protocol.
1 = Does not cover forms of trafficking indicated in the UN Trafficking in Person Protocol
0 = No data";;;;;;;;;;;;;;TUR;nan
TKM;Turkmenistan;2018.0;Yes, covers all forms of trafficking indicated in the UN Trafficking in Persons Protocol;;"This indicator assesses whether the country has legislation that covers all forms of trafficking as indicated in the UN Trafficking in Persons Protocol. Data is taken from the UNODC Global Reports on Trafficking in Persons. Answers include:
3 = Yes, covers all forms of trafficking indicated in the UN Trafficking in Persons Protocol.
2 = Partially covers forms of trafficking indicated in the UN Trafficking in Persons Protocol.
1 = Does not cover forms of trafficking indicated in the UN Trafficking in Person Protocol
0 = No data";;;;;;;;;;;;TM;TKM;TKM;nan
TUV;Tuvalu;;No data;;"This indicator assesses whether the country has legislation that covers all forms of trafficking as indicated in the UN Trafficking in Persons Protocol. Data is taken from the UNODC Global Reports on Trafficking in Persons. Answers include:
3 = Yes, covers all forms of trafficking indicated in the UN Trafficking in Persons Protocol.
2 = Partially covers forms of trafficking indicated in the UN Trafficking in Persons Protocol.
1 = Does not cover forms of trafficking indicated in the UN Trafficking in Person Protocol
0 = No data";;;;;;;;;;;;TV;TUV;TUV;nan
UGA;Uganda;2022.0;Yes, covers all forms of trafficking indicated in the UN Trafficking in Persons Protocol;;"This indicator assesses whether the country has legislation that covers all forms of trafficking as indicated in the UN Trafficking in Persons Protocol. Data is taken from the UNODC Global Reports on Trafficking in Persons. Answers include:
3 = Yes, covers all forms of trafficking indicated in the UN Trafficking in Persons Protocol.
2 = Partially covers forms of trafficking indicated in the UN Trafficking in Persons Protocol.
1 = Does not cover forms of trafficking indicated in the UN Trafficking in Person Protocol
0 = No data";;;;;;;;;;;;;;UGA;nan
UKR;Ukraine;2022.0;Yes, covers all forms of trafficking indicated in the UN Trafficking in Persons Protocol;;"This indicator assesses whether the country has legislation that covers all forms of trafficking as indicated in the UN Trafficking in Persons Protocol. Data is taken from the UNODC Global Reports on Trafficking in Persons. Answers include:
3 = Yes, covers all forms of trafficking indicated in the UN Trafficking in Persons Protocol.
2 = Partially covers forms of trafficking indicated in the UN Trafficking in Persons Protocol.
1 = Does not cover forms of trafficking indicated in the UN Trafficking in Person Protocol
0 = No data";;;;;;;;;;;;UA;UKR;UKR;nan
ARE;United Arab Emirates;2022.0;Yes, covers all forms of trafficking indicated in the UN Trafficking in Persons Protocol;;"This indicator assesses whether the country has legislation that covers all forms of trafficking as indicated in the UN Trafficking in Persons Protocol. Data is taken from the UNODC Global Reports on Trafficking in Persons. Answers include:
3 = Yes, covers all forms of trafficking indicated in the UN Trafficking in Persons Protocol.
2 = Partially covers forms of trafficking indicated in the UN Trafficking in Persons Protocol.
1 = Does not cover forms of trafficking indicated in the UN Trafficking in Person Protocol
0 = No data";;;;;;;;;;;;;;ARE;nan
GBR;United Kingdom;2022.0;Yes, covers all forms of trafficking indicated in the UN Trafficking in Persons Protocol;;"This indicator assesses whether the country has legislation that covers all forms of trafficking as indicated in the UN Trafficking in Persons Protocol. Data is taken from the UNODC Global Reports on Trafficking in Persons. Answers include:
3 = Yes, covers all forms of trafficking indicated in the UN Trafficking in Persons Protocol.
2 = Partially covers forms of trafficking indicated in the UN Trafficking in Persons Protocol.
1 = Does not cover forms of trafficking indicated in the UN Trafficking in Person Protocol
0 = No data";;;;;;;;;;;;;;GBR;nan
USA;United States;2022.0;Partially covers forms of trafficking indicated in the UN Trafficking in Persons Protocol.;;"This indicator assesses whether the country has legislation that covers all forms of trafficking as indicated in the UN Trafficking in Persons Protocol. Data is taken from the UNODC Global Reports on Trafficking in Persons. Answers include:
3 = Yes, covers all forms of trafficking indicated in the UN Trafficking in Persons Protocol.
2 = Partially covers forms of trafficking indicated in the UN Trafficking in Persons Protocol.
1 = Does not cover forms of trafficking indicated in the UN Trafficking in Person Protocol
0 = No data";;;;;;;;;;;;;;USA;nan
URY;Uruguay;2022.0;Yes, covers all forms of trafficking indicated in the UN Trafficking in Persons Protocol;;"This indicator assesses whether the country has legislation that covers all forms of trafficking as indicated in the UN Trafficking in Persons Protocol. Data is taken from the UNODC Global Reports on Trafficking in Persons. Answers include:
3 = Yes, covers all forms of trafficking indicated in the UN Trafficking in Persons Protocol.
2 = Partially covers forms of trafficking indicated in the UN Trafficking in Persons Protocol.
1 = Does not cover forms of trafficking indicated in the UN Trafficking in Person Protocol
0 = No data";;;;;;;;;;;;;;URY;nan
UZB;Uzbekistan;2022.0;Yes, covers all forms of trafficking indicated in the UN Trafficking in Persons Protocol;;"This indicator assesses whether the country has legislation that covers all forms of trafficking as indicated in the UN Trafficking in Persons Protocol. Data is taken from the UNODC Global Reports on Trafficking in Persons. Answers include:
3 = Yes, covers all forms of trafficking indicated in the UN Trafficking in Persons Protocol.
2 = Partially covers forms of trafficking indicated in the UN Trafficking in Persons Protocol.
1 = Does not cover forms of trafficking indicated in the UN Trafficking in Person Protocol
0 = No data";;;;;;;;;;;;;;UZB;nan
VUT;Vanuatu;2022.0;Does not cover forms of trafficking indicated in the UN Trafficking in Person Protocol;;"This indicator assesses whether the country has legislation that covers all forms of trafficking as indicated in the UN Trafficking in Persons Protocol. Data is taken from the UNODC Global Reports on Trafficking in Persons. Answers include:
3 = Yes, covers all forms of trafficking indicated in the UN Trafficking in Persons Protocol.
2 = Partially covers forms of trafficking indicated in the UN Trafficking in Persons Protocol.
1 = Does not cover forms of trafficking indicated in the UN Trafficking in Person Protocol
0 = No data";;;;;;;;;;;;;;VUT;nan
VEN;Venezuela;2018.0;Yes, covers all forms of trafficking indicated in the UN Trafficking in Persons Protocol;;"This indicator assesses whether the country has legislation that covers all forms of trafficking as indicated in the UN Trafficking in Persons Protocol. Data is taken from the UNODC Global Reports on Trafficking in Persons. Answers include:
3 = Yes, covers all forms of trafficking indicated in the UN Trafficking in Persons Protocol.
2 = Partially covers forms of trafficking indicated in the UN Trafficking in Persons Protocol.
1 = Does not cover forms of trafficking indicated in the UN Trafficking in Person Protocol
0 = No data";;;;;;;;;;;;;;VEN;nan
VNM;Vietnam;2018.0;Yes, covers all forms of trafficking indicated in the UN Trafficking in Persons Protocol;;"This indicator assesses whether the country has legislation that covers all forms of trafficking as indicated in the UN Trafficking in Persons Protocol. Data is taken from the UNODC Global Reports on Trafficking in Persons. Answers include:
3 = Yes, covers all forms of trafficking indicated in the UN Trafficking in Persons Protocol.
2 = Partially covers forms of trafficking indicated in the UN Trafficking in Persons Protocol.
1 = Does not cover forms of trafficking indicated in the UN Trafficking in Person Protocol
0 = No data";;;;;;;;;;;;;;VNM;nan
YEM;Yemen;2016.0;Does not cover forms of trafficking indicated in the UN Trafficking in Person Protocol;;"This indicator assesses whether the country has legislation that covers all forms of trafficking as indicated in the UN Trafficking in Persons Protocol. Data is taken from the UNODC Global Reports on Trafficking in Persons. Answers include:
3 = Yes, covers all forms of trafficking indicated in the UN Trafficking in Persons Protocol.
2 = Partially covers forms of trafficking indicated in the UN Trafficking in Persons Protocol.
1 = Does not cover forms of trafficking indicated in the UN Trafficking in Person Protocol
0 = No data";;;;;;;;;;;;;;YEM;nan
ZMB;Zambia;2022.0;Yes, covers all forms of trafficking indicated in the UN Trafficking in Persons Protocol;;"This indicator assesses whether the country has legislation that covers all forms of trafficking as indicated in the UN Trafficking in Persons Protocol. Data is taken from the UNODC Global Reports on Trafficking in Persons. Answers include:
3 = Yes, covers all forms of trafficking indicated in the UN Trafficking in Persons Protocol.
2 = Partially covers forms of trafficking indicated in the UN Trafficking in Persons Protocol.
1 = Does not cover forms of trafficking indicated in the UN Trafficking in Person Protocol
0 = No data";;;;;;;;;;;;;;ZMB;nan
ZWE;Zimbabwe;2022.0;Yes, covers all forms of trafficking indicated in the UN Trafficking in Persons Protocol;;"This indicator assesses whether the country has legislation that covers all forms of trafficking as indicated in the UN Trafficking in Persons Protocol. Data is taken from the UNODC Global Reports on Trafficking in Persons. Answers include:
3 = Yes, covers all forms of trafficking indicated in the UN Trafficking in Persons Protocol.
2 = Partially covers forms of trafficking indicated in the UN Trafficking in Persons Protocol.
1 = Does not cover forms of trafficking indicated in the UN Trafficking in Person Protocol
0 = No data";;;;;;;;;;;;;;ZWE;nan
