DATAFLOW;REF_AREA:Geographic area;INDICATOR:Indicator;SEX:Sex;AGE:Current age;EDUCATION_LEVEL:Education Level;WEALTH_QUINTILE:Wealth Quintile;RESIDENCE:Residence;NUMBER_CHLD:Number of Living Children;TIME_PERIOD:Time period;OBS_VALUE:Observation Value;UNIT_MULTIPLIER:Unit multiplier;UNIT_MEASURE:Unit of measure;SOURCE_LINK:Citation of or link to the data source;SERIES_FOOTNOTE:Series footnote;SOWC_FLAG_C:SOWC flag C;SOWC_FLAG_A:SOWC flag A;SOWC_FLAG_B:SOWC flag B;OBS_STATUS:Observation Status;OBS_CONF:Observation confidentaility;DATA_SOURCE:Data Source;LOWER_BOUND:Lower Bound;UPPER_BOUND:Upper Bound;WGTD_SAMPL_SIZE:Weighted Sample Size;UNWGTD_SAMPL_SIZE:Unweighted Sample Size;TIME_PERIOD_METHOD:Time period activity related to when the data are collected;COVERAGE_TIME:The period of time for which data are provided;FREQ_COLL:Time interval at which the source data are collected;OBS_FOOTNOTE:Observation footnote;ATTR_ENDPOINT
UNICEF:PT(1.0): Child Protection;SWE: Sweden;PT_ST_13-15_BUL_30-DYS: Percentage of students (aged 13-15 years) who reported being bullied on 1 or more days in the past 30 days;M: Male;Y13T15: 13 to 15 years;_T: Total;_T: Total;_T: Total;_T: Total;2018;17.659;;PCNT: %;;;;;;RA: Reanalysed;F: Free;HBSC 2017/18;;;;;EOF: End of fieldwork;2017-18;0: Not Known;;https://sdmx.data.unicef.org/ws/public/sdmxapi/rest/data/UNICEF,PT,1.0/.PT_ST_13-15_BUL_30-DYS......?format=sdmx-csv
UNICEF:PT(1.0): Child Protection;SWE: Sweden;PT_ST_13-15_BUL_30-DYS: Percentage of students (aged 13-15 years) who reported being bullied on 1 or more days in the past 30 days;_T: Total;Y13T15: 13 to 15 years;_T: Total;_T: Total;_T: Total;_T: Total;2018;18.09;;PCNT: %;;;;;;RA: Reanalysed;F: Free;HBSC 2017/18;;;;;EOF: End of fieldwork;2017-18;0: Not Known;;https://sdmx.data.unicef.org/ws/public/sdmxapi/rest/data/UNICEF,PT,1.0/.PT_ST_13-15_BUL_30-DYS......?format=sdmx-csv
UNICEF:PT(1.0): Child Protection;SWZ: Eswatini;PT_ST_13-15_BUL_30-DYS: Percentage of students (aged 13-15 years) who reported being bullied on 1 or more days in the past 30 days;F: Female;Y13T15: 13 to 15 years;_T: Total;_T: Total;_T: Total;_T: Total;2013;31.2;;PCNT: %;;;;;;RP: Reported;F: Free;GSHS 2013;;;;;EOF: End of fieldwork;2013;0: Not Known;;https://sdmx.data.unicef.org/ws/public/sdmxapi/rest/data/UNICEF,PT,1.0/.PT_ST_13-15_BUL_30-DYS......?format=sdmx-csv
UNICEF:PT(1.0): Child Protection;SWZ: Eswatini;PT_ST_13-15_BUL_30-DYS: Percentage of students (aged 13-15 years) who reported being bullied on 1 or more days in the past 30 days;M: Male;Y13T15: 13 to 15 years;_T: Total;_T: Total;_T: Total;_T: Total;2013;33.1;;PCNT: %;;;;;;RP: Reported;F: Free;GSHS 2013;;;;;EOF: End of fieldwork;2013;0: Not Known;;https://sdmx.data.unicef.org/ws/public/sdmxapi/rest/data/UNICEF,PT,1.0/.PT_ST_13-15_BUL_30-DYS......?format=sdmx-csv
UNICEF:PT(1.0): Child Protection;SWZ: Eswatini;PT_ST_13-15_BUL_30-DYS: Percentage of students (aged 13-15 years) who reported being bullied on 1 or more days in the past 30 days;_T: Total;Y13T15: 13 to 15 years;_T: Total;_T: Total;_T: Total;_T: Total;2013;32.1;;PCNT: %;;;;;;RP: Reported;F: Free;GSHS 2013;;;;;EOF: End of fieldwork;2013;0: Not Known;;https://sdmx.data.unicef.org/ws/public/sdmxapi/rest/data/UNICEF,PT,1.0/.PT_ST_13-15_BUL_30-DYS......?format=sdmx-csv
UNICEF:PT(1.0): Child Protection;SYC: Seychelles;PT_ST_13-15_BUL_30-DYS: Percentage of students (aged 13-15 years) who reported being bullied on 1 or more days in the past 30 days;F: Female;Y13T15: 13 to 15 years;_T: Total;_T: Total;_T: Total;_T: Total;2015;49.9;;PCNT: %;;;;;;RP: Reported;F: Free;GSHS 2015;;;;;EOF: End of fieldwork;2015;0: Not Known;;https://sdmx.data.unicef.org/ws/public/sdmxapi/rest/data/UNICEF,PT,1.0/.PT_ST_13-15_BUL_30-DYS......?format=sdmx-csv
UNICEF:PT(1.0): Child Protection;SYC: Seychelles;PT_ST_13-15_BUL_30-DYS: Percentage of students (aged 13-15 years) who reported being bullied on 1 or more days in the past 30 days;M: Male;Y13T15: 13 to 15 years;_T: Total;_T: Total;_T: Total;_T: Total;2015;44.5;;PCNT: %;;;;;;RP: Reported;F: Free;GSHS 2015;;;;;EOF: End of fieldwork;2015;0: Not Known;;https://sdmx.data.unicef.org/ws/public/sdmxapi/rest/data/UNICEF,PT,1.0/.PT_ST_13-15_BUL_30-DYS......?format=sdmx-csv
UNICEF:PT(1.0): Child Protection;SYC: Seychelles;PT_ST_13-15_BUL_30-DYS: Percentage of students (aged 13-15 years) who reported being bullied on 1 or more days in the past 30 days;_T: Total;Y13T15: 13 to 15 years;_T: Total;_T: Total;_T: Total;_T: Total;2015;47.4;;PCNT: %;;;;;;RP: Reported;F: Free;GSHS 2015;;;;;EOF: End of fieldwork;2015;0: Not Known;;https://sdmx.data.unicef.org/ws/public/sdmxapi/rest/data/UNICEF,PT,1.0/.PT_ST_13-15_BUL_30-DYS......?format=sdmx-csv
UNICEF:PT(1.0): Child Protection;THA: Thailand;PT_ST_13-15_BUL_30-DYS: Percentage of students (aged 13-15 years) who reported being bullied on 1 or more days in the past 30 days;F: Female;Y13T15: 13 to 15 years;_T: Total;_T: Total;_T: Total;_T: Total;2015;27.8;;PCNT: %;;;;;;RP: Reported;F: Free;GSHS 2015;;;;;EOF: End of fieldwork;2015;0: Not Known;;https://sdmx.data.unicef.org/ws/public/sdmxapi/rest/data/UNICEF,PT,1.0/.PT_ST_13-15_BUL_30-DYS......?format=sdmx-csv
UNICEF:PT(1.0): Child Protection;THA: Thailand;PT_ST_13-15_BUL_30-DYS: Percentage of students (aged 13-15 years) who reported being bullied on 1 or more days in the past 30 days;M: Male;Y13T15: 13 to 15 years;_T: Total;_T: Total;_T: Total;_T: Total;2015;38.3;;PCNT: %;;;;;;RP: Reported;F: Free;GSHS 2015;;;;;EOF: End of fieldwork;2015;0: Not Known;;https://sdmx.data.unicef.org/ws/public/sdmxapi/rest/data/UNICEF,PT,1.0/.PT_ST_13-15_BUL_30-DYS......?format=sdmx-csv
UNICEF:PT(1.0): Child Protection;THA: Thailand;PT_ST_13-15_BUL_30-DYS: Percentage of students (aged 13-15 years) who reported being bullied on 1 or more days in the past 30 days;_T: Total;Y13T15: 13 to 15 years;_T: Total;_T: Total;_T: Total;_T: Total;2015;33.2;;PCNT: %;;;;;;RP: Reported;F: Free;GSHS 2015;;;;;EOF: End of fieldwork;2015;0: Not Known;;https://sdmx.data.unicef.org/ws/public/sdmxapi/rest/data/UNICEF,PT,1.0/.PT_ST_13-15_BUL_30-DYS......?format=sdmx-csv
UNICEF:PT(1.0): Child Protection;TJK: Tajikistan;PT_ST_13-15_BUL_30-DYS: Percentage of students (aged 13-15 years) who reported being bullied on 1 or more days in the past 30 days;F: Female;Y13T15: 13 to 15 years;_T: Total;_T: Total;_T: Total;_T: Total;2006;7.1;;PCNT: %;;;;x: Data refer to years or periods other than those specified in the column heading. Such data are not included in the calculation of regional and global averages. Estimates from data years prior to 2000 are not displayed.;;RP: Reported;F: Free;GSHS 2006;;;;;EOF: End of fieldwork;2006;0: Not Known;;https://sdmx.data.unicef.org/ws/public/sdmxapi/rest/data/UNICEF,PT,1.0/.PT_ST_13-15_BUL_30-DYS......?format=sdmx-csv
UNICEF:PT(1.0): Child Protection;TJK: Tajikistan;PT_ST_13-15_BUL_30-DYS: Percentage of students (aged 13-15 years) who reported being bullied on 1 or more days in the past 30 days;M: Male;Y13T15: 13 to 15 years;_T: Total;_T: Total;_T: Total;_T: Total;2006;7.1;;PCNT: %;;;;x: Data refer to years or periods other than those specified in the column heading. Such data are not included in the calculation of regional and global averages. Estimates from data years prior to 2000 are not displayed.;;RP: Reported;F: Free;GSHS 2006;;;;;EOF: End of fieldwork;2006;0: Not Known;;https://sdmx.data.unicef.org/ws/public/sdmxapi/rest/data/UNICEF,PT,1.0/.PT_ST_13-15_BUL_30-DYS......?format=sdmx-csv
UNICEF:PT(1.0): Child Protection;TJK: Tajikistan;PT_ST_13-15_BUL_30-DYS: Percentage of students (aged 13-15 years) who reported being bullied on 1 or more days in the past 30 days;_T: Total;Y13T15: 13 to 15 years;_T: Total;_T: Total;_T: Total;_T: Total;2006;7.1;;PCNT: %;;;;x: Data refer to years or periods other than those specified in the column heading. Such data are not included in the calculation of regional and global averages. Estimates from data years prior to 2000 are not displayed.;;RP: Reported;F: Free;GSHS 2006;;;;;EOF: End of fieldwork;2006;0: Not Known;;https://sdmx.data.unicef.org/ws/public/sdmxapi/rest/data/UNICEF,PT,1.0/.PT_ST_13-15_BUL_30-DYS......?format=sdmx-csv
UNICEF:PT(1.0): Child Protection;TKL: Tokelau;PT_ST_13-15_BUL_30-DYS: Percentage of students (aged 13-15 years) who reported being bullied on 1 or more days in the past 30 days;F: Female;Y13T15: 13 to 15 years;_T: Total;_T: Total;_T: Total;_T: Total;2014;38.9;;PCNT: %;;;;;;RP: Reported;F: Free;GSHS 2014;;;;;EOF: End of fieldwork;2014;0: Not Known;;https://sdmx.data.unicef.org/ws/public/sdmxapi/rest/data/UNICEF,PT,1.0/.PT_ST_13-15_BUL_30-DYS......?format=sdmx-csv
UNICEF:PT(1.0): Child Protection;TKL: Tokelau;PT_ST_13-15_BUL_30-DYS: Percentage of students (aged 13-15 years) who reported being bullied on 1 or more days in the past 30 days;M: Male;Y13T15: 13 to 15 years;_T: Total;_T: Total;_T: Total;_T: Total;2014;38.6;;PCNT: %;;;;;;RP: Reported;F: Free;GSHS 2014;;;;;EOF: End of fieldwork;2014;0: Not Known;;https://sdmx.data.unicef.org/ws/public/sdmxapi/rest/data/UNICEF,PT,1.0/.PT_ST_13-15_BUL_30-DYS......?format=sdmx-csv
UNICEF:PT(1.0): Child Protection;TKL: Tokelau;PT_ST_13-15_BUL_30-DYS: Percentage of students (aged 13-15 years) who reported being bullied on 1 or more days in the past 30 days;_T: Total;Y13T15: 13 to 15 years;_T: Total;_T: Total;_T: Total;_T: Total;2014;40.5;;PCNT: %;;;;;;RP: Reported;F: Free;GSHS 2014;;;;;EOF: End of fieldwork;2014;0: Not Known;;https://sdmx.data.unicef.org/ws/public/sdmxapi/rest/data/UNICEF,PT,1.0/.PT_ST_13-15_BUL_30-DYS......?format=sdmx-csv
UNICEF:PT(1.0): Child Protection;TLS: Timor-Leste;PT_ST_13-15_BUL_30-DYS: Percentage of students (aged 13-15 years) who reported being bullied on 1 or more days in the past 30 days;F: Female;Y13T15: 13 to 15 years;_T: Total;_T: Total;_T: Total;_T: Total;2015;24.7;;PCNT: %;;;;;;RP: Reported;F: Free;GSHS 2015;;;;;EOF: End of fieldwork;2015;0: Not Known;;https://sdmx.data.unicef.org/ws/public/sdmxapi/rest/data/UNICEF,PT,1.0/.PT_ST_13-15_BUL_30-DYS......?format=sdmx-csv
UNICEF:PT(1.0): Child Protection;TLS: Timor-Leste;PT_ST_13-15_BUL_30-DYS: Percentage of students (aged 13-15 years) who reported being bullied on 1 or more days in the past 30 days;M: Male;Y13T15: 13 to 15 years;_T: Total;_T: Total;_T: Total;_T: Total;2015;38.5;;PCNT: %;;;;;;RP: Reported;F: Free;GSHS 2015;;;;;EOF: End of fieldwork;2015;0: Not Known;;https://sdmx.data.unicef.org/ws/public/sdmxapi/rest/data/UNICEF,PT,1.0/.PT_ST_13-15_BUL_30-DYS......?format=sdmx-csv
UNICEF:PT(1.0): Child Protection;TLS: Timor-Leste;PT_ST_13-15_BUL_30-DYS: Percentage of students (aged 13-15 years) who reported being bullied on 1 or more days in the past 30 days;_T: Total;Y13T15: 13 to 15 years;_T: Total;_T: Total;_T: Total;_T: Total;2015;31.3;;PCNT: %;;;;;;RP: Reported;F: Free;GSHS 2015;;;;;EOF: End of fieldwork;2015;0: Not Known;;https://sdmx.data.unicef.org/ws/public/sdmxapi/rest/data/UNICEF,PT,1.0/.PT_ST_13-15_BUL_30-DYS......?format=sdmx-csv
UNICEF:PT(1.0): Child Protection;TON: Tonga;PT_ST_13-15_BUL_30-DYS: Percentage of students (aged 13-15 years) who reported being bullied on 1 or more days in the past 30 days;F: Female;Y13T15: 13 to 15 years;_T: Total;_T: Total;_T: Total;_T: Total;2017;30.5;;PCNT: %;;;;;;RP: Reported;F: Free;GSHS 2017;;;;;EOF: End of fieldwork;2017;0: Not Known;;https://sdmx.data.unicef.org/ws/public/sdmxapi/rest/data/UNICEF,PT,1.0/.PT_ST_13-15_BUL_30-DYS......?format=sdmx-csv
UNICEF:PT(1.0): Child Protection;TON: Tonga;PT_ST_13-15_BUL_30-DYS: Percentage of students (aged 13-15 years) who reported being bullied on 1 or more days in the past 30 days;M: Male;Y13T15: 13 to 15 years;_T: Total;_T: Total;_T: Total;_T: Total;2017;45.5;;PCNT: %;;;;;;RP: Reported;F: Free;GSHS 2017;;;;;EOF: End of fieldwork;2017;0: Not Known;;https://sdmx.data.unicef.org/ws/public/sdmxapi/rest/data/UNICEF,PT,1.0/.PT_ST_13-15_BUL_30-DYS......?format=sdmx-csv
UNICEF:PT(1.0): Child Protection;TON: Tonga;PT_ST_13-15_BUL_30-DYS: Percentage of students (aged 13-15 years) who reported being bullied on 1 or more days in the past 30 days;_T: Total;Y13T15: 13 to 15 years;_T: Total;_T: Total;_T: Total;_T: Total;2017;38.1;;PCNT: %;;;;;;RP: Reported;F: Free;GSHS 2017;;;;;EOF: End of fieldwork;2017;0: Not Known;;https://sdmx.data.unicef.org/ws/public/sdmxapi/rest/data/UNICEF,PT,1.0/.PT_ST_13-15_BUL_30-DYS......?format=sdmx-csv
UNICEF:PT(1.0): Child Protection;TTO: Trinidad and Tobago;PT_ST_13-15_BUL_30-DYS: Percentage of students (aged 13-15 years) who reported being bullied on 1 or more days in the past 30 days;F: Female;Y13T15: 13 to 15 years;_T: Total;_T: Total;_T: Total;_T: Total;2017;17.9;;PCNT: %;;;;;;RP: Reported;F: Free;GSHS 2017;;;;;EOF: End of fieldwork;2017;0: Not Known;;https://sdmx.data.unicef.org/ws/public/sdmxapi/rest/data/UNICEF,PT,1.0/.PT_ST_13-15_BUL_30-DYS......?format=sdmx-csv
UNICEF:PT(1.0): Child Protection;TTO: Trinidad and Tobago;PT_ST_13-15_BUL_30-DYS: Percentage of students (aged 13-15 years) who reported being bullied on 1 or more days in the past 30 days;M: Male;Y13T15: 13 to 15 years;_T: Total;_T: Total;_T: Total;_T: Total;2017;13.2;;PCNT: %;;;;;;RP: Reported;F: Free;GSHS 2017;;;;;EOF: End of fieldwork;2017;0: Not Known;;https://sdmx.data.unicef.org/ws/public/sdmxapi/rest/data/UNICEF,PT,1.0/.PT_ST_13-15_BUL_30-DYS......?format=sdmx-csv
UNICEF:PT(1.0): Child Protection;TTO: Trinidad and Tobago;PT_ST_13-15_BUL_30-DYS: Percentage of students (aged 13-15 years) who reported being bullied on 1 or more days in the past 30 days;_T: Total;Y13T15: 13 to 15 years;_T: Total;_T: Total;_T: Total;_T: Total;2017;15.7;;PCNT: %;;;;;;RP: Reported;F: Free;GSHS 2017;;;;;EOF: End of fieldwork;2017;0: Not Known;;https://sdmx.data.unicef.org/ws/public/sdmxapi/rest/data/UNICEF,PT,1.0/.PT_ST_13-15_BUL_30-DYS......?format=sdmx-csv
UNICEF:PT(1.0): Child Protection;TUN: Tunisia;PT_ST_13-15_BUL_30-DYS: Percentage of students (aged 13-15 years) who reported being bullied on 1 or more days in the past 30 days;F: Female;Y13T15: 13 to 15 years;_T: Total;_T: Total;_T: Total;_T: Total;2008;24.4;;PCNT: %;;;;x: Data refer to years or periods other than those specified in the column heading. Such data are not included in the calculation of regional and global averages. Estimates from data years prior to 2000 are not displayed.;;RP: Reported;F: Free;GSHS 2008;;;;;EOF: End of fieldwork;2008;0: Not Known;;https://sdmx.data.unicef.org/ws/public/sdmxapi/rest/data/UNICEF,PT,1.0/.PT_ST_13-15_BUL_30-DYS......?format=sdmx-csv
UNICEF:PT(1.0): Child Protection;TUN: Tunisia;PT_ST_13-15_BUL_30-DYS: Percentage of students (aged 13-15 years) who reported being bullied on 1 or more days in the past 30 days;M: Male;Y13T15: 13 to 15 years;_T: Total;_T: Total;_T: Total;_T: Total;2008;37.4;;PCNT: %;;;;x: Data refer to years or periods other than those specified in the column heading. Such data are not included in the calculation of regional and global averages. Estimates from data years prior to 2000 are not displayed.;;RP: Reported;F: Free;GSHS 2008;;;;;EOF: End of fieldwork;2008;0: Not Known;;https://sdmx.data.unicef.org/ws/public/sdmxapi/rest/data/UNICEF,PT,1.0/.PT_ST_13-15_BUL_30-DYS......?format=sdmx-csv
UNICEF:PT(1.0): Child Protection;TUN: Tunisia;PT_ST_13-15_BUL_30-DYS: Percentage of students (aged 13-15 years) who reported being bullied on 1 or more days in the past 30 days;_T: Total;Y13T15: 13 to 15 years;_T: Total;_T: Total;_T: Total;_T: Total;2008;30.6;;PCNT: %;;;;x: Data refer to years or periods other than those specified in the column heading. Such data are not included in the calculation of regional and global averages. Estimates from data years prior to 2000 are not displayed.;;RP: Reported;F: Free;GSHS 2008;;;;;EOF: End of fieldwork;2008;0: Not Known;;https://sdmx.data.unicef.org/ws/public/sdmxapi/rest/data/UNICEF,PT,1.0/.PT_ST_13-15_BUL_30-DYS......?format=sdmx-csv
UNICEF:PT(1.0): Child Protection;TUR: Türkiye;PT_ST_13-15_BUL_30-DYS: Percentage of students (aged 13-15 years) who reported being bullied on 1 or more days in the past 30 days;F: Female;Y13T15: 13 to 15 years;_T: Total;_T: Total;_T: Total;_T: Total;2018;32.989;;PCNT: %;;;;;;RA: Reanalysed;F: Free;HBSC 2017/18;;;;;EOF: End of fieldwork;2017-18;0: Not Known;;https://sdmx.data.unicef.org/ws/public/sdmxapi/rest/data/UNICEF,PT,1.0/.PT_ST_13-15_BUL_30-DYS......?format=sdmx-csv
UNICEF:PT(1.0): Child Protection;TUR: Türkiye;PT_ST_13-15_BUL_30-DYS: Percentage of students (aged 13-15 years) who reported being bullied on 1 or more days in the past 30 days;M: Male;Y13T15: 13 to 15 years;_T: Total;_T: Total;_T: Total;_T: Total;2018;39.081;;PCNT: %;;;;;;RA: Reanalysed;F: Free;HBSC 2017/18;;;;;EOF: End of fieldwork;2017-18;0: Not Known;;https://sdmx.data.unicef.org/ws/public/sdmxapi/rest/data/UNICEF,PT,1.0/.PT_ST_13-15_BUL_30-DYS......?format=sdmx-csv
UNICEF:PT(1.0): Child Protection;TUR: Türkiye;PT_ST_13-15_BUL_30-DYS: Percentage of students (aged 13-15 years) who reported being bullied on 1 or more days in the past 30 days;_T: Total;Y13T15: 13 to 15 years;_T: Total;_T: Total;_T: Total;_T: Total;2018;36.035;;PCNT: %;;;;;;RA: Reanalysed;F: Free;HBSC 2017/18;;;;;EOF: End of fieldwork;2017-18;0: Not Known;;https://sdmx.data.unicef.org/ws/public/sdmxapi/rest/data/UNICEF,PT,1.0/.PT_ST_13-15_BUL_30-DYS......?format=sdmx-csv
UNICEF:PT(1.0): Child Protection;TUV: Tuvalu;PT_ST_13-15_BUL_30-DYS: Percentage of students (aged 13-15 years) who reported being bullied on 1 or more days in the past 30 days;F: Female;Y13T15: 13 to 15 years;_T: Total;_T: Total;_T: Total;_T: Total;2013;15.0;;PCNT: %;;;;;;RP: Reported;F: Free;GSHS 2013;;;;;EOF: End of fieldwork;2013;0: Not Known;;https://sdmx.data.unicef.org/ws/public/sdmxapi/rest/data/UNICEF,PT,1.0/.PT_ST_13-15_BUL_30-DYS......?format=sdmx-csv
UNICEF:PT(1.0): Child Protection;TUV: Tuvalu;PT_ST_13-15_BUL_30-DYS: Percentage of students (aged 13-15 years) who reported being bullied on 1 or more days in the past 30 days;M: Male;Y13T15: 13 to 15 years;_T: Total;_T: Total;_T: Total;_T: Total;2013;40.1;;PCNT: %;;;;;;RP: Reported;F: Free;GSHS 2013;;;;;EOF: End of fieldwork;2013;0: Not Known;;https://sdmx.data.unicef.org/ws/public/sdmxapi/rest/data/UNICEF,PT,1.0/.PT_ST_13-15_BUL_30-DYS......?format=sdmx-csv
UNICEF:PT(1.0): Child Protection;TUV: Tuvalu;PT_ST_13-15_BUL_30-DYS: Percentage of students (aged 13-15 years) who reported being bullied on 1 or more days in the past 30 days;_T: Total;Y13T15: 13 to 15 years;_T: Total;_T: Total;_T: Total;_T: Total;2013;26.9;;PCNT: %;;;;;;RP: Reported;F: Free;GSHS 2013;;;;;EOF: End of fieldwork;2013;0: Not Known;;https://sdmx.data.unicef.org/ws/public/sdmxapi/rest/data/UNICEF,PT,1.0/.PT_ST_13-15_BUL_30-DYS......?format=sdmx-csv
UNICEF:PT(1.0): Child Protection;TZA: United Republic of Tanzania;PT_ST_13-15_BUL_30-DYS: Percentage of students (aged 13-15 years) who reported being bullied on 1 or more days in the past 30 days;F: Female;Y13T15: 13 to 15 years;_T: Total;_T: Total;_T: Total;_T: Total;2014;28.1;;PCNT: %;;;;;y: Data differ from the standard definition or refer to only part of a country. If they fall within the noted reference period, such data are included in the calculation of regional and global averages.;RA: Reanalysed;F: Free;GSHS 2014;;;;;EOF: End of fieldwork;2014;0: Not Known;Refers only to mainland Tanzania;https://sdmx.data.unicef.org/ws/public/sdmxapi/rest/data/UNICEF,PT,1.0/.PT_ST_13-15_BUL_30-DYS......?format=sdmx-csv
UNICEF:PT(1.0): Child Protection;TZA: United Republic of Tanzania;PT_ST_13-15_BUL_30-DYS: Percentage of students (aged 13-15 years) who reported being bullied on 1 or more days in the past 30 days;M: Male;Y13T15: 13 to 15 years;_T: Total;_T: Total;_T: Total;_T: Total;2014;25.0;;PCNT: %;;;;;y: Data differ from the standard definition or refer to only part of a country. If they fall within the noted reference period, such data are included in the calculation of regional and global averages.;RA: Reanalysed;F: Free;GSHS 2014;;;;;EOF: End of fieldwork;2014;0: Not Known;Refers only to mainland Tanzania;https://sdmx.data.unicef.org/ws/public/sdmxapi/rest/data/UNICEF,PT,1.0/.PT_ST_13-15_BUL_30-DYS......?format=sdmx-csv
UNICEF:PT(1.0): Child Protection;TZA: United Republic of Tanzania;PT_ST_13-15_BUL_30-DYS: Percentage of students (aged 13-15 years) who reported being bullied on 1 or more days in the past 30 days;_T: Total;Y13T15: 13 to 15 years;_T: Total;_T: Total;_T: Total;_T: Total;2014;26.9;;PCNT: %;;;;;y: Data differ from the standard definition or refer to only part of a country. If they fall within the noted reference period, such data are included in the calculation of regional and global averages.;RA: Reanalysed;F: Free;GSHS 2014;;;;;EOF: End of fieldwork;2014;0: Not Known;Refers only to mainland Tanzania;https://sdmx.data.unicef.org/ws/public/sdmxapi/rest/data/UNICEF,PT,1.0/.PT_ST_13-15_BUL_30-DYS......?format=sdmx-csv
UNICEF:PT(1.0): Child Protection;UGA: Uganda;PT_ST_13-15_BUL_30-DYS: Percentage of students (aged 13-15 years) who reported being bullied on 1 or more days in the past 30 days;F: Female;Y13T15: 13 to 15 years;_T: Total;_T: Total;_T: Total;_T: Total;2003;41.1;;PCNT: %;;;;x: Data refer to years or periods other than those specified in the column heading. Such data are not included in the calculation of regional and global averages. Estimates from data years prior to 2000 are not displayed.;;RP: Reported;F: Free;GSHS 2003;;;;;EOF: End of fieldwork;2003;0: Not Known;;https://sdmx.data.unicef.org/ws/public/sdmxapi/rest/data/UNICEF,PT,1.0/.PT_ST_13-15_BUL_30-DYS......?format=sdmx-csv
UNICEF:PT(1.0): Child Protection;UGA: Uganda;PT_ST_13-15_BUL_30-DYS: Percentage of students (aged 13-15 years) who reported being bullied on 1 or more days in the past 30 days;M: Male;Y13T15: 13 to 15 years;_T: Total;_T: Total;_T: Total;_T: Total;2003;50.0;;PCNT: %;;;;x: Data refer to years or periods other than those specified in the column heading. Such data are not included in the calculation of regional and global averages. Estimates from data years prior to 2000 are not displayed.;;RP: Reported;F: Free;GSHS 2003;;;;;EOF: End of fieldwork;2003;0: Not Known;;https://sdmx.data.unicef.org/ws/public/sdmxapi/rest/data/UNICEF,PT,1.0/.PT_ST_13-15_BUL_30-DYS......?format=sdmx-csv
UNICEF:PT(1.0): Child Protection;UGA: Uganda;PT_ST_13-15_BUL_30-DYS: Percentage of students (aged 13-15 years) who reported being bullied on 1 or more days in the past 30 days;_T: Total;Y13T15: 13 to 15 years;_T: Total;_T: Total;_T: Total;_T: Total;2003;45.5;;PCNT: %;;;;x: Data refer to years or periods other than those specified in the column heading. Such data are not included in the calculation of regional and global averages. Estimates from data years prior to 2000 are not displayed.;;RP: Reported;F: Free;GSHS 2003;;;;;EOF: End of fieldwork;2003;0: Not Known;;https://sdmx.data.unicef.org/ws/public/sdmxapi/rest/data/UNICEF,PT,1.0/.PT_ST_13-15_BUL_30-DYS......?format=sdmx-csv
UNICEF:PT(1.0): Child Protection;UKR: Ukraine;PT_ST_13-15_BUL_30-DYS: Percentage of students (aged 13-15 years) who reported being bullied on 1 or more days in the past 30 days;F: Female;Y13T15: 13 to 15 years;_T: Total;_T: Total;_T: Total;_T: Total;2018;40.727;;PCNT: %;;;;;;RA: Reanalysed;F: Free;HBSC 2017/18;;;;;EOF: End of fieldwork;2017-18;0: Not Known;;https://sdmx.data.unicef.org/ws/public/sdmxapi/rest/data/UNICEF,PT,1.0/.PT_ST_13-15_BUL_30-DYS......?format=sdmx-csv
UNICEF:PT(1.0): Child Protection;UKR: Ukraine;PT_ST_13-15_BUL_30-DYS: Percentage of students (aged 13-15 years) who reported being bullied on 1 or more days in the past 30 days;M: Male;Y13T15: 13 to 15 years;_T: Total;_T: Total;_T: Total;_T: Total;2018;39.635;;PCNT: %;;;;;;RA: Reanalysed;F: Free;HBSC 2017/18;;;;;EOF: End of fieldwork;2017-18;0: Not Known;;https://sdmx.data.unicef.org/ws/public/sdmxapi/rest/data/UNICEF,PT,1.0/.PT_ST_13-15_BUL_30-DYS......?format=sdmx-csv
UNICEF:PT(1.0): Child Protection;UKR: Ukraine;PT_ST_13-15_BUL_30-DYS: Percentage of students (aged 13-15 years) who reported being bullied on 1 or more days in the past 30 days;_T: Total;Y13T15: 13 to 15 years;_T: Total;_T: Total;_T: Total;_T: Total;2018;40.181;;PCNT: %;;;;;;RA: Reanalysed;F: Free;HBSC 2017/18;;;;;EOF: End of fieldwork;2017-18;0: Not Known;;https://sdmx.data.unicef.org/ws/public/sdmxapi/rest/data/UNICEF,PT,1.0/.PT_ST_13-15_BUL_30-DYS......?format=sdmx-csv
UNICEF:PT(1.0): Child Protection;UNICEF_ECA: Europe and Central Asia;PT_ST_13-15_BUL_30-DYS: Percentage of students (aged 13-15 years) who reported being bullied on 1 or more days in the past 30 days;F: Female;Y13T15: 13 to 15 years;_T: Total;_T: Total;_T: Total;_T: Total;2019;25.476;;PCNT: %;;;;;;E: Estimated value;F: Free;Health Behaviour in School-aged Children Study (HBSC), Global School-based Student Health Surveys (GSHS) and other national surveys;;;;;EOF: End of fieldwork;2011-19;0: Not Known;Based on 41 countries with a population coverage 90 per cent of the regional female population aged 13-15 years;https://sdmx.data.unicef.org/ws/public/sdmxapi/rest/data/UNICEF,PT,1.0/.PT_ST_13-15_BUL_30-DYS......?format=sdmx-csv
