;DIM_SDG_INDICATOR;ATTR_SDG_INDICATOR_DESCRIPTION;COUNTRY_NAME;TIME_PERIOD;RAW_OBS_VALUE;ATTR_SOURCE_OF_SOURCE;ATTR_FOOTNOTE_OF_SOURCE;DIM_AGE_GROUP;DIM_SEX;DIM_REP_TYPE;COUNTRY_ISO_2;COUNTRY_ISO_3;_merge;INDICATOR_NAME;INDICATOR_INDEX;INDICATOR_ISSUE;INDICATOR_CATEGORY;INDICATOR_CODE;ATTR_SOURCE;ATTR_SOURCE_BODY;ATTR_INDICATOR_DESCRIPTION;ATTR_INDICATOR_EXPLANATION;ATTR_UNIT_MEASURE;ATTR_DATA_EXTRACTION_METHDOLOGY;ATTR_SOURCE_TITLE;ATTR_API_ENDPOINT_URL;CRBA_RELEASE_YEAR
470;_T;;;2023.0;;;;_T;BOTH_SEXES;_T;;LIE;right_only;Poverty rates;Workplace;Child labour;Enforcement;WP_CL_EN_POVRAT;https://unstats.un.org/sdgs/indicators/database/;UN SDG;Proportion of population below the international poverty line (%);;PCNT;;SDG Indicator 1.1.1. Proportion of population below international poverty line (%) SI_POV_DAY1 ;https://unstats.un.org/SDGAPI/v1/sdg/Series/Data?seriesCode=SI_POV_DAY1&pageSize=999999999;2023
471;1.1.1;Proportion of population below international poverty line (%);Lithuania;2019.0;1.0;Poverty and Inequality Portal, World Bank;['The current extreme poverty line is set at $2.15 a day in 2017 PPP terms. Accessed September 14, 2022. Based on data from EU-SILC. Estimated from unit-record income data. '];ALL AGES;BOTH_SEXES;Global;LT;LTU;both;Poverty rates;Workplace;Child labour;Enforcement;WP_CL_EN_POVRAT;https://unstats.un.org/sdgs/indicators/database/;UN SDG;Proportion of population below the international poverty line (%);;PCNT;;SDG Indicator 1.1.1. Proportion of population below international poverty line (%) SI_POV_DAY1 ;https://unstats.un.org/SDGAPI/v1/sdg/Series/Data?seriesCode=SI_POV_DAY1&pageSize=999999999;2023
472;1.1.1;Proportion of population below international poverty line (%);Luxembourg;2019.0;0.0;Poverty and Inequality Portal, World Bank;['The current extreme poverty line is set at $2.15 a day in 2017 PPP terms. Accessed September 14, 2022. Based on data from EU-SILC. Estimated from unit-record income data. '];ALL AGES;BOTH_SEXES;Global;LU;LUX;both;Poverty rates;Workplace;Child labour;Enforcement;WP_CL_EN_POVRAT;https://unstats.un.org/sdgs/indicators/database/;UN SDG;Proportion of population below the international poverty line (%);;PCNT;;SDG Indicator 1.1.1. Proportion of population below international poverty line (%) SI_POV_DAY1 ;https://unstats.un.org/SDGAPI/v1/sdg/Series/Data?seriesCode=SI_POV_DAY1&pageSize=999999999;2023
473;1.1.1;Proportion of population below international poverty line (%);North Macedonia;2018.0;3.0;Poverty and Inequality Portal, World Bank;['The current extreme poverty line is set at $2.15 a day in 2017 PPP terms. Accessed September 14, 2022. Based on data from SILC-C. Estimated from unit-record income data. '];ALL AGES;BOTH_SEXES;Global;MK;MKD;both;Poverty rates;Workplace;Child labour;Enforcement;WP_CL_EN_POVRAT;https://unstats.un.org/sdgs/indicators/database/;UN SDG;Proportion of population below the international poverty line (%);;PCNT;;SDG Indicator 1.1.1. Proportion of population below international poverty line (%) SI_POV_DAY1 ;https://unstats.un.org/SDGAPI/v1/sdg/Series/Data?seriesCode=SI_POV_DAY1&pageSize=999999999;2023
481;1.1.1;Proportion of population below international poverty line (%);Madagascar;2012.0;81.0;Poverty and Inequality Portal, World Bank;['The current extreme poverty line is set at $2.15 a day in 2017 PPP terms. Accessed September 14, 2022. Based on data from ENSOMD. Estimated from unit-record consumption data. '];ALL AGES;BOTH_SEXES;Global;MG;MDG;both;Poverty rates;Workplace;Child labour;Enforcement;WP_CL_EN_POVRAT;https://unstats.un.org/sdgs/indicators/database/;UN SDG;Proportion of population below the international poverty line (%);;PCNT;;SDG Indicator 1.1.1. Proportion of population below international poverty line (%) SI_POV_DAY1 ;https://unstats.un.org/SDGAPI/v1/sdg/Series/Data?seriesCode=SI_POV_DAY1&pageSize=999999999;2023
489;1.1.1;Proportion of population below international poverty line (%);Malawi;2019.0;70.0;Poverty and Inequality Portal, World Bank;['The current extreme poverty line is set at $2.15 a day in 2017 PPP terms. Accessed September 14, 2022. Based on data from IHS-V. Estimated from unit-record consumption data. '];ALL AGES;BOTH_SEXES;Global;MW;MWI;both;Poverty rates;Workplace;Child labour;Enforcement;WP_CL_EN_POVRAT;https://unstats.un.org/sdgs/indicators/database/;UN SDG;Proportion of population below the international poverty line (%);;PCNT;;SDG Indicator 1.1.1. Proportion of population below international poverty line (%) SI_POV_DAY1 ;https://unstats.un.org/SDGAPI/v1/sdg/Series/Data?seriesCode=SI_POV_DAY1&pageSize=999999999;2023
497;1.1.1;Proportion of population below international poverty line (%);Malaysia;2015.0;0.0;Poverty and Inequality Portal, World Bank;['The current extreme poverty line is set at $2.15 a day in 2017 PPP terms. Accessed September 14, 2022. Based on data from HIS. Estimated from unit-record income data. '];ALL AGES;BOTH_SEXES;Global;MY;MYS;both;Poverty rates;Workplace;Child labour;Enforcement;WP_CL_EN_POVRAT;https://unstats.un.org/sdgs/indicators/database/;UN SDG;Proportion of population below the international poverty line (%);;PCNT;;SDG Indicator 1.1.1. Proportion of population below international poverty line (%) SI_POV_DAY1 ;https://unstats.un.org/SDGAPI/v1/sdg/Series/Data?seriesCode=SI_POV_DAY1&pageSize=999999999;2023
505;1.1.1;Proportion of population below international poverty line (%);Maldives;2019.0;0.0;Poverty and Inequality Portal, World Bank;['The current extreme poverty line is set at $2.15 a day in 2017 PPP terms. Accessed September 14, 2022. Based on data from HIES. Estimated from unit-record consumption data. '];ALL AGES;BOTH_SEXES;Global;MV;MDV;both;Poverty rates;Workplace;Child labour;Enforcement;WP_CL_EN_POVRAT;https://unstats.un.org/sdgs/indicators/database/;UN SDG;Proportion of population below the international poverty line (%);;PCNT;;SDG Indicator 1.1.1. Proportion of population below international poverty line (%) SI_POV_DAY1 ;https://unstats.un.org/SDGAPI/v1/sdg/Series/Data?seriesCode=SI_POV_DAY1&pageSize=999999999;2023
506;1.1.1;Proportion of population below international poverty line (%);Mali;2018.0;15.0;Poverty and Inequality Portal, World Bank;['The current extreme poverty line is set at $2.15 a day in 2017 PPP terms. Accessed September 14, 2022. Based on data from EHCVM. Estimated from unit-record consumption data. '];ALL AGES;BOTH_SEXES;Global;ML;MLI;both;Poverty rates;Workplace;Child labour;Enforcement;WP_CL_EN_POVRAT;https://unstats.un.org/sdgs/indicators/database/;UN SDG;Proportion of population below the international poverty line (%);;PCNT;;SDG Indicator 1.1.1. Proportion of population below international poverty line (%) SI_POV_DAY1 ;https://unstats.un.org/SDGAPI/v1/sdg/Series/Data?seriesCode=SI_POV_DAY1&pageSize=999999999;2023
514;1.1.1;Proportion of population below international poverty line (%);Malta;2019.0;0.0;Poverty and Inequality Portal, World Bank;['The current extreme poverty line is set at $2.15 a day in 2017 PPP terms. Accessed September 14, 2022. Based on data from EU-SILC. Estimated from unit-record income data. '];ALL AGES;BOTH_SEXES;Global;MT;MLT;both;Poverty rates;Workplace;Child labour;Enforcement;WP_CL_EN_POVRAT;https://unstats.un.org/sdgs/indicators/database/;UN SDG;Proportion of population below the international poverty line (%);;PCNT;;SDG Indicator 1.1.1. Proportion of population below international poverty line (%) SI_POV_DAY1 ;https://unstats.un.org/SDGAPI/v1/sdg/Series/Data?seriesCode=SI_POV_DAY1&pageSize=999999999;2023
515;1.1.1;Proportion of population below international poverty line (%);Marshall Islands;2019.0;1.0;Poverty and Inequality Portal, World Bank;['The current extreme poverty line is set at $2.15 a day in 2017 PPP terms. Accessed September 14, 2022. Based on data from HIES. Estimated from unit-record consumption data. '];ALL AGES;BOTH_SEXES;Global;MH;MHL;both;Poverty rates;Workplace;Child labour;Enforcement;WP_CL_EN_POVRAT;https://unstats.un.org/sdgs/indicators/database/;UN SDG;Proportion of population below the international poverty line (%);;PCNT;;SDG Indicator 1.1.1. Proportion of population below international poverty line (%) SI_POV_DAY1 ;https://unstats.un.org/SDGAPI/v1/sdg/Series/Data?seriesCode=SI_POV_DAY1&pageSize=999999999;2023
521;1.1.1;Proportion of population below international poverty line (%);Mauritania;2014.0;7.0;Poverty and Inequality Portal, World Bank;['The current extreme poverty line is set at $2.15 a day in 2017 PPP terms. Accessed September 14, 2022. Based on data from EPCV. Estimated from unit-record consumption data. '];ALL AGES;BOTH_SEXES;Global;MR;MRT;both;Poverty rates;Workplace;Child labour;Enforcement;WP_CL_EN_POVRAT;https://unstats.un.org/sdgs/indicators/database/;UN SDG;Proportion of population below the international poverty line (%);;PCNT;;SDG Indicator 1.1.1. Proportion of population below international poverty line (%) SI_POV_DAY1 ;https://unstats.un.org/SDGAPI/v1/sdg/Series/Data?seriesCode=SI_POV_DAY1&pageSize=999999999;2023
529;1.1.1;Proportion of population below international poverty line (%);Mauritius;2017.0;0.0;Poverty and Inequality Portal, World Bank;['The current extreme poverty line is set at $2.15 a day in 2017 PPP terms. Accessed September 14, 2022. Based on data from HBS. Estimated from unit-record consumption data. '];ALL AGES;BOTH_SEXES;Global;MU;MUS;both;Poverty rates;Workplace;Child labour;Enforcement;WP_CL_EN_POVRAT;https://unstats.un.org/sdgs/indicators/database/;UN SDG;Proportion of population below the international poverty line (%);;PCNT;;SDG Indicator 1.1.1. Proportion of population below international poverty line (%) SI_POV_DAY1 ;https://unstats.un.org/SDGAPI/v1/sdg/Series/Data?seriesCode=SI_POV_DAY1&pageSize=999999999;2023
536;1.1.1;Proportion of population below international poverty line (%);Mexico;2020.0;3.0;Poverty and Inequality Portal, World Bank;['The current extreme poverty line is set at $2.15 a day in 2017 PPP terms. Accessed September 14, 2022. Based on data from ENIGHNS. Estimated from unit-record income data. '];ALL AGES;BOTH_SEXES;Global;MX;MEX;both;Poverty rates;Workplace;Child labour;Enforcement;WP_CL_EN_POVRAT;https://unstats.un.org/sdgs/indicators/database/;UN SDG;Proportion of population below the international poverty line (%);;PCNT;;SDG Indicator 1.1.1. Proportion of population below international poverty line (%) SI_POV_DAY1 ;https://unstats.un.org/SDGAPI/v1/sdg/Series/Data?seriesCode=SI_POV_DAY1&pageSize=999999999;2023
544;1.1.1;Proportion of population below international poverty line (%);Micronesia (Federated States of);2013.0;16.0;Poverty and Inequality Portal, World Bank;['The current extreme poverty line is set at $2.15 a day in 2017 PPP terms. Accessed September 14, 2022. Based on data from HIES. Estimated from unit-record consumption data. '];ALL AGES;BOTH_SEXES;Global;FM;FSM;both;Poverty rates;Workplace;Child labour;Enforcement;WP_CL_EN_POVRAT;https://unstats.un.org/sdgs/indicators/database/;UN SDG;Proportion of population below the international poverty line (%);;PCNT;;SDG Indicator 1.1.1. Proportion of population below international poverty line (%) SI_POV_DAY1 ;https://unstats.un.org/SDGAPI/v1/sdg/Series/Data?seriesCode=SI_POV_DAY1&pageSize=999999999;2023
550;1.1.1;Proportion of population below international poverty line (%);Republic of Moldova;2019.0;0.0;Poverty and Inequality Portal, World Bank;['The current extreme poverty line is set at $2.15 a day in 2017 PPP terms. Accessed September 14, 2022. Based on data from HBS. Estimated from unit-record consumption data. '];ALL AGES;BOTH_SEXES;Global;MD;MDA;both;Poverty rates;Workplace;Child labour;Enforcement;WP_CL_EN_POVRAT;https://unstats.un.org/sdgs/indicators/database/;UN SDG;Proportion of population below the international poverty line (%);;PCNT;;SDG Indicator 1.1.1. Proportion of population below international poverty line (%) SI_POV_DAY1 ;https://unstats.un.org/SDGAPI/v1/sdg/Series/Data?seriesCode=SI_POV_DAY1&pageSize=999999999;2023
558;_T;;;2023.0;;;;_T;BOTH_SEXES;_T;;MCO;right_only;Poverty rates;Workplace;Child labour;Enforcement;WP_CL_EN_POVRAT;https://unstats.un.org/sdgs/indicators/database/;UN SDG;Proportion of population below the international poverty line (%);;PCNT;;SDG Indicator 1.1.1. Proportion of population below international poverty line (%) SI_POV_DAY1 ;https://unstats.un.org/SDGAPI/v1/sdg/Series/Data?seriesCode=SI_POV_DAY1&pageSize=999999999;2023
559;1.1.1;Proportion of population below international poverty line (%);Mongolia;2018.0;1.0;Poverty and Inequality Portal, World Bank;['The current extreme poverty line is set at $2.15 a day in 2017 PPP terms. Accessed September 14, 2022. Based on data from HSES. Estimated from unit-record consumption data. '];ALL AGES;BOTH_SEXES;Global;MN;MNG;both;Poverty rates;Workplace;Child labour;Enforcement;WP_CL_EN_POVRAT;https://unstats.un.org/sdgs/indicators/database/;UN SDG;Proportion of population below the international poverty line (%);;PCNT;;SDG Indicator 1.1.1. Proportion of population below international poverty line (%) SI_POV_DAY1 ;https://unstats.un.org/SDGAPI/v1/sdg/Series/Data?seriesCode=SI_POV_DAY1&pageSize=999999999;2023
567;1.1.1;Proportion of population below international poverty line (%);Montenegro;2018.0;3.0;Poverty and Inequality Portal, World Bank;['The current extreme poverty line is set at $2.15 a day in 2017 PPP terms. Accessed September 14, 2022. Based on data from SILC-C. Estimated from unit-record income data. '];ALL AGES;BOTH_SEXES;Global;ME;MNE;both;Poverty rates;Workplace;Child labour;Enforcement;WP_CL_EN_POVRAT;https://unstats.un.org/sdgs/indicators/database/;UN SDG;Proportion of population below the international poverty line (%);;PCNT;;SDG Indicator 1.1.1. Proportion of population below international poverty line (%) SI_POV_DAY1 ;https://unstats.un.org/SDGAPI/v1/sdg/Series/Data?seriesCode=SI_POV_DAY1&pageSize=999999999;2023
572;1.1.1;Proportion of population below international poverty line (%);Morocco;2013.0;1.0;Poverty and Inequality Portal, World Bank;['The current extreme poverty line is set at $2.15 a day in 2017 PPP terms. Accessed September 14, 2022. Based on data from ENCDM. Estimated from unit-record consumption data. '];ALL AGES;BOTH_SEXES;Global;MA;MAR;both;Poverty rates;Workplace;Child labour;Enforcement;WP_CL_EN_POVRAT;https://unstats.un.org/sdgs/indicators/database/;UN SDG;Proportion of population below the international poverty line (%);;PCNT;;SDG Indicator 1.1.1. Proportion of population below international poverty line (%) SI_POV_DAY1 ;https://unstats.un.org/SDGAPI/v1/sdg/Series/Data?seriesCode=SI_POV_DAY1&pageSize=999999999;2023
580;1.1.1;Proportion of population below international poverty line (%);Mozambique;2014.0;65.0;Poverty and Inequality Portal, World Bank;['The current extreme poverty line is set at $2.15 a day in 2017 PPP terms. Accessed September 14, 2022. Based on data from IOF. Estimated from unit-record consumption data. '];ALL AGES;BOTH_SEXES;Global;MZ;MOZ;both;Poverty rates;Workplace;Child labour;Enforcement;WP_CL_EN_POVRAT;https://unstats.un.org/sdgs/indicators/database/;UN SDG;Proportion of population below the international poverty line (%);;PCNT;;SDG Indicator 1.1.1. Proportion of population below international poverty line (%) SI_POV_DAY1 ;https://unstats.un.org/SDGAPI/v1/sdg/Series/Data?seriesCode=SI_POV_DAY1&pageSize=999999999;2023
588;1.1.1;Proportion of population below international poverty line (%);Myanmar;2017.0;2.0;Poverty and Inequality Portal, World Bank;['The current extreme poverty line is set at $2.15 a day in 2017 PPP terms. Accessed September 14, 2022. Based on data from MLCS. Estimated from unit-record consumption data. '];ALL AGES;BOTH_SEXES;Global;MM;MMR;both;Poverty rates;Workplace;Child labour;Enforcement;WP_CL_EN_POVRAT;https://unstats.un.org/sdgs/indicators/database/;UN SDG;Proportion of population below the international poverty line (%);;PCNT;;SDG Indicator 1.1.1. Proportion of population below international poverty line (%) SI_POV_DAY1 ;https://unstats.un.org/SDGAPI/v1/sdg/Series/Data?seriesCode=SI_POV_DAY1&pageSize=999999999;2023
589;1.1.1;Proportion of population below international poverty line (%);Namibia;2015.0;16.0;Poverty and Inequality Portal, World Bank;['The current extreme poverty line is set at $2.15 a day in 2017 PPP terms. Accessed September 14, 2022. Based on data from NHIES. Estimated from unit-record consumption data. '];ALL AGES;BOTH_SEXES;Global;NA;NAM;both;Poverty rates;Workplace;Child labour;Enforcement;WP_CL_EN_POVRAT;https://unstats.un.org/sdgs/indicators/database/;UN SDG;Proportion of population below the international poverty line (%);;PCNT;;SDG Indicator 1.1.1. Proportion of population below international poverty line (%) SI_POV_DAY1 ;https://unstats.un.org/SDGAPI/v1/sdg/Series/Data?seriesCode=SI_POV_DAY1&pageSize=999999999;2023
597;1.1.1;Proportion of population below international poverty line (%);Nauru;2012.0;2.0;Poverty and Inequality Portal, World Bank;['The current extreme poverty line is set at $2.15 a day in 2017 PPP terms. Accessed September 14, 2022. Survey name: HIES. Uses a consumption aggregate, which is not spatially deflated.'];ALL AGES;FEMALE;Global;NR;NRU;both;Poverty rates;Workplace;Child labour;Enforcement;WP_CL_EN_POVRAT;https://unstats.un.org/sdgs/indicators/database/;UN SDG;Proportion of population below the international poverty line (%);;PCNT;;SDG Indicator 1.1.1. Proportion of population below international poverty line (%) SI_POV_DAY1 ;https://unstats.un.org/SDGAPI/v1/sdg/Series/Data?seriesCode=SI_POV_DAY1&pageSize=999999999;2023
600;1.1.1;Proportion of population below international poverty line (%);Nepal;2010.0;8.0;Poverty and Inequality Portal, World Bank;['The current extreme poverty line is set at $2.15 a day in 2017 PPP terms. Accessed September 14, 2022. Based on data from LSS-III. Estimated from unit-record consumption data. '];ALL AGES;BOTH_SEXES;Global;NP;NPL;both;Poverty rates;Workplace;Child labour;Enforcement;WP_CL_EN_POVRAT;https://unstats.un.org/sdgs/indicators/database/;UN SDG;Proportion of population below the international poverty line (%);;PCNT;;SDG Indicator 1.1.1. Proportion of population below international poverty line (%) SI_POV_DAY1 ;https://unstats.un.org/SDGAPI/v1/sdg/Series/Data?seriesCode=SI_POV_DAY1&pageSize=999999999;2023
608;1.1.1;Proportion of population below international poverty line (%);Netherlands;2019.0;0.0;Poverty and Inequality Portal, World Bank;['The current extreme poverty line is set at $2.15 a day in 2017 PPP terms. Accessed September 14, 2022. Based on data from EU-SILC. Estimated from unit-record income data. '];ALL AGES;BOTH_SEXES;Global;NL;NLD;both;Poverty rates;Workplace;Child labour;Enforcement;WP_CL_EN_POVRAT;https://unstats.un.org/sdgs/indicators/database/;UN SDG;Proportion of population below the international poverty line (%);;PCNT;;SDG Indicator 1.1.1. Proportion of population below international poverty line (%) SI_POV_DAY1 ;https://unstats.un.org/SDGAPI/v1/sdg/Series/Data?seriesCode=SI_POV_DAY1&pageSize=999999999;2023
609;_T;;;2023.0;;;;_T;BOTH_SEXES;_T;;NZL;right_only;Poverty rates;Workplace;Child labour;Enforcement;WP_CL_EN_POVRAT;https://unstats.un.org/sdgs/indicators/database/;UN SDG;Proportion of population below the international poverty line (%);;PCNT;;SDG Indicator 1.1.1. Proportion of population below international poverty line (%) SI_POV_DAY1 ;https://unstats.un.org/SDGAPI/v1/sdg/Series/Data?seriesCode=SI_POV_DAY1&pageSize=999999999;2023
610;1.1.1;Proportion of population below international poverty line (%);Nicaragua;2014.0;4.0;Poverty and Inequality Portal, World Bank;['The current extreme poverty line is set at $2.15 a day in 2017 PPP terms. Accessed September 14, 2022. Based on data from EMNV. Estimated from unit-record income data. '];ALL AGES;BOTH_SEXES;Global;NI;NIC;both;Poverty rates;Workplace;Child labour;Enforcement;WP_CL_EN_POVRAT;https://unstats.un.org/sdgs/indicators/database/;UN SDG;Proportion of population below the international poverty line (%);;PCNT;;SDG Indicator 1.1.1. Proportion of population below international poverty line (%) SI_POV_DAY1 ;https://unstats.un.org/SDGAPI/v1/sdg/Series/Data?seriesCode=SI_POV_DAY1&pageSize=999999999;2023
618;1.1.1;Proportion of population below international poverty line (%);Niger;2018.0;51.0;Poverty and Inequality Portal, World Bank;['The current extreme poverty line is set at $2.15 a day in 2017 PPP terms. Accessed September 14, 2022. Based on data from EHCVM. Estimated from unit-record consumption data. '];ALL AGES;BOTH_SEXES;Global;NE;NER;both;Poverty rates;Workplace;Child labour;Enforcement;WP_CL_EN_POVRAT;https://unstats.un.org/sdgs/indicators/database/;UN SDG;Proportion of population below the international poverty line (%);;PCNT;;SDG Indicator 1.1.1. Proportion of population below international poverty line (%) SI_POV_DAY1 ;https://unstats.un.org/SDGAPI/v1/sdg/Series/Data?seriesCode=SI_POV_DAY1&pageSize=999999999;2023
626;1.1.1;Proportion of population below international poverty line (%);Nigeria;2018.0;31.0;Poverty and Inequality Portal, World Bank;['The current extreme poverty line is set at $2.15 a day in 2017 PPP terms. Accessed September 14, 2022. Based on data from LSS. Estimated from unit-record consumption data. PPP is partially imputed.'];ALL AGES;BOTH_SEXES;Global;NG;NGA;both;Poverty rates;Workplace;Child labour;Enforcement;WP_CL_EN_POVRAT;https://unstats.un.org/sdgs/indicators/database/;UN SDG;Proportion of population below the international poverty line (%);;PCNT;;SDG Indicator 1.1.1. Proportion of population below international poverty line (%) SI_POV_DAY1 ;https://unstats.un.org/SDGAPI/v1/sdg/Series/Data?seriesCode=SI_POV_DAY1&pageSize=999999999;2023
634;1.1.1;Proportion of population below international poverty line (%);Norway;2019.0;0.0;Poverty and Inequality Portal, World Bank;['The current extreme poverty line is set at $2.15 a day in 2017 PPP terms. Accessed September 14, 2022. Based on data from EU-SILC. Estimated from unit-record income data. '];ALL AGES;BOTH_SEXES;Global;NO;NOR;both;Poverty rates;Workplace;Child labour;Enforcement;WP_CL_EN_POVRAT;https://unstats.un.org/sdgs/indicators/database/;UN SDG;Proportion of population below the international poverty line (%);;PCNT;;SDG Indicator 1.1.1. Proportion of population below international poverty line (%) SI_POV_DAY1 ;https://unstats.un.org/SDGAPI/v1/sdg/Series/Data?seriesCode=SI_POV_DAY1&pageSize=999999999;2023
635;_T;;;2023.0;;;;_T;BOTH_SEXES;_T;;OMN;right_only;Poverty rates;Workplace;Child labour;Enforcement;WP_CL_EN_POVRAT;https://unstats.un.org/sdgs/indicators/database/;UN SDG;Proportion of population below the international poverty line (%);;PCNT;;SDG Indicator 1.1.1. Proportion of population below international poverty line (%) SI_POV_DAY1 ;https://unstats.un.org/SDGAPI/v1/sdg/Series/Data?seriesCode=SI_POV_DAY1&pageSize=999999999;2023
636;1.1.1;Proportion of population below international poverty line (%);Pakistan;2018.0;5.0;Poverty and Inequality Portal, World Bank;['The current extreme poverty line is set at $2.15 a day in 2017 PPP terms. Accessed September 14, 2022. Based on data from HIES. Estimated from unit-record consumption data. '];ALL AGES;BOTH_SEXES;Global;PK;PAK;both;Poverty rates;Workplace;Child labour;Enforcement;WP_CL_EN_POVRAT;https://unstats.un.org/sdgs/indicators/database/;UN SDG;Proportion of population below the international poverty line (%);;PCNT;;SDG Indicator 1.1.1. Proportion of population below international poverty line (%) SI_POV_DAY1 ;https://unstats.un.org/SDGAPI/v1/sdg/Series/Data?seriesCode=SI_POV_DAY1&pageSize=999999999;2023
644;_T;;;2023.0;;;;_T;BOTH_SEXES;_T;;PLW;right_only;Poverty rates;Workplace;Child labour;Enforcement;WP_CL_EN_POVRAT;https://unstats.un.org/sdgs/indicators/database/;UN SDG;Proportion of population below the international poverty line (%);;PCNT;;SDG Indicator 1.1.1. Proportion of population below international poverty line (%) SI_POV_DAY1 ;https://unstats.un.org/SDGAPI/v1/sdg/Series/Data?seriesCode=SI_POV_DAY1&pageSize=999999999;2023
645;1.1.1;Proportion of population below international poverty line (%);State of Palestine;2016.0;1.0;Poverty and Inequality Portal, World Bank;['The current extreme poverty line is set at $2.15 a day in 2017 PPP terms. Accessed September 14, 2022. Based on data from PECS. Estimated from unit-record consumption data. '];ALL AGES;BOTH_SEXES;Global;PS;PSE;both;Poverty rates;Workplace;Child labour;Enforcement;WP_CL_EN_POVRAT;https://unstats.un.org/sdgs/indicators/database/;UN SDG;Proportion of population below the international poverty line (%);;PCNT;;SDG Indicator 1.1.1. Proportion of population below international poverty line (%) SI_POV_DAY1 ;https://unstats.un.org/SDGAPI/v1/sdg/Series/Data?seriesCode=SI_POV_DAY1&pageSize=999999999;2023
653;1.1.1;Proportion of population below international poverty line (%);Panama;2019.0;1.0;Poverty and Inequality Portal, World Bank;['The current extreme poverty line is set at $2.15 a day in 2017 PPP terms. Accessed September 14, 2022. Based on data from EH. Estimated from unit-record income data. '];ALL AGES;BOTH_SEXES;Global;PA;PAN;both;Poverty rates;Workplace;Child labour;Enforcement;WP_CL_EN_POVRAT;https://unstats.un.org/sdgs/indicators/database/;UN SDG;Proportion of population below the international poverty line (%);;PCNT;;SDG Indicator 1.1.1. Proportion of population below international poverty line (%) SI_POV_DAY1 ;https://unstats.un.org/SDGAPI/v1/sdg/Series/Data?seriesCode=SI_POV_DAY1&pageSize=999999999;2023
661;1.1.1;Proportion of population below international poverty line (%);Papua New Guinea;2009.0;40.0;Poverty and Inequality Portal, World Bank;['The current extreme poverty line is set at $2.15 a day in 2017 PPP terms. Accessed September 14, 2022. Based on data from HIES. Estimated from unit-record consumption data. '];ALL AGES;BOTH_SEXES;Global;PG;PNG;both;Poverty rates;Workplace;Child labour;Enforcement;WP_CL_EN_POVRAT;https://unstats.un.org/sdgs/indicators/database/;UN SDG;Proportion of population below the international poverty line (%);;PCNT;;SDG Indicator 1.1.1. Proportion of population below international poverty line (%) SI_POV_DAY1 ;https://unstats.un.org/SDGAPI/v1/sdg/Series/Data?seriesCode=SI_POV_DAY1&pageSize=999999999;2023
669;1.1.1;Proportion of population below international poverty line (%);Paraguay;2020.0;1.0;Poverty and Inequality Portal, World Bank;['The current extreme poverty line is set at $2.15 a day in 2017 PPP terms. Accessed September 14, 2022. Based on data from EPH. Estimated from unit-record income data. '];ALL AGES;BOTH_SEXES;Global;PY;PRY;both;Poverty rates;Workplace;Child labour;Enforcement;WP_CL_EN_POVRAT;https://unstats.un.org/sdgs/indicators/database/;UN SDG;Proportion of population below the international poverty line (%);;PCNT;;SDG Indicator 1.1.1. Proportion of population below international poverty line (%) SI_POV_DAY1 ;https://unstats.un.org/SDGAPI/v1/sdg/Series/Data?seriesCode=SI_POV_DAY1&pageSize=999999999;2023
677;1.1.1;Proportion of population below international poverty line (%);Peru;2020.0;6.0;Poverty and Inequality Portal, World Bank;['The current extreme poverty line is set at $2.15 a day in 2017 PPP terms. Accessed September 14, 2022. Based on data from ENAHO. Estimated from unit-record income data. '];ALL AGES;BOTH_SEXES;Global;PE;PER;both;Poverty rates;Workplace;Child labour;Enforcement;WP_CL_EN_POVRAT;https://unstats.un.org/sdgs/indicators/database/;UN SDG;Proportion of population below the international poverty line (%);;PCNT;;SDG Indicator 1.1.1. Proportion of population below international poverty line (%) SI_POV_DAY1 ;https://unstats.un.org/SDGAPI/v1/sdg/Series/Data?seriesCode=SI_POV_DAY1&pageSize=999999999;2023
