;COUNTRY_ISO_3;TIME_PERIOD;RAW_OBS_VALUE;_merge;INDICATOR_NAME;INDICATOR_INDEX;INDICATOR_ISSUE;INDICATOR_CATEGORY;INDICATOR_CODE;ATTR_SOURCE;ATTR_SOURCE_BODY;ATTR_INDICATOR_DESCRIPTION;ATTR_INDICATOR_EXPLANATION;ATTR_UNIT_MEASURE;ATTR_DATA_EXTRACTION_METHDOLOGY;ATTR_SOURCE_TITLE;ATTR_API_ENDPOINT_URL;CRBA_RELEASE_YEAR;ATTR_ENCODING_LABELS
143;ROU;2022;VALUE WITHOUT MAPPING - PLEASE MAP;both;Reports of suspected missing or exploited children;Marketplace;Online Abuse and exploitation;Outcome;MP_OL_OC_RESMEC;Map provided in March 2020 by: Lydia Madden, Project Specialist, LEA Relations, National Center for Missing & Exploited Children(703) 837-6302 LMadden@NCMEC.ORG ;NCMEC;Number of NCMEC reports by country;;;;NCMEC 2019 World Map ;nan;2023;"6=over 50,000; 5=20,000 - 50,000; 4=10,000 - 20,000; 3=5,000 - 10,000; 2=1,000-5,000; 1 =Less than 1,000; 0=No data"
144;RUS;2022;VALUE WITHOUT MAPPING - PLEASE MAP;both;Reports of suspected missing or exploited children;Marketplace;Online Abuse and exploitation;Outcome;MP_OL_OC_RESMEC;Map provided in March 2020 by: Lydia Madden, Project Specialist, LEA Relations, National Center for Missing & Exploited Children(703) 837-6302 LMadden@NCMEC.ORG ;NCMEC;Number of NCMEC reports by country;;;;NCMEC 2019 World Map ;nan;2023;"6=over 50,000; 5=20,000 - 50,000; 4=10,000 - 20,000; 3=5,000 - 10,000; 2=1,000-5,000; 1 =Less than 1,000; 0=No data"
145;RWA;2022;VALUE WITHOUT MAPPING - PLEASE MAP;both;Reports of suspected missing or exploited children;Marketplace;Online Abuse and exploitation;Outcome;MP_OL_OC_RESMEC;Map provided in March 2020 by: Lydia Madden, Project Specialist, LEA Relations, National Center for Missing & Exploited Children(703) 837-6302 LMadden@NCMEC.ORG ;NCMEC;Number of NCMEC reports by country;;;;NCMEC 2019 World Map ;nan;2023;"6=over 50,000; 5=20,000 - 50,000; 4=10,000 - 20,000; 3=5,000 - 10,000; 2=1,000-5,000; 1 =Less than 1,000; 0=No data"
146;KNA;2022;VALUE WITHOUT MAPPING - PLEASE MAP;both;Reports of suspected missing or exploited children;Marketplace;Online Abuse and exploitation;Outcome;MP_OL_OC_RESMEC;Map provided in March 2020 by: Lydia Madden, Project Specialist, LEA Relations, National Center for Missing & Exploited Children(703) 837-6302 LMadden@NCMEC.ORG ;NCMEC;Number of NCMEC reports by country;;;;NCMEC 2019 World Map ;nan;2023;"6=over 50,000; 5=20,000 - 50,000; 4=10,000 - 20,000; 3=5,000 - 10,000; 2=1,000-5,000; 1 =Less than 1,000; 0=No data"
147;LCA;2022;VALUE WITHOUT MAPPING - PLEASE MAP;both;Reports of suspected missing or exploited children;Marketplace;Online Abuse and exploitation;Outcome;MP_OL_OC_RESMEC;Map provided in March 2020 by: Lydia Madden, Project Specialist, LEA Relations, National Center for Missing & Exploited Children(703) 837-6302 LMadden@NCMEC.ORG ;NCMEC;Number of NCMEC reports by country;;;;NCMEC 2019 World Map ;nan;2023;"6=over 50,000; 5=20,000 - 50,000; 4=10,000 - 20,000; 3=5,000 - 10,000; 2=1,000-5,000; 1 =Less than 1,000; 0=No data"
148;VCT;2022;VALUE WITHOUT MAPPING - PLEASE MAP;both;Reports of suspected missing or exploited children;Marketplace;Online Abuse and exploitation;Outcome;MP_OL_OC_RESMEC;Map provided in March 2020 by: Lydia Madden, Project Specialist, LEA Relations, National Center for Missing & Exploited Children(703) 837-6302 LMadden@NCMEC.ORG ;NCMEC;Number of NCMEC reports by country;;;;NCMEC 2019 World Map ;nan;2023;"6=over 50,000; 5=20,000 - 50,000; 4=10,000 - 20,000; 3=5,000 - 10,000; 2=1,000-5,000; 1 =Less than 1,000; 0=No data"
149;WSM;2022;VALUE WITHOUT MAPPING - PLEASE MAP;both;Reports of suspected missing or exploited children;Marketplace;Online Abuse and exploitation;Outcome;MP_OL_OC_RESMEC;Map provided in March 2020 by: Lydia Madden, Project Specialist, LEA Relations, National Center for Missing & Exploited Children(703) 837-6302 LMadden@NCMEC.ORG ;NCMEC;Number of NCMEC reports by country;;;;NCMEC 2019 World Map ;nan;2023;"6=over 50,000; 5=20,000 - 50,000; 4=10,000 - 20,000; 3=5,000 - 10,000; 2=1,000-5,000; 1 =Less than 1,000; 0=No data"
150;SMR;2022;VALUE WITHOUT MAPPING - PLEASE MAP;both;Reports of suspected missing or exploited children;Marketplace;Online Abuse and exploitation;Outcome;MP_OL_OC_RESMEC;Map provided in March 2020 by: Lydia Madden, Project Specialist, LEA Relations, National Center for Missing & Exploited Children(703) 837-6302 LMadden@NCMEC.ORG ;NCMEC;Number of NCMEC reports by country;;;;NCMEC 2019 World Map ;nan;2023;"6=over 50,000; 5=20,000 - 50,000; 4=10,000 - 20,000; 3=5,000 - 10,000; 2=1,000-5,000; 1 =Less than 1,000; 0=No data"
151;STP;2022;VALUE WITHOUT MAPPING - PLEASE MAP;both;Reports of suspected missing or exploited children;Marketplace;Online Abuse and exploitation;Outcome;MP_OL_OC_RESMEC;Map provided in March 2020 by: Lydia Madden, Project Specialist, LEA Relations, National Center for Missing & Exploited Children(703) 837-6302 LMadden@NCMEC.ORG ;NCMEC;Number of NCMEC reports by country;;;;NCMEC 2019 World Map ;nan;2023;"6=over 50,000; 5=20,000 - 50,000; 4=10,000 - 20,000; 3=5,000 - 10,000; 2=1,000-5,000; 1 =Less than 1,000; 0=No data"
152;SAU;2022;VALUE WITHOUT MAPPING - PLEASE MAP;both;Reports of suspected missing or exploited children;Marketplace;Online Abuse and exploitation;Outcome;MP_OL_OC_RESMEC;Map provided in March 2020 by: Lydia Madden, Project Specialist, LEA Relations, National Center for Missing & Exploited Children(703) 837-6302 LMadden@NCMEC.ORG ;NCMEC;Number of NCMEC reports by country;;;;NCMEC 2019 World Map ;nan;2023;"6=over 50,000; 5=20,000 - 50,000; 4=10,000 - 20,000; 3=5,000 - 10,000; 2=1,000-5,000; 1 =Less than 1,000; 0=No data"
153;SEN;2022;VALUE WITHOUT MAPPING - PLEASE MAP;both;Reports of suspected missing or exploited children;Marketplace;Online Abuse and exploitation;Outcome;MP_OL_OC_RESMEC;Map provided in March 2020 by: Lydia Madden, Project Specialist, LEA Relations, National Center for Missing & Exploited Children(703) 837-6302 LMadden@NCMEC.ORG ;NCMEC;Number of NCMEC reports by country;;;;NCMEC 2019 World Map ;nan;2023;"6=over 50,000; 5=20,000 - 50,000; 4=10,000 - 20,000; 3=5,000 - 10,000; 2=1,000-5,000; 1 =Less than 1,000; 0=No data"
154;SRB;2022;VALUE WITHOUT MAPPING - PLEASE MAP;both;Reports of suspected missing or exploited children;Marketplace;Online Abuse and exploitation;Outcome;MP_OL_OC_RESMEC;Map provided in March 2020 by: Lydia Madden, Project Specialist, LEA Relations, National Center for Missing & Exploited Children(703) 837-6302 LMadden@NCMEC.ORG ;NCMEC;Number of NCMEC reports by country;;;;NCMEC 2019 World Map ;nan;2023;"6=over 50,000; 5=20,000 - 50,000; 4=10,000 - 20,000; 3=5,000 - 10,000; 2=1,000-5,000; 1 =Less than 1,000; 0=No data"
155;SYC;2022;VALUE WITHOUT MAPPING - PLEASE MAP;both;Reports of suspected missing or exploited children;Marketplace;Online Abuse and exploitation;Outcome;MP_OL_OC_RESMEC;Map provided in March 2020 by: Lydia Madden, Project Specialist, LEA Relations, National Center for Missing & Exploited Children(703) 837-6302 LMadden@NCMEC.ORG ;NCMEC;Number of NCMEC reports by country;;;;NCMEC 2019 World Map ;nan;2023;"6=over 50,000; 5=20,000 - 50,000; 4=10,000 - 20,000; 3=5,000 - 10,000; 2=1,000-5,000; 1 =Less than 1,000; 0=No data"
156;SLE;2022;VALUE WITHOUT MAPPING - PLEASE MAP;both;Reports of suspected missing or exploited children;Marketplace;Online Abuse and exploitation;Outcome;MP_OL_OC_RESMEC;Map provided in March 2020 by: Lydia Madden, Project Specialist, LEA Relations, National Center for Missing & Exploited Children(703) 837-6302 LMadden@NCMEC.ORG ;NCMEC;Number of NCMEC reports by country;;;;NCMEC 2019 World Map ;nan;2023;"6=over 50,000; 5=20,000 - 50,000; 4=10,000 - 20,000; 3=5,000 - 10,000; 2=1,000-5,000; 1 =Less than 1,000; 0=No data"
157;SGP;2022;VALUE WITHOUT MAPPING - PLEASE MAP;both;Reports of suspected missing or exploited children;Marketplace;Online Abuse and exploitation;Outcome;MP_OL_OC_RESMEC;Map provided in March 2020 by: Lydia Madden, Project Specialist, LEA Relations, National Center for Missing & Exploited Children(703) 837-6302 LMadden@NCMEC.ORG ;NCMEC;Number of NCMEC reports by country;;;;NCMEC 2019 World Map ;nan;2023;"6=over 50,000; 5=20,000 - 50,000; 4=10,000 - 20,000; 3=5,000 - 10,000; 2=1,000-5,000; 1 =Less than 1,000; 0=No data"
158;SVK;2022;VALUE WITHOUT MAPPING - PLEASE MAP;both;Reports of suspected missing or exploited children;Marketplace;Online Abuse and exploitation;Outcome;MP_OL_OC_RESMEC;Map provided in March 2020 by: Lydia Madden, Project Specialist, LEA Relations, National Center for Missing & Exploited Children(703) 837-6302 LMadden@NCMEC.ORG ;NCMEC;Number of NCMEC reports by country;;;;NCMEC 2019 World Map ;nan;2023;"6=over 50,000; 5=20,000 - 50,000; 4=10,000 - 20,000; 3=5,000 - 10,000; 2=1,000-5,000; 1 =Less than 1,000; 0=No data"
159;SVN;2022;VALUE WITHOUT MAPPING - PLEASE MAP;both;Reports of suspected missing or exploited children;Marketplace;Online Abuse and exploitation;Outcome;MP_OL_OC_RESMEC;Map provided in March 2020 by: Lydia Madden, Project Specialist, LEA Relations, National Center for Missing & Exploited Children(703) 837-6302 LMadden@NCMEC.ORG ;NCMEC;Number of NCMEC reports by country;;;;NCMEC 2019 World Map ;nan;2023;"6=over 50,000; 5=20,000 - 50,000; 4=10,000 - 20,000; 3=5,000 - 10,000; 2=1,000-5,000; 1 =Less than 1,000; 0=No data"
160;SLB;2022;VALUE WITHOUT MAPPING - PLEASE MAP;both;Reports of suspected missing or exploited children;Marketplace;Online Abuse and exploitation;Outcome;MP_OL_OC_RESMEC;Map provided in March 2020 by: Lydia Madden, Project Specialist, LEA Relations, National Center for Missing & Exploited Children(703) 837-6302 LMadden@NCMEC.ORG ;NCMEC;Number of NCMEC reports by country;;;;NCMEC 2019 World Map ;nan;2023;"6=over 50,000; 5=20,000 - 50,000; 4=10,000 - 20,000; 3=5,000 - 10,000; 2=1,000-5,000; 1 =Less than 1,000; 0=No data"
161;SOM;2022;VALUE WITHOUT MAPPING - PLEASE MAP;both;Reports of suspected missing or exploited children;Marketplace;Online Abuse and exploitation;Outcome;MP_OL_OC_RESMEC;Map provided in March 2020 by: Lydia Madden, Project Specialist, LEA Relations, National Center for Missing & Exploited Children(703) 837-6302 LMadden@NCMEC.ORG ;NCMEC;Number of NCMEC reports by country;;;;NCMEC 2019 World Map ;nan;2023;"6=over 50,000; 5=20,000 - 50,000; 4=10,000 - 20,000; 3=5,000 - 10,000; 2=1,000-5,000; 1 =Less than 1,000; 0=No data"
162;ZAF;2022;VALUE WITHOUT MAPPING - PLEASE MAP;both;Reports of suspected missing or exploited children;Marketplace;Online Abuse and exploitation;Outcome;MP_OL_OC_RESMEC;Map provided in March 2020 by: Lydia Madden, Project Specialist, LEA Relations, National Center for Missing & Exploited Children(703) 837-6302 LMadden@NCMEC.ORG ;NCMEC;Number of NCMEC reports by country;;;;NCMEC 2019 World Map ;nan;2023;"6=over 50,000; 5=20,000 - 50,000; 4=10,000 - 20,000; 3=5,000 - 10,000; 2=1,000-5,000; 1 =Less than 1,000; 0=No data"
163;SSD;2022;VALUE WITHOUT MAPPING - PLEASE MAP;both;Reports of suspected missing or exploited children;Marketplace;Online Abuse and exploitation;Outcome;MP_OL_OC_RESMEC;Map provided in March 2020 by: Lydia Madden, Project Specialist, LEA Relations, National Center for Missing & Exploited Children(703) 837-6302 LMadden@NCMEC.ORG ;NCMEC;Number of NCMEC reports by country;;;;NCMEC 2019 World Map ;nan;2023;"6=over 50,000; 5=20,000 - 50,000; 4=10,000 - 20,000; 3=5,000 - 10,000; 2=1,000-5,000; 1 =Less than 1,000; 0=No data"
164;ESP;2022;VALUE WITHOUT MAPPING - PLEASE MAP;both;Reports of suspected missing or exploited children;Marketplace;Online Abuse and exploitation;Outcome;MP_OL_OC_RESMEC;Map provided in March 2020 by: Lydia Madden, Project Specialist, LEA Relations, National Center for Missing & Exploited Children(703) 837-6302 LMadden@NCMEC.ORG ;NCMEC;Number of NCMEC reports by country;;;;NCMEC 2019 World Map ;nan;2023;"6=over 50,000; 5=20,000 - 50,000; 4=10,000 - 20,000; 3=5,000 - 10,000; 2=1,000-5,000; 1 =Less than 1,000; 0=No data"
165;LKA;2022;VALUE WITHOUT MAPPING - PLEASE MAP;both;Reports of suspected missing or exploited children;Marketplace;Online Abuse and exploitation;Outcome;MP_OL_OC_RESMEC;Map provided in March 2020 by: Lydia Madden, Project Specialist, LEA Relations, National Center for Missing & Exploited Children(703) 837-6302 LMadden@NCMEC.ORG ;NCMEC;Number of NCMEC reports by country;;;;NCMEC 2019 World Map ;nan;2023;"6=over 50,000; 5=20,000 - 50,000; 4=10,000 - 20,000; 3=5,000 - 10,000; 2=1,000-5,000; 1 =Less than 1,000; 0=No data"
166;SDN;2022;VALUE WITHOUT MAPPING - PLEASE MAP;both;Reports of suspected missing or exploited children;Marketplace;Online Abuse and exploitation;Outcome;MP_OL_OC_RESMEC;Map provided in March 2020 by: Lydia Madden, Project Specialist, LEA Relations, National Center for Missing & Exploited Children(703) 837-6302 LMadden@NCMEC.ORG ;NCMEC;Number of NCMEC reports by country;;;;NCMEC 2019 World Map ;nan;2023;"6=over 50,000; 5=20,000 - 50,000; 4=10,000 - 20,000; 3=5,000 - 10,000; 2=1,000-5,000; 1 =Less than 1,000; 0=No data"
167;SUR;2022;VALUE WITHOUT MAPPING - PLEASE MAP;both;Reports of suspected missing or exploited children;Marketplace;Online Abuse and exploitation;Outcome;MP_OL_OC_RESMEC;Map provided in March 2020 by: Lydia Madden, Project Specialist, LEA Relations, National Center for Missing & Exploited Children(703) 837-6302 LMadden@NCMEC.ORG ;NCMEC;Number of NCMEC reports by country;;;;NCMEC 2019 World Map ;nan;2023;"6=over 50,000; 5=20,000 - 50,000; 4=10,000 - 20,000; 3=5,000 - 10,000; 2=1,000-5,000; 1 =Less than 1,000; 0=No data"
168;SWE;2022;VALUE WITHOUT MAPPING - PLEASE MAP;both;Reports of suspected missing or exploited children;Marketplace;Online Abuse and exploitation;Outcome;MP_OL_OC_RESMEC;Map provided in March 2020 by: Lydia Madden, Project Specialist, LEA Relations, National Center for Missing & Exploited Children(703) 837-6302 LMadden@NCMEC.ORG ;NCMEC;Number of NCMEC reports by country;;;;NCMEC 2019 World Map ;nan;2023;"6=over 50,000; 5=20,000 - 50,000; 4=10,000 - 20,000; 3=5,000 - 10,000; 2=1,000-5,000; 1 =Less than 1,000; 0=No data"
169;CHE;2022;VALUE WITHOUT MAPPING - PLEASE MAP;both;Reports of suspected missing or exploited children;Marketplace;Online Abuse and exploitation;Outcome;MP_OL_OC_RESMEC;Map provided in March 2020 by: Lydia Madden, Project Specialist, LEA Relations, National Center for Missing & Exploited Children(703) 837-6302 LMadden@NCMEC.ORG ;NCMEC;Number of NCMEC reports by country;;;;NCMEC 2019 World Map ;nan;2023;"6=over 50,000; 5=20,000 - 50,000; 4=10,000 - 20,000; 3=5,000 - 10,000; 2=1,000-5,000; 1 =Less than 1,000; 0=No data"
170;SYR;2022;VALUE WITHOUT MAPPING - PLEASE MAP;both;Reports of suspected missing or exploited children;Marketplace;Online Abuse and exploitation;Outcome;MP_OL_OC_RESMEC;Map provided in March 2020 by: Lydia Madden, Project Specialist, LEA Relations, National Center for Missing & Exploited Children(703) 837-6302 LMadden@NCMEC.ORG ;NCMEC;Number of NCMEC reports by country;;;;NCMEC 2019 World Map ;nan;2023;"6=over 50,000; 5=20,000 - 50,000; 4=10,000 - 20,000; 3=5,000 - 10,000; 2=1,000-5,000; 1 =Less than 1,000; 0=No data"
171;TJK;2022;VALUE WITHOUT MAPPING - PLEASE MAP;both;Reports of suspected missing or exploited children;Marketplace;Online Abuse and exploitation;Outcome;MP_OL_OC_RESMEC;Map provided in March 2020 by: Lydia Madden, Project Specialist, LEA Relations, National Center for Missing & Exploited Children(703) 837-6302 LMadden@NCMEC.ORG ;NCMEC;Number of NCMEC reports by country;;;;NCMEC 2019 World Map ;nan;2023;"6=over 50,000; 5=20,000 - 50,000; 4=10,000 - 20,000; 3=5,000 - 10,000; 2=1,000-5,000; 1 =Less than 1,000; 0=No data"
172;TZA;2022;VALUE WITHOUT MAPPING - PLEASE MAP;both;Reports of suspected missing or exploited children;Marketplace;Online Abuse and exploitation;Outcome;MP_OL_OC_RESMEC;Map provided in March 2020 by: Lydia Madden, Project Specialist, LEA Relations, National Center for Missing & Exploited Children(703) 837-6302 LMadden@NCMEC.ORG ;NCMEC;Number of NCMEC reports by country;;;;NCMEC 2019 World Map ;nan;2023;"6=over 50,000; 5=20,000 - 50,000; 4=10,000 - 20,000; 3=5,000 - 10,000; 2=1,000-5,000; 1 =Less than 1,000; 0=No data"
173;THA;2022;VALUE WITHOUT MAPPING - PLEASE MAP;both;Reports of suspected missing or exploited children;Marketplace;Online Abuse and exploitation;Outcome;MP_OL_OC_RESMEC;Map provided in March 2020 by: Lydia Madden, Project Specialist, LEA Relations, National Center for Missing & Exploited Children(703) 837-6302 LMadden@NCMEC.ORG ;NCMEC;Number of NCMEC reports by country;;;;NCMEC 2019 World Map ;nan;2023;"6=over 50,000; 5=20,000 - 50,000; 4=10,000 - 20,000; 3=5,000 - 10,000; 2=1,000-5,000; 1 =Less than 1,000; 0=No data"
174;TLS;2022;VALUE WITHOUT MAPPING - PLEASE MAP;both;Reports of suspected missing or exploited children;Marketplace;Online Abuse and exploitation;Outcome;MP_OL_OC_RESMEC;Map provided in March 2020 by: Lydia Madden, Project Specialist, LEA Relations, National Center for Missing & Exploited Children(703) 837-6302 LMadden@NCMEC.ORG ;NCMEC;Number of NCMEC reports by country;;;;NCMEC 2019 World Map ;nan;2023;"6=over 50,000; 5=20,000 - 50,000; 4=10,000 - 20,000; 3=5,000 - 10,000; 2=1,000-5,000; 1 =Less than 1,000; 0=No data"
175;TGO;2022;VALUE WITHOUT MAPPING - PLEASE MAP;both;Reports of suspected missing or exploited children;Marketplace;Online Abuse and exploitation;Outcome;MP_OL_OC_RESMEC;Map provided in March 2020 by: Lydia Madden, Project Specialist, LEA Relations, National Center for Missing & Exploited Children(703) 837-6302 LMadden@NCMEC.ORG ;NCMEC;Number of NCMEC reports by country;;;;NCMEC 2019 World Map ;nan;2023;"6=over 50,000; 5=20,000 - 50,000; 4=10,000 - 20,000; 3=5,000 - 10,000; 2=1,000-5,000; 1 =Less than 1,000; 0=No data"
176;TON;2022;VALUE WITHOUT MAPPING - PLEASE MAP;both;Reports of suspected missing or exploited children;Marketplace;Online Abuse and exploitation;Outcome;MP_OL_OC_RESMEC;Map provided in March 2020 by: Lydia Madden, Project Specialist, LEA Relations, National Center for Missing & Exploited Children(703) 837-6302 LMadden@NCMEC.ORG ;NCMEC;Number of NCMEC reports by country;;;;NCMEC 2019 World Map ;nan;2023;"6=over 50,000; 5=20,000 - 50,000; 4=10,000 - 20,000; 3=5,000 - 10,000; 2=1,000-5,000; 1 =Less than 1,000; 0=No data"
177;TTO;2022;VALUE WITHOUT MAPPING - PLEASE MAP;both;Reports of suspected missing or exploited children;Marketplace;Online Abuse and exploitation;Outcome;MP_OL_OC_RESMEC;Map provided in March 2020 by: Lydia Madden, Project Specialist, LEA Relations, National Center for Missing & Exploited Children(703) 837-6302 LMadden@NCMEC.ORG ;NCMEC;Number of NCMEC reports by country;;;;NCMEC 2019 World Map ;nan;2023;"6=over 50,000; 5=20,000 - 50,000; 4=10,000 - 20,000; 3=5,000 - 10,000; 2=1,000-5,000; 1 =Less than 1,000; 0=No data"
178;TUN;2022;VALUE WITHOUT MAPPING - PLEASE MAP;both;Reports of suspected missing or exploited children;Marketplace;Online Abuse and exploitation;Outcome;MP_OL_OC_RESMEC;Map provided in March 2020 by: Lydia Madden, Project Specialist, LEA Relations, National Center for Missing & Exploited Children(703) 837-6302 LMadden@NCMEC.ORG ;NCMEC;Number of NCMEC reports by country;;;;NCMEC 2019 World Map ;nan;2023;"6=over 50,000; 5=20,000 - 50,000; 4=10,000 - 20,000; 3=5,000 - 10,000; 2=1,000-5,000; 1 =Less than 1,000; 0=No data"
179;TUR;2022;VALUE WITHOUT MAPPING - PLEASE MAP;both;Reports of suspected missing or exploited children;Marketplace;Online Abuse and exploitation;Outcome;MP_OL_OC_RESMEC;Map provided in March 2020 by: Lydia Madden, Project Specialist, LEA Relations, National Center for Missing & Exploited Children(703) 837-6302 LMadden@NCMEC.ORG ;NCMEC;Number of NCMEC reports by country;;;;NCMEC 2019 World Map ;nan;2023;"6=over 50,000; 5=20,000 - 50,000; 4=10,000 - 20,000; 3=5,000 - 10,000; 2=1,000-5,000; 1 =Less than 1,000; 0=No data"
180;TKM;2022;VALUE WITHOUT MAPPING - PLEASE MAP;both;Reports of suspected missing or exploited children;Marketplace;Online Abuse and exploitation;Outcome;MP_OL_OC_RESMEC;Map provided in March 2020 by: Lydia Madden, Project Specialist, LEA Relations, National Center for Missing & Exploited Children(703) 837-6302 LMadden@NCMEC.ORG ;NCMEC;Number of NCMEC reports by country;;;;NCMEC 2019 World Map ;nan;2023;"6=over 50,000; 5=20,000 - 50,000; 4=10,000 - 20,000; 3=5,000 - 10,000; 2=1,000-5,000; 1 =Less than 1,000; 0=No data"
181;TUV;2022;VALUE WITHOUT MAPPING - PLEASE MAP;both;Reports of suspected missing or exploited children;Marketplace;Online Abuse and exploitation;Outcome;MP_OL_OC_RESMEC;Map provided in March 2020 by: Lydia Madden, Project Specialist, LEA Relations, National Center for Missing & Exploited Children(703) 837-6302 LMadden@NCMEC.ORG ;NCMEC;Number of NCMEC reports by country;;;;NCMEC 2019 World Map ;nan;2023;"6=over 50,000; 5=20,000 - 50,000; 4=10,000 - 20,000; 3=5,000 - 10,000; 2=1,000-5,000; 1 =Less than 1,000; 0=No data"
182;UGA;2022;VALUE WITHOUT MAPPING - PLEASE MAP;both;Reports of suspected missing or exploited children;Marketplace;Online Abuse and exploitation;Outcome;MP_OL_OC_RESMEC;Map provided in March 2020 by: Lydia Madden, Project Specialist, LEA Relations, National Center for Missing & Exploited Children(703) 837-6302 LMadden@NCMEC.ORG ;NCMEC;Number of NCMEC reports by country;;;;NCMEC 2019 World Map ;nan;2023;"6=over 50,000; 5=20,000 - 50,000; 4=10,000 - 20,000; 3=5,000 - 10,000; 2=1,000-5,000; 1 =Less than 1,000; 0=No data"
183;UKR;2022;VALUE WITHOUT MAPPING - PLEASE MAP;both;Reports of suspected missing or exploited children;Marketplace;Online Abuse and exploitation;Outcome;MP_OL_OC_RESMEC;Map provided in March 2020 by: Lydia Madden, Project Specialist, LEA Relations, National Center for Missing & Exploited Children(703) 837-6302 LMadden@NCMEC.ORG ;NCMEC;Number of NCMEC reports by country;;;;NCMEC 2019 World Map ;nan;2023;"6=over 50,000; 5=20,000 - 50,000; 4=10,000 - 20,000; 3=5,000 - 10,000; 2=1,000-5,000; 1 =Less than 1,000; 0=No data"
184;ARE;2022;VALUE WITHOUT MAPPING - PLEASE MAP;both;Reports of suspected missing or exploited children;Marketplace;Online Abuse and exploitation;Outcome;MP_OL_OC_RESMEC;Map provided in March 2020 by: Lydia Madden, Project Specialist, LEA Relations, National Center for Missing & Exploited Children(703) 837-6302 LMadden@NCMEC.ORG ;NCMEC;Number of NCMEC reports by country;;;;NCMEC 2019 World Map ;nan;2023;"6=over 50,000; 5=20,000 - 50,000; 4=10,000 - 20,000; 3=5,000 - 10,000; 2=1,000-5,000; 1 =Less than 1,000; 0=No data"
185;GBR;2022;VALUE WITHOUT MAPPING - PLEASE MAP;both;Reports of suspected missing or exploited children;Marketplace;Online Abuse and exploitation;Outcome;MP_OL_OC_RESMEC;Map provided in March 2020 by: Lydia Madden, Project Specialist, LEA Relations, National Center for Missing & Exploited Children(703) 837-6302 LMadden@NCMEC.ORG ;NCMEC;Number of NCMEC reports by country;;;;NCMEC 2019 World Map ;nan;2023;"6=over 50,000; 5=20,000 - 50,000; 4=10,000 - 20,000; 3=5,000 - 10,000; 2=1,000-5,000; 1 =Less than 1,000; 0=No data"
186;USA;2022;VALUE WITHOUT MAPPING - PLEASE MAP;both;Reports of suspected missing or exploited children;Marketplace;Online Abuse and exploitation;Outcome;MP_OL_OC_RESMEC;Map provided in March 2020 by: Lydia Madden, Project Specialist, LEA Relations, National Center for Missing & Exploited Children(703) 837-6302 LMadden@NCMEC.ORG ;NCMEC;Number of NCMEC reports by country;;;;NCMEC 2019 World Map ;nan;2023;"6=over 50,000; 5=20,000 - 50,000; 4=10,000 - 20,000; 3=5,000 - 10,000; 2=1,000-5,000; 1 =Less than 1,000; 0=No data"
187;URY;2022;VALUE WITHOUT MAPPING - PLEASE MAP;both;Reports of suspected missing or exploited children;Marketplace;Online Abuse and exploitation;Outcome;MP_OL_OC_RESMEC;Map provided in March 2020 by: Lydia Madden, Project Specialist, LEA Relations, National Center for Missing & Exploited Children(703) 837-6302 LMadden@NCMEC.ORG ;NCMEC;Number of NCMEC reports by country;;;;NCMEC 2019 World Map ;nan;2023;"6=over 50,000; 5=20,000 - 50,000; 4=10,000 - 20,000; 3=5,000 - 10,000; 2=1,000-5,000; 1 =Less than 1,000; 0=No data"
188;UZB;2022;VALUE WITHOUT MAPPING - PLEASE MAP;both;Reports of suspected missing or exploited children;Marketplace;Online Abuse and exploitation;Outcome;MP_OL_OC_RESMEC;Map provided in March 2020 by: Lydia Madden, Project Specialist, LEA Relations, National Center for Missing & Exploited Children(703) 837-6302 LMadden@NCMEC.ORG ;NCMEC;Number of NCMEC reports by country;;;;NCMEC 2019 World Map ;nan;2023;"6=over 50,000; 5=20,000 - 50,000; 4=10,000 - 20,000; 3=5,000 - 10,000; 2=1,000-5,000; 1 =Less than 1,000; 0=No data"
189;VUT;2022;VALUE WITHOUT MAPPING - PLEASE MAP;both;Reports of suspected missing or exploited children;Marketplace;Online Abuse and exploitation;Outcome;MP_OL_OC_RESMEC;Map provided in March 2020 by: Lydia Madden, Project Specialist, LEA Relations, National Center for Missing & Exploited Children(703) 837-6302 LMadden@NCMEC.ORG ;NCMEC;Number of NCMEC reports by country;;;;NCMEC 2019 World Map ;nan;2023;"6=over 50,000; 5=20,000 - 50,000; 4=10,000 - 20,000; 3=5,000 - 10,000; 2=1,000-5,000; 1 =Less than 1,000; 0=No data"
190;VEN;2022;VALUE WITHOUT MAPPING - PLEASE MAP;both;Reports of suspected missing or exploited children;Marketplace;Online Abuse and exploitation;Outcome;MP_OL_OC_RESMEC;Map provided in March 2020 by: Lydia Madden, Project Specialist, LEA Relations, National Center for Missing & Exploited Children(703) 837-6302 LMadden@NCMEC.ORG ;NCMEC;Number of NCMEC reports by country;;;;NCMEC 2019 World Map ;nan;2023;"6=over 50,000; 5=20,000 - 50,000; 4=10,000 - 20,000; 3=5,000 - 10,000; 2=1,000-5,000; 1 =Less than 1,000; 0=No data"
