;DIM_SDG_INDICATOR;ATTR_SDG_INDICATOR_DESCRIPTION;COUNTRY_NAME;TIME_PERIOD;RAW_OBS_VALUE;ATTR_SOURCE_OF_SOURCE;ATTR_FOOTNOTE_OF_SOURCE;DIM_REP_TYPE;DIM_QUANTILE;COUNTRY_ISO_2;COUNTRY_ISO_3;_merge;INDICATOR_NAME;INDICATOR_INDEX;INDICATOR_ISSUE;INDICATOR_CATEGORY;INDICATOR_CODE;ATTR_SOURCE;ATTR_SOURCE_BODY;ATTR_INDICATOR_DESCRIPTION;ATTR_INDICATOR_EXPLANATION;ATTR_UNIT_MEASURE;ATTR_DATA_EXTRACTION_METHDOLOGY;ATTR_SOURCE_TITLE;ATTR_API_ENDPOINT_URL;CRBA_RELEASE_YEAR
152;1.3.1;[World Bank] Proportion of population covered by social insurance programs (%);Latvia;2009.0;45.72375;ASPIRE: The Atlas of Social Protection - Indicators of Resilience and Equity, The World Bank. Data are based on national representative household surveys. (datatopics.worldbank.org/aspire/);[''];Global;_T;LV;LVA;both;;;;;;https://unstats.un.org/sdgs/indicators/database/;UN SDG;;;;;SDG Indicator 1.3.1,  Series:  [World Bank] Proportion of population covered by social insurance programs (%) SI_COV_SOCINS;https://unstats.un.org/SDGAPI/v1/sdg/Series/Data?seriesCode=SI_COV_SOCINS&pageSize=999999999;2023
153;1.3.1;[World Bank] Proportion of population covered by social insurance programs (%);Latvia;2009.0;46.83668;ASPIRE: The Atlas of Social Protection - Indicators of Resilience and Equity, The World Bank. Data are based on national representative household surveys. (datatopics.worldbank.org/aspire/);[''];Global;First quantile (Q1);LV;LVA;both;;;;;;https://unstats.un.org/sdgs/indicators/database/;UN SDG;;;;;SDG Indicator 1.3.1,  Series:  [World Bank] Proportion of population covered by social insurance programs (%) SI_COV_SOCINS;https://unstats.un.org/SDGAPI/v1/sdg/Series/Data?seriesCode=SI_COV_SOCINS&pageSize=999999999;2023
154;1.3.1;[World Bank] Proportion of population covered by social insurance programs (%);Lebanon;2004.0;53.66088;ASPIRE: The Atlas of Social Protection - Indicators of Resilience and Equity, The World Bank. Data are based on national representative household surveys. (datatopics.worldbank.org/aspire/);[''];Global;_T;LB;LBN;both;;;;;;https://unstats.un.org/sdgs/indicators/database/;UN SDG;;;;;SDG Indicator 1.3.1,  Series:  [World Bank] Proportion of population covered by social insurance programs (%) SI_COV_SOCINS;https://unstats.un.org/SDGAPI/v1/sdg/Series/Data?seriesCode=SI_COV_SOCINS&pageSize=999999999;2023
155;1.3.1;[World Bank] Proportion of population covered by social insurance programs (%);Lebanon;2004.0;23.83028;ASPIRE: The Atlas of Social Protection - Indicators of Resilience and Equity, The World Bank. Data are based on national representative household surveys. (datatopics.worldbank.org/aspire/);[''];Global;First quantile (Q1);LB;LBN;both;;;;;;https://unstats.un.org/sdgs/indicators/database/;UN SDG;;;;;SDG Indicator 1.3.1,  Series:  [World Bank] Proportion of population covered by social insurance programs (%) SI_COV_SOCINS;https://unstats.un.org/SDGAPI/v1/sdg/Series/Data?seriesCode=SI_COV_SOCINS&pageSize=999999999;2023
156;1.3.1;[World Bank] Proportion of population covered by social insurance programs (%);Lesotho;2017.0;0.2561;ASPIRE: The Atlas of Social Protection - Indicators of Resilience and Equity, The World Bank. Data are based on national representative household surveys. (datatopics.worldbank.org/aspire/);[''];Global;First quantile (Q1);LS;LSO;both;;;;;;https://unstats.un.org/sdgs/indicators/database/;UN SDG;;;;;SDG Indicator 1.3.1,  Series:  [World Bank] Proportion of population covered by social insurance programs (%) SI_COV_SOCINS;https://unstats.un.org/SDGAPI/v1/sdg/Series/Data?seriesCode=SI_COV_SOCINS&pageSize=999999999;2023
157;1.3.1;[World Bank] Proportion of population covered by social insurance programs (%);Lesotho;2017.0;1.16038;ASPIRE: The Atlas of Social Protection - Indicators of Resilience and Equity, The World Bank. Data are based on national representative household surveys. (datatopics.worldbank.org/aspire/);[''];Global;_T;LS;LSO;both;;;;;;https://unstats.un.org/sdgs/indicators/database/;UN SDG;;;;;SDG Indicator 1.3.1,  Series:  [World Bank] Proportion of population covered by social insurance programs (%) SI_COV_SOCINS;https://unstats.un.org/SDGAPI/v1/sdg/Series/Data?seriesCode=SI_COV_SOCINS&pageSize=999999999;2023
158;1.3.1;[World Bank] Proportion of population covered by social insurance programs (%);Liberia;2016.0;0.49643;ASPIRE: The Atlas of Social Protection - Indicators of Resilience and Equity, The World Bank. Data are based on national representative household surveys. (datatopics.worldbank.org/aspire/);[''];Global;_T;LR;LBR;both;;;;;;https://unstats.un.org/sdgs/indicators/database/;UN SDG;;;;;SDG Indicator 1.3.1,  Series:  [World Bank] Proportion of population covered by social insurance programs (%) SI_COV_SOCINS;https://unstats.un.org/SDGAPI/v1/sdg/Series/Data?seriesCode=SI_COV_SOCINS&pageSize=999999999;2023
159;1.3.1;[World Bank] Proportion of population covered by social insurance programs (%);Liberia;2016.0;0.5887;ASPIRE: The Atlas of Social Protection - Indicators of Resilience and Equity, The World Bank. Data are based on national representative household surveys. (datatopics.worldbank.org/aspire/);[''];Global;First quantile (Q1);LR;LBR;both;;;;;;https://unstats.un.org/sdgs/indicators/database/;UN SDG;;;;;SDG Indicator 1.3.1,  Series:  [World Bank] Proportion of population covered by social insurance programs (%) SI_COV_SOCINS;https://unstats.un.org/SDGAPI/v1/sdg/Series/Data?seriesCode=SI_COV_SOCINS&pageSize=999999999;2023
160;_T;;;2023.0;;;;_T;_T;;LBY;right_only;;;;;;https://unstats.un.org/sdgs/indicators/database/;UN SDG;;;;;SDG Indicator 1.3.1,  Series:  [World Bank] Proportion of population covered by social insurance programs (%) SI_COV_SOCINS;https://unstats.un.org/SDGAPI/v1/sdg/Series/Data?seriesCode=SI_COV_SOCINS&pageSize=999999999;2023
161;_T;;;2023.0;;;;_T;_T;;LIE;right_only;;;;;;https://unstats.un.org/sdgs/indicators/database/;UN SDG;;;;;SDG Indicator 1.3.1,  Series:  [World Bank] Proportion of population covered by social insurance programs (%) SI_COV_SOCINS;https://unstats.un.org/SDGAPI/v1/sdg/Series/Data?seriesCode=SI_COV_SOCINS&pageSize=999999999;2023
162;1.3.1;[World Bank] Proportion of population covered by social insurance programs (%);Lithuania;2008.0;45.03508;ASPIRE: The Atlas of Social Protection - Indicators of Resilience and Equity, The World Bank. Data are based on national representative household surveys. (datatopics.worldbank.org/aspire/);[''];Global;_T;LT;LTU;both;;;;;;https://unstats.un.org/sdgs/indicators/database/;UN SDG;;;;;SDG Indicator 1.3.1,  Series:  [World Bank] Proportion of population covered by social insurance programs (%) SI_COV_SOCINS;https://unstats.un.org/SDGAPI/v1/sdg/Series/Data?seriesCode=SI_COV_SOCINS&pageSize=999999999;2023
163;1.3.1;[World Bank] Proportion of population covered by social insurance programs (%);Lithuania;2008.0;52.56267;ASPIRE: The Atlas of Social Protection - Indicators of Resilience and Equity, The World Bank. Data are based on national representative household surveys. (datatopics.worldbank.org/aspire/);[''];Global;First quantile (Q1);LT;LTU;both;;;;;;https://unstats.un.org/sdgs/indicators/database/;UN SDG;;;;;SDG Indicator 1.3.1,  Series:  [World Bank] Proportion of population covered by social insurance programs (%) SI_COV_SOCINS;https://unstats.un.org/SDGAPI/v1/sdg/Series/Data?seriesCode=SI_COV_SOCINS&pageSize=999999999;2023
164;_T;;;2023.0;;;;_T;_T;;LUX;right_only;;;;;;https://unstats.un.org/sdgs/indicators/database/;UN SDG;;;;;SDG Indicator 1.3.1,  Series:  [World Bank] Proportion of population covered by social insurance programs (%) SI_COV_SOCINS;https://unstats.un.org/SDGAPI/v1/sdg/Series/Data?seriesCode=SI_COV_SOCINS&pageSize=999999999;2023
165;_T;;;2023.0;;;;_T;_T;;MKD;right_only;;;;;;https://unstats.un.org/sdgs/indicators/database/;UN SDG;;;;;SDG Indicator 1.3.1,  Series:  [World Bank] Proportion of population covered by social insurance programs (%) SI_COV_SOCINS;https://unstats.un.org/SDGAPI/v1/sdg/Series/Data?seriesCode=SI_COV_SOCINS&pageSize=999999999;2023
166;_T;;;2023.0;;;;_T;_T;;MDG;right_only;;;;;;https://unstats.un.org/sdgs/indicators/database/;UN SDG;;;;;SDG Indicator 1.3.1,  Series:  [World Bank] Proportion of population covered by social insurance programs (%) SI_COV_SOCINS;https://unstats.un.org/SDGAPI/v1/sdg/Series/Data?seriesCode=SI_COV_SOCINS&pageSize=999999999;2023
167;1.3.1;[World Bank] Proportion of population covered by social insurance programs (%);Malawi;2016.0;0.56605;ASPIRE: The Atlas of Social Protection - Indicators of Resilience and Equity, The World Bank. Data are based on national representative household surveys. (datatopics.worldbank.org/aspire/);[''];Global;_T;MW;MWI;both;;;;;;https://unstats.un.org/sdgs/indicators/database/;UN SDG;;;;;SDG Indicator 1.3.1,  Series:  [World Bank] Proportion of population covered by social insurance programs (%) SI_COV_SOCINS;https://unstats.un.org/SDGAPI/v1/sdg/Series/Data?seriesCode=SI_COV_SOCINS&pageSize=999999999;2023
168;1.3.1;[World Bank] Proportion of population covered by social insurance programs (%);Malawi;2016.0;0.17777;ASPIRE: The Atlas of Social Protection - Indicators of Resilience and Equity, The World Bank. Data are based on national representative household surveys. (datatopics.worldbank.org/aspire/);[''];Global;First quantile (Q1);MW;MWI;both;;;;;;https://unstats.un.org/sdgs/indicators/database/;UN SDG;;;;;SDG Indicator 1.3.1,  Series:  [World Bank] Proportion of population covered by social insurance programs (%) SI_COV_SOCINS;https://unstats.un.org/SDGAPI/v1/sdg/Series/Data?seriesCode=SI_COV_SOCINS&pageSize=999999999;2023
169;1.3.1;[World Bank] Proportion of population covered by social insurance programs (%);Malaysia;2016.0;8.38059;ASPIRE: The Atlas of Social Protection - Indicators of Resilience and Equity, The World Bank. Data are based on national representative household surveys. (datatopics.worldbank.org/aspire/);[''];Global;_T;MY;MYS;both;;;;;;https://unstats.un.org/sdgs/indicators/database/;UN SDG;;;;;SDG Indicator 1.3.1,  Series:  [World Bank] Proportion of population covered by social insurance programs (%) SI_COV_SOCINS;https://unstats.un.org/SDGAPI/v1/sdg/Series/Data?seriesCode=SI_COV_SOCINS&pageSize=999999999;2023
170;1.3.1;[World Bank] Proportion of population covered by social insurance programs (%);Malaysia;2016.0;4.29124;ASPIRE: The Atlas of Social Protection - Indicators of Resilience and Equity, The World Bank. Data are based on national representative household surveys. (datatopics.worldbank.org/aspire/);[''];Global;First quantile (Q1);MY;MYS;both;;;;;;https://unstats.un.org/sdgs/indicators/database/;UN SDG;;;;;SDG Indicator 1.3.1,  Series:  [World Bank] Proportion of population covered by social insurance programs (%) SI_COV_SOCINS;https://unstats.un.org/SDGAPI/v1/sdg/Series/Data?seriesCode=SI_COV_SOCINS&pageSize=999999999;2023
171;1.3.1;[World Bank] Proportion of population covered by social insurance programs (%);Maldives;2016.0;4.40613;ASPIRE: The Atlas of Social Protection - Indicators of Resilience and Equity, The World Bank. Data are based on national representative household surveys. (datatopics.worldbank.org/aspire/);[''];Global;_T;MV;MDV;both;;;;;;https://unstats.un.org/sdgs/indicators/database/;UN SDG;;;;;SDG Indicator 1.3.1,  Series:  [World Bank] Proportion of population covered by social insurance programs (%) SI_COV_SOCINS;https://unstats.un.org/SDGAPI/v1/sdg/Series/Data?seriesCode=SI_COV_SOCINS&pageSize=999999999;2023
172;1.3.1;[World Bank] Proportion of population covered by social insurance programs (%);Maldives;2016.0;4.09218;ASPIRE: The Atlas of Social Protection - Indicators of Resilience and Equity, The World Bank. Data are based on national representative household surveys. (datatopics.worldbank.org/aspire/);[''];Global;First quantile (Q1);MV;MDV;both;;;;;;https://unstats.un.org/sdgs/indicators/database/;UN SDG;;;;;SDG Indicator 1.3.1,  Series:  [World Bank] Proportion of population covered by social insurance programs (%) SI_COV_SOCINS;https://unstats.un.org/SDGAPI/v1/sdg/Series/Data?seriesCode=SI_COV_SOCINS&pageSize=999999999;2023
173;1.3.1;[World Bank] Proportion of population covered by social insurance programs (%);Mali;2009.0;0.5587;ASPIRE: The Atlas of Social Protection - Indicators of Resilience and Equity, The World Bank. Data are based on national representative household surveys. (datatopics.worldbank.org/aspire/);[''];Global;First quantile (Q1);ML;MLI;both;;;;;;https://unstats.un.org/sdgs/indicators/database/;UN SDG;;;;;SDG Indicator 1.3.1,  Series:  [World Bank] Proportion of population covered by social insurance programs (%) SI_COV_SOCINS;https://unstats.un.org/SDGAPI/v1/sdg/Series/Data?seriesCode=SI_COV_SOCINS&pageSize=999999999;2023
174;1.3.1;[World Bank] Proportion of population covered by social insurance programs (%);Mali;2009.0;1.3058;ASPIRE: The Atlas of Social Protection - Indicators of Resilience and Equity, The World Bank. Data are based on national representative household surveys. (datatopics.worldbank.org/aspire/);[''];Global;_T;ML;MLI;both;;;;;;https://unstats.un.org/sdgs/indicators/database/;UN SDG;;;;;SDG Indicator 1.3.1,  Series:  [World Bank] Proportion of population covered by social insurance programs (%) SI_COV_SOCINS;https://unstats.un.org/SDGAPI/v1/sdg/Series/Data?seriesCode=SI_COV_SOCINS&pageSize=999999999;2023
175;_T;;;2023.0;;;;_T;_T;;MLT;right_only;;;;;;https://unstats.un.org/sdgs/indicators/database/;UN SDG;;;;;SDG Indicator 1.3.1,  Series:  [World Bank] Proportion of population covered by social insurance programs (%) SI_COV_SOCINS;https://unstats.un.org/SDGAPI/v1/sdg/Series/Data?seriesCode=SI_COV_SOCINS&pageSize=999999999;2023
176;1.3.1;[World Bank] Proportion of population covered by social insurance programs (%);Marshall Islands;1999.0;10.24923;ASPIRE: The Atlas of Social Protection - Indicators of Resilience and Equity, The World Bank. Data are based on national representative household surveys. (datatopics.worldbank.org/aspire/);[''];Global;First quantile (Q1);MH;MHL;both;;;;;;https://unstats.un.org/sdgs/indicators/database/;UN SDG;;;;;SDG Indicator 1.3.1,  Series:  [World Bank] Proportion of population covered by social insurance programs (%) SI_COV_SOCINS;https://unstats.un.org/SDGAPI/v1/sdg/Series/Data?seriesCode=SI_COV_SOCINS&pageSize=999999999;2023
177;1.3.1;[World Bank] Proportion of population covered by social insurance programs (%);Marshall Islands;1999.0;22.95053;ASPIRE: The Atlas of Social Protection - Indicators of Resilience and Equity, The World Bank. Data are based on national representative household surveys. (datatopics.worldbank.org/aspire/);[''];Global;_T;MH;MHL;both;;;;;;https://unstats.un.org/sdgs/indicators/database/;UN SDG;;;;;SDG Indicator 1.3.1,  Series:  [World Bank] Proportion of population covered by social insurance programs (%) SI_COV_SOCINS;https://unstats.un.org/SDGAPI/v1/sdg/Series/Data?seriesCode=SI_COV_SOCINS&pageSize=999999999;2023
178;1.3.1;[World Bank] Proportion of population covered by social insurance programs (%);Mauritania;2008.0;9.22704;ASPIRE: The Atlas of Social Protection - Indicators of Resilience and Equity, The World Bank. Data are based on national representative household surveys. (datatopics.worldbank.org/aspire/);[''];Global;_T;MR;MRT;both;;;;;;https://unstats.un.org/sdgs/indicators/database/;UN SDG;;;;;SDG Indicator 1.3.1,  Series:  [World Bank] Proportion of population covered by social insurance programs (%) SI_COV_SOCINS;https://unstats.un.org/SDGAPI/v1/sdg/Series/Data?seriesCode=SI_COV_SOCINS&pageSize=999999999;2023
179;1.3.1;[World Bank] Proportion of population covered by social insurance programs (%);Mauritania;2008.0;10.44699;ASPIRE: The Atlas of Social Protection - Indicators of Resilience and Equity, The World Bank. Data are based on national representative household surveys. (datatopics.worldbank.org/aspire/);[''];Global;First quantile (Q1);MR;MRT;both;;;;;;https://unstats.un.org/sdgs/indicators/database/;UN SDG;;;;;SDG Indicator 1.3.1,  Series:  [World Bank] Proportion of population covered by social insurance programs (%) SI_COV_SOCINS;https://unstats.un.org/SDGAPI/v1/sdg/Series/Data?seriesCode=SI_COV_SOCINS&pageSize=999999999;2023
180;1.3.1;[World Bank] Proportion of population covered by social insurance programs (%);Mauritius;2017.0;19.07626;ASPIRE: The Atlas of Social Protection - Indicators of Resilience and Equity, The World Bank. Data are based on national representative household surveys. (datatopics.worldbank.org/aspire/);[''];Global;_T;MU;MUS;both;;;;;;https://unstats.un.org/sdgs/indicators/database/;UN SDG;;;;;SDG Indicator 1.3.1,  Series:  [World Bank] Proportion of population covered by social insurance programs (%) SI_COV_SOCINS;https://unstats.un.org/SDGAPI/v1/sdg/Series/Data?seriesCode=SI_COV_SOCINS&pageSize=999999999;2023
181;1.3.1;[World Bank] Proportion of population covered by social insurance programs (%);Mauritius;2017.0;12.5373;ASPIRE: The Atlas of Social Protection - Indicators of Resilience and Equity, The World Bank. Data are based on national representative household surveys. (datatopics.worldbank.org/aspire/);[''];Global;First quantile (Q1);MU;MUS;both;;;;;;https://unstats.un.org/sdgs/indicators/database/;UN SDG;;;;;SDG Indicator 1.3.1,  Series:  [World Bank] Proportion of population covered by social insurance programs (%) SI_COV_SOCINS;https://unstats.un.org/SDGAPI/v1/sdg/Series/Data?seriesCode=SI_COV_SOCINS&pageSize=999999999;2023
182;1.3.1;[World Bank] Proportion of population covered by social insurance programs (%);Mexico;2018.0;13.85704;ASPIRE: The Atlas of Social Protection - Indicators of Resilience and Equity, The World Bank. Data are based on national representative household surveys. (datatopics.worldbank.org/aspire/);[''];Global;_T;MX;MEX;both;;;;;;https://unstats.un.org/sdgs/indicators/database/;UN SDG;;;;;SDG Indicator 1.3.1,  Series:  [World Bank] Proportion of population covered by social insurance programs (%) SI_COV_SOCINS;https://unstats.un.org/SDGAPI/v1/sdg/Series/Data?seriesCode=SI_COV_SOCINS&pageSize=999999999;2023
183;1.3.1;[World Bank] Proportion of population covered by social insurance programs (%);Mexico;2018.0;4.61933;ASPIRE: The Atlas of Social Protection - Indicators of Resilience and Equity, The World Bank. Data are based on national representative household surveys. (datatopics.worldbank.org/aspire/);[''];Global;First quantile (Q1);MX;MEX;both;;;;;;https://unstats.un.org/sdgs/indicators/database/;UN SDG;;;;;SDG Indicator 1.3.1,  Series:  [World Bank] Proportion of population covered by social insurance programs (%) SI_COV_SOCINS;https://unstats.un.org/SDGAPI/v1/sdg/Series/Data?seriesCode=SI_COV_SOCINS&pageSize=999999999;2023
184;1.3.1;[World Bank] Proportion of population covered by social insurance programs (%);Micronesia (Federated States of);2000.0;17.36119;ASPIRE: The Atlas of Social Protection - Indicators of Resilience and Equity, The World Bank. Data are based on national representative household surveys. (datatopics.worldbank.org/aspire/);[''];Global;_T;FM;FSM;both;;;;;;https://unstats.un.org/sdgs/indicators/database/;UN SDG;;;;;SDG Indicator 1.3.1,  Series:  [World Bank] Proportion of population covered by social insurance programs (%) SI_COV_SOCINS;https://unstats.un.org/SDGAPI/v1/sdg/Series/Data?seriesCode=SI_COV_SOCINS&pageSize=999999999;2023
185;1.3.1;[World Bank] Proportion of population covered by social insurance programs (%);Micronesia (Federated States of);2000.0;7.49548;ASPIRE: The Atlas of Social Protection - Indicators of Resilience and Equity, The World Bank. Data are based on national representative household surveys. (datatopics.worldbank.org/aspire/);[''];Global;First quantile (Q1);FM;FSM;both;;;;;;https://unstats.un.org/sdgs/indicators/database/;UN SDG;;;;;SDG Indicator 1.3.1,  Series:  [World Bank] Proportion of population covered by social insurance programs (%) SI_COV_SOCINS;https://unstats.un.org/SDGAPI/v1/sdg/Series/Data?seriesCode=SI_COV_SOCINS&pageSize=999999999;2023
186;1.3.1;[World Bank] Proportion of population covered by social insurance programs (%);Republic of Moldova;2018.0;47.82854;ASPIRE: The Atlas of Social Protection - Indicators of Resilience and Equity, The World Bank. Data are based on national representative household surveys. (datatopics.worldbank.org/aspire/);[''];Global;_T;MD;MDA;both;;;;;;https://unstats.un.org/sdgs/indicators/database/;UN SDG;;;;;SDG Indicator 1.3.1,  Series:  [World Bank] Proportion of population covered by social insurance programs (%) SI_COV_SOCINS;https://unstats.un.org/SDGAPI/v1/sdg/Series/Data?seriesCode=SI_COV_SOCINS&pageSize=999999999;2023
187;1.3.1;[World Bank] Proportion of population covered by social insurance programs (%);Republic of Moldova;2018.0;49.52814;ASPIRE: The Atlas of Social Protection - Indicators of Resilience and Equity, The World Bank. Data are based on national representative household surveys. (datatopics.worldbank.org/aspire/);[''];Global;First quantile (Q1);MD;MDA;both;;;;;;https://unstats.un.org/sdgs/indicators/database/;UN SDG;;;;;SDG Indicator 1.3.1,  Series:  [World Bank] Proportion of population covered by social insurance programs (%) SI_COV_SOCINS;https://unstats.un.org/SDGAPI/v1/sdg/Series/Data?seriesCode=SI_COV_SOCINS&pageSize=999999999;2023
188;_T;;;2023.0;;;;_T;_T;;MCO;right_only;;;;;;https://unstats.un.org/sdgs/indicators/database/;UN SDG;;;;;SDG Indicator 1.3.1,  Series:  [World Bank] Proportion of population covered by social insurance programs (%) SI_COV_SOCINS;https://unstats.un.org/SDGAPI/v1/sdg/Series/Data?seriesCode=SI_COV_SOCINS&pageSize=999999999;2023
189;1.3.1;[World Bank] Proportion of population covered by social insurance programs (%);Mongolia;2016.0;44.52234;ASPIRE: The Atlas of Social Protection - Indicators of Resilience and Equity, The World Bank. Data are based on national representative household surveys. (datatopics.worldbank.org/aspire/);[''];Global;_T;MN;MNG;both;;;;;;https://unstats.un.org/sdgs/indicators/database/;UN SDG;;;;;SDG Indicator 1.3.1,  Series:  [World Bank] Proportion of population covered by social insurance programs (%) SI_COV_SOCINS;https://unstats.un.org/SDGAPI/v1/sdg/Series/Data?seriesCode=SI_COV_SOCINS&pageSize=999999999;2023
190;1.3.1;[World Bank] Proportion of population covered by social insurance programs (%);Mongolia;2016.0;47.38923;ASPIRE: The Atlas of Social Protection - Indicators of Resilience and Equity, The World Bank. Data are based on national representative household surveys. (datatopics.worldbank.org/aspire/);[''];Global;First quantile (Q1);MN;MNG;both;;;;;;https://unstats.un.org/sdgs/indicators/database/;UN SDG;;;;;SDG Indicator 1.3.1,  Series:  [World Bank] Proportion of population covered by social insurance programs (%) SI_COV_SOCINS;https://unstats.un.org/SDGAPI/v1/sdg/Series/Data?seriesCode=SI_COV_SOCINS&pageSize=999999999;2023
191;1.3.1;[World Bank] Proportion of population covered by social insurance programs (%);Montenegro;2014.0;47.93255;ASPIRE: The Atlas of Social Protection - Indicators of Resilience and Equity, The World Bank. Data are based on national representative household surveys. (datatopics.worldbank.org/aspire/);[''];Global;_T;ME;MNE;both;;;;;;https://unstats.un.org/sdgs/indicators/database/;UN SDG;;;;;SDG Indicator 1.3.1,  Series:  [World Bank] Proportion of population covered by social insurance programs (%) SI_COV_SOCINS;https://unstats.un.org/SDGAPI/v1/sdg/Series/Data?seriesCode=SI_COV_SOCINS&pageSize=999999999;2023
192;1.3.1;[World Bank] Proportion of population covered by social insurance programs (%);Montenegro;2014.0;51.86142;ASPIRE: The Atlas of Social Protection - Indicators of Resilience and Equity, The World Bank. Data are based on national representative household surveys. (datatopics.worldbank.org/aspire/);[''];Global;First quantile (Q1);ME;MNE;both;;;;;;https://unstats.un.org/sdgs/indicators/database/;UN SDG;;;;;SDG Indicator 1.3.1,  Series:  [World Bank] Proportion of population covered by social insurance programs (%) SI_COV_SOCINS;https://unstats.un.org/SDGAPI/v1/sdg/Series/Data?seriesCode=SI_COV_SOCINS&pageSize=999999999;2023
193;_T;;;2023.0;;;;_T;_T;;MAR;right_only;;;;;;https://unstats.un.org/sdgs/indicators/database/;UN SDG;;;;;SDG Indicator 1.3.1,  Series:  [World Bank] Proportion of population covered by social insurance programs (%) SI_COV_SOCINS;https://unstats.un.org/SDGAPI/v1/sdg/Series/Data?seriesCode=SI_COV_SOCINS&pageSize=999999999;2023
194;1.3.1;[World Bank] Proportion of population covered by social insurance programs (%);Mozambique;2014.0;3.80873;ASPIRE: The Atlas of Social Protection - Indicators of Resilience and Equity, The World Bank. Data are based on national representative household surveys. (datatopics.worldbank.org/aspire/);[''];Global;_T;MZ;MOZ;both;;;;;;https://unstats.un.org/sdgs/indicators/database/;UN SDG;;;;;SDG Indicator 1.3.1,  Series:  [World Bank] Proportion of population covered by social insurance programs (%) SI_COV_SOCINS;https://unstats.un.org/SDGAPI/v1/sdg/Series/Data?seriesCode=SI_COV_SOCINS&pageSize=999999999;2023
195;1.3.1;[World Bank] Proportion of population covered by social insurance programs (%);Mozambique;2014.0;1.1386;ASPIRE: The Atlas of Social Protection - Indicators of Resilience and Equity, The World Bank. Data are based on national representative household surveys. (datatopics.worldbank.org/aspire/);[''];Global;First quantile (Q1);MZ;MOZ;both;;;;;;https://unstats.un.org/sdgs/indicators/database/;UN SDG;;;;;SDG Indicator 1.3.1,  Series:  [World Bank] Proportion of population covered by social insurance programs (%) SI_COV_SOCINS;https://unstats.un.org/SDGAPI/v1/sdg/Series/Data?seriesCode=SI_COV_SOCINS&pageSize=999999999;2023
196;1.3.1;[World Bank] Proportion of population covered by social insurance programs (%);Myanmar;2017.0;5.34988;ASPIRE: The Atlas of Social Protection - Indicators of Resilience and Equity, The World Bank. Data are based on national representative household surveys. (datatopics.worldbank.org/aspire/);[''];Global;_T;MM;MMR;both;;;;;;https://unstats.un.org/sdgs/indicators/database/;UN SDG;;;;;SDG Indicator 1.3.1,  Series:  [World Bank] Proportion of population covered by social insurance programs (%) SI_COV_SOCINS;https://unstats.un.org/SDGAPI/v1/sdg/Series/Data?seriesCode=SI_COV_SOCINS&pageSize=999999999;2023
197;1.3.1;[World Bank] Proportion of population covered by social insurance programs (%);Myanmar;2017.0;1.59539;ASPIRE: The Atlas of Social Protection - Indicators of Resilience and Equity, The World Bank. Data are based on national representative household surveys. (datatopics.worldbank.org/aspire/);[''];Global;First quantile (Q1);MM;MMR;both;;;;;;https://unstats.un.org/sdgs/indicators/database/;UN SDG;;;;;SDG Indicator 1.3.1,  Series:  [World Bank] Proportion of population covered by social insurance programs (%) SI_COV_SOCINS;https://unstats.un.org/SDGAPI/v1/sdg/Series/Data?seriesCode=SI_COV_SOCINS&pageSize=999999999;2023
198;1.3.1;[World Bank] Proportion of population covered by social insurance programs (%);Namibia;2015.0;3.85156;ASPIRE: The Atlas of Social Protection - Indicators of Resilience and Equity, The World Bank. Data are based on national representative household surveys. (datatopics.worldbank.org/aspire/);[''];Global;_T;NA;NAM;both;;;;;;https://unstats.un.org/sdgs/indicators/database/;UN SDG;;;;;SDG Indicator 1.3.1,  Series:  [World Bank] Proportion of population covered by social insurance programs (%) SI_COV_SOCINS;https://unstats.un.org/SDGAPI/v1/sdg/Series/Data?seriesCode=SI_COV_SOCINS&pageSize=999999999;2023
199;1.3.1;[World Bank] Proportion of population covered by social insurance programs (%);Namibia;2015.0;2.64948;ASPIRE: The Atlas of Social Protection - Indicators of Resilience and Equity, The World Bank. Data are based on national representative household surveys. (datatopics.worldbank.org/aspire/);[''];Global;First quantile (Q1);NA;NAM;both;;;;;;https://unstats.un.org/sdgs/indicators/database/;UN SDG;;;;;SDG Indicator 1.3.1,  Series:  [World Bank] Proportion of population covered by social insurance programs (%) SI_COV_SOCINS;https://unstats.un.org/SDGAPI/v1/sdg/Series/Data?seriesCode=SI_COV_SOCINS&pageSize=999999999;2023
200;_T;;;2023.0;;;;_T;_T;;NRU;right_only;;;;;;https://unstats.un.org/sdgs/indicators/database/;UN SDG;;;;;SDG Indicator 1.3.1,  Series:  [World Bank] Proportion of population covered by social insurance programs (%) SI_COV_SOCINS;https://unstats.un.org/SDGAPI/v1/sdg/Series/Data?seriesCode=SI_COV_SOCINS&pageSize=999999999;2023
201;1.3.1;[World Bank] Proportion of population covered by social insurance programs (%);Nepal;2010.0;5.25896;ASPIRE: The Atlas of Social Protection - Indicators of Resilience and Equity, The World Bank. Data are based on national representative household surveys. (datatopics.worldbank.org/aspire/);[''];Global;_T;NP;NPL;both;;;;;;https://unstats.un.org/sdgs/indicators/database/;UN SDG;;;;;SDG Indicator 1.3.1,  Series:  [World Bank] Proportion of population covered by social insurance programs (%) SI_COV_SOCINS;https://unstats.un.org/SDGAPI/v1/sdg/Series/Data?seriesCode=SI_COV_SOCINS&pageSize=999999999;2023
