;DIM_SDG_INDICATOR;ATTR_SDG_INDICATOR_DESCRIPTION;COUNTRY_NAME;TIME_PERIOD;RAW_OBS_VALUE;ATTR_SOURCE_OF_SOURCE;ATTR_FOOTNOTE_OF_SOURCE;DIM_REP_TYPE;DIM_POLICY_TYPE;COUNTRY_ISO_2;COUNTRY_ISO_3;_merge;INDICATOR_NAME;INDICATOR_INDEX;INDICATOR_ISSUE;INDICATOR_CATEGORY;INDICATOR_CODE;ATTR_SOURCE;ATTR_SOURCE_BODY;ATTR_INDICATOR_DESCRIPTION;ATTR_INDICATOR_EXPLANATION;ATTR_UNIT_MEASURE;ATTR_DATA_EXTRACTION_METHDOLOGY;ATTR_SOURCE_TITLE;ATTR_API_ENDPOINT_URL;CRBA_RELEASE_YEAR;ATTR_ENCODING_LABELS
193;12.1.1;"Countries with policy instrument for sustainable consumption and production (1 = YES; 0 = NO)";Senegal;2020.0;2.0;Ministry of Environment and Sustainable Development;['Official reporting (2019-2021)'];Global;Macro policies (e.g. national strategies/action plans, new institutions/entities);SN;SEN;both;National policy instruments on sustainable consumption and production;Marketplace;Product Safety;Legal framework national;MP_PS_LF_NPISCP;https://unstats.un.org/sdgs/indicators/database/;UN SDG;"SDG database 12.1.1 Countries with policy instrument for sustainable consumption and production (1 = YES; 0 = NO) SG_SCP_POLINS INDICATOR ";Indicates degree to which state is committed to UN Guidelines on Consumer Protection  - to encourage countries to educate consumers about sustainable consumption;;;"SDG database 12.1.1 Countries with policy instrument for sustainable consumption and production (1 = YES; 0 = NO) SG_SCP_POLINS INDICATOR ";https://unstats.un.org/SDGAPI/v1/sdg/Series/Data?seriesCode=SG_SCP_POLINS&pageSize=999999999;2023;"2=Yes; 1=No"
194;12.1.1;"Countries with policy instrument for sustainable consumption and production (1 = YES; 0 = NO)";Serbia;2022.0;2.0;Environmental Protection Agency;[''];Global;Regulatory and legal instruments (e.g. laws, standards, enforcement measures);RS;SRB;both;National policy instruments on sustainable consumption and production;Marketplace;Product Safety;Legal framework national;MP_PS_LF_NPISCP;https://unstats.un.org/sdgs/indicators/database/;UN SDG;"SDG database 12.1.1 Countries with policy instrument for sustainable consumption and production (1 = YES; 0 = NO) SG_SCP_POLINS INDICATOR ";Indicates degree to which state is committed to UN Guidelines on Consumer Protection  - to encourage countries to educate consumers about sustainable consumption;;;"SDG database 12.1.1 Countries with policy instrument for sustainable consumption and production (1 = YES; 0 = NO) SG_SCP_POLINS INDICATOR ";https://unstats.un.org/SDGAPI/v1/sdg/Series/Data?seriesCode=SG_SCP_POLINS&pageSize=999999999;2023;"2=Yes; 1=No"
195;12.1.1;"Countries with policy instrument for sustainable consumption and production (1 = YES; 0 = NO)";Serbia;2022.0;2.0;Environmental Protection Agency;[''];Global;Macro policies (e.g. national strategies/action plans, new institutions/entities);RS;SRB;both;National policy instruments on sustainable consumption and production;Marketplace;Product Safety;Legal framework national;MP_PS_LF_NPISCP;https://unstats.un.org/sdgs/indicators/database/;UN SDG;"SDG database 12.1.1 Countries with policy instrument for sustainable consumption and production (1 = YES; 0 = NO) SG_SCP_POLINS INDICATOR ";Indicates degree to which state is committed to UN Guidelines on Consumer Protection  - to encourage countries to educate consumers about sustainable consumption;;;"SDG database 12.1.1 Countries with policy instrument for sustainable consumption and production (1 = YES; 0 = NO) SG_SCP_POLINS INDICATOR ";https://unstats.un.org/SDGAPI/v1/sdg/Series/Data?seriesCode=SG_SCP_POLINS&pageSize=999999999;2023;"2=Yes; 1=No"
196;12.1.1;"Countries with policy instrument for sustainable consumption and production (1 = YES; 0 = NO)";Serbia;2022.0;2.0;Environmental Protection Agency;[''];Global;Voluntary and self-regulation schemes (e.g. sectoral partnerships, codes of conduct, CSR initiatives);RS;SRB;both;National policy instruments on sustainable consumption and production;Marketplace;Product Safety;Legal framework national;MP_PS_LF_NPISCP;https://unstats.un.org/sdgs/indicators/database/;UN SDG;"SDG database 12.1.1 Countries with policy instrument for sustainable consumption and production (1 = YES; 0 = NO) SG_SCP_POLINS INDICATOR ";Indicates degree to which state is committed to UN Guidelines on Consumer Protection  - to encourage countries to educate consumers about sustainable consumption;;;"SDG database 12.1.1 Countries with policy instrument for sustainable consumption and production (1 = YES; 0 = NO) SG_SCP_POLINS INDICATOR ";https://unstats.un.org/SDGAPI/v1/sdg/Series/Data?seriesCode=SG_SCP_POLINS&pageSize=999999999;2023;"2=Yes; 1=No"
197;_T;;;2023.0;1.0;;;_T;_T;;SYC;right_only;National policy instruments on sustainable consumption and production;Marketplace;Product Safety;Legal framework national;MP_PS_LF_NPISCP;https://unstats.un.org/sdgs/indicators/database/;UN SDG;"SDG database 12.1.1 Countries with policy instrument for sustainable consumption and production (1 = YES; 0 = NO) SG_SCP_POLINS INDICATOR ";Indicates degree to which state is committed to UN Guidelines on Consumer Protection  - to encourage countries to educate consumers about sustainable consumption;;;"SDG database 12.1.1 Countries with policy instrument for sustainable consumption and production (1 = YES; 0 = NO) SG_SCP_POLINS INDICATOR ";https://unstats.un.org/SDGAPI/v1/sdg/Series/Data?seriesCode=SG_SCP_POLINS&pageSize=999999999;2023;"2=Yes; 1=No"
198;_T;;;2023.0;1.0;;;_T;_T;;SLE;right_only;National policy instruments on sustainable consumption and production;Marketplace;Product Safety;Legal framework national;MP_PS_LF_NPISCP;https://unstats.un.org/sdgs/indicators/database/;UN SDG;"SDG database 12.1.1 Countries with policy instrument for sustainable consumption and production (1 = YES; 0 = NO) SG_SCP_POLINS INDICATOR ";Indicates degree to which state is committed to UN Guidelines on Consumer Protection  - to encourage countries to educate consumers about sustainable consumption;;;"SDG database 12.1.1 Countries with policy instrument for sustainable consumption and production (1 = YES; 0 = NO) SG_SCP_POLINS INDICATOR ";https://unstats.un.org/SDGAPI/v1/sdg/Series/Data?seriesCode=SG_SCP_POLINS&pageSize=999999999;2023;"2=Yes; 1=No"
199;12.1.1;"Countries with policy instrument for sustainable consumption and production (1 = YES; 0 = NO)";Singapore;2020.0;2.0;Ministry of Sustainability and the Environment;['Official reporting (2019-2021)'];Global;Macro policies (e.g. national strategies/action plans, new institutions/entities);SG;SGP;both;National policy instruments on sustainable consumption and production;Marketplace;Product Safety;Legal framework national;MP_PS_LF_NPISCP;https://unstats.un.org/sdgs/indicators/database/;UN SDG;"SDG database 12.1.1 Countries with policy instrument for sustainable consumption and production (1 = YES; 0 = NO) SG_SCP_POLINS INDICATOR ";Indicates degree to which state is committed to UN Guidelines on Consumer Protection  - to encourage countries to educate consumers about sustainable consumption;;;"SDG database 12.1.1 Countries with policy instrument for sustainable consumption and production (1 = YES; 0 = NO) SG_SCP_POLINS INDICATOR ";https://unstats.un.org/SDGAPI/v1/sdg/Series/Data?seriesCode=SG_SCP_POLINS&pageSize=999999999;2023;"2=Yes; 1=No"
200;12.1.1;"Countries with policy instrument for sustainable consumption and production (1 = YES; 0 = NO)";Singapore;2020.0;2.0;Ministry of Sustainability and the Environment;['Official reporting (2019-2021)'];Global;Regulatory and legal instruments (e.g. laws, standards, enforcement measures);SG;SGP;both;National policy instruments on sustainable consumption and production;Marketplace;Product Safety;Legal framework national;MP_PS_LF_NPISCP;https://unstats.un.org/sdgs/indicators/database/;UN SDG;"SDG database 12.1.1 Countries with policy instrument for sustainable consumption and production (1 = YES; 0 = NO) SG_SCP_POLINS INDICATOR ";Indicates degree to which state is committed to UN Guidelines on Consumer Protection  - to encourage countries to educate consumers about sustainable consumption;;;"SDG database 12.1.1 Countries with policy instrument for sustainable consumption and production (1 = YES; 0 = NO) SG_SCP_POLINS INDICATOR ";https://unstats.un.org/SDGAPI/v1/sdg/Series/Data?seriesCode=SG_SCP_POLINS&pageSize=999999999;2023;"2=Yes; 1=No"
201;12.1.1;"Countries with policy instrument for sustainable consumption and production (1 = YES; 0 = NO)";Slovakia;2021.0;2.0;Environment Agency;['Official reporting (2019-2021)'];Global;Regulatory and legal instruments (e.g. laws, standards, enforcement measures);SK;SVK;both;National policy instruments on sustainable consumption and production;Marketplace;Product Safety;Legal framework national;MP_PS_LF_NPISCP;https://unstats.un.org/sdgs/indicators/database/;UN SDG;"SDG database 12.1.1 Countries with policy instrument for sustainable consumption and production (1 = YES; 0 = NO) SG_SCP_POLINS INDICATOR ";Indicates degree to which state is committed to UN Guidelines on Consumer Protection  - to encourage countries to educate consumers about sustainable consumption;;;"SDG database 12.1.1 Countries with policy instrument for sustainable consumption and production (1 = YES; 0 = NO) SG_SCP_POLINS INDICATOR ";https://unstats.un.org/SDGAPI/v1/sdg/Series/Data?seriesCode=SG_SCP_POLINS&pageSize=999999999;2023;"2=Yes; 1=No"
202;12.1.1;"Countries with policy instrument for sustainable consumption and production (1 = YES; 0 = NO)";Slovakia;2021.0;2.0;Environment Agency;['Official reporting (2019-2021)'];Global;Macro policies (e.g. national strategies/action plans, new institutions/entities);SK;SVK;both;National policy instruments on sustainable consumption and production;Marketplace;Product Safety;Legal framework national;MP_PS_LF_NPISCP;https://unstats.un.org/sdgs/indicators/database/;UN SDG;"SDG database 12.1.1 Countries with policy instrument for sustainable consumption and production (1 = YES; 0 = NO) SG_SCP_POLINS INDICATOR ";Indicates degree to which state is committed to UN Guidelines on Consumer Protection  - to encourage countries to educate consumers about sustainable consumption;;;"SDG database 12.1.1 Countries with policy instrument for sustainable consumption and production (1 = YES; 0 = NO) SG_SCP_POLINS INDICATOR ";https://unstats.un.org/SDGAPI/v1/sdg/Series/Data?seriesCode=SG_SCP_POLINS&pageSize=999999999;2023;"2=Yes; 1=No"
203;12.1.1;"Countries with policy instrument for sustainable consumption and production (1 = YES; 0 = NO)";Slovakia;2021.0;2.0;Environment Agency;['Official reporting (2019-2021)'];Global;Voluntary and self-regulation schemes (e.g. sectoral partnerships, codes of conduct, CSR initiatives);SK;SVK;both;National policy instruments on sustainable consumption and production;Marketplace;Product Safety;Legal framework national;MP_PS_LF_NPISCP;https://unstats.un.org/sdgs/indicators/database/;UN SDG;"SDG database 12.1.1 Countries with policy instrument for sustainable consumption and production (1 = YES; 0 = NO) SG_SCP_POLINS INDICATOR ";Indicates degree to which state is committed to UN Guidelines on Consumer Protection  - to encourage countries to educate consumers about sustainable consumption;;;"SDG database 12.1.1 Countries with policy instrument for sustainable consumption and production (1 = YES; 0 = NO) SG_SCP_POLINS INDICATOR ";https://unstats.un.org/SDGAPI/v1/sdg/Series/Data?seriesCode=SG_SCP_POLINS&pageSize=999999999;2023;"2=Yes; 1=No"
204;12.1.1;"Countries with policy instrument for sustainable consumption and production (1 = YES; 0 = NO)";Slovakia;2021.0;2.0;Environment Agency;['Official reporting (2019-2021)'];Global;Economic and fiscal instruments (taxes and tax incentives, grants, preferential loans, etc.);SK;SVK;both;National policy instruments on sustainable consumption and production;Marketplace;Product Safety;Legal framework national;MP_PS_LF_NPISCP;https://unstats.un.org/sdgs/indicators/database/;UN SDG;"SDG database 12.1.1 Countries with policy instrument for sustainable consumption and production (1 = YES; 0 = NO) SG_SCP_POLINS INDICATOR ";Indicates degree to which state is committed to UN Guidelines on Consumer Protection  - to encourage countries to educate consumers about sustainable consumption;;;"SDG database 12.1.1 Countries with policy instrument for sustainable consumption and production (1 = YES; 0 = NO) SG_SCP_POLINS INDICATOR ";https://unstats.un.org/SDGAPI/v1/sdg/Series/Data?seriesCode=SG_SCP_POLINS&pageSize=999999999;2023;"2=Yes; 1=No"
205;12.1.1;"Countries with policy instrument for sustainable consumption and production (1 = YES; 0 = NO)";Slovenia;2021.0;2.0;Ministry of Environment and Spatial Planning;['Official reporting (2019-2021)'];Global;Regulatory and legal instruments (e.g. laws, standards, enforcement measures);SI;SVN;both;National policy instruments on sustainable consumption and production;Marketplace;Product Safety;Legal framework national;MP_PS_LF_NPISCP;https://unstats.un.org/sdgs/indicators/database/;UN SDG;"SDG database 12.1.1 Countries with policy instrument for sustainable consumption and production (1 = YES; 0 = NO) SG_SCP_POLINS INDICATOR ";Indicates degree to which state is committed to UN Guidelines on Consumer Protection  - to encourage countries to educate consumers about sustainable consumption;;;"SDG database 12.1.1 Countries with policy instrument for sustainable consumption and production (1 = YES; 0 = NO) SG_SCP_POLINS INDICATOR ";https://unstats.un.org/SDGAPI/v1/sdg/Series/Data?seriesCode=SG_SCP_POLINS&pageSize=999999999;2023;"2=Yes; 1=No"
206;_T;;;2023.0;1.0;;;_T;_T;;SLB;right_only;National policy instruments on sustainable consumption and production;Marketplace;Product Safety;Legal framework national;MP_PS_LF_NPISCP;https://unstats.un.org/sdgs/indicators/database/;UN SDG;"SDG database 12.1.1 Countries with policy instrument for sustainable consumption and production (1 = YES; 0 = NO) SG_SCP_POLINS INDICATOR ";Indicates degree to which state is committed to UN Guidelines on Consumer Protection  - to encourage countries to educate consumers about sustainable consumption;;;"SDG database 12.1.1 Countries with policy instrument for sustainable consumption and production (1 = YES; 0 = NO) SG_SCP_POLINS INDICATOR ";https://unstats.un.org/SDGAPI/v1/sdg/Series/Data?seriesCode=SG_SCP_POLINS&pageSize=999999999;2023;"2=Yes; 1=No"
207;_T;;;2023.0;1.0;;;_T;_T;;SOM;right_only;National policy instruments on sustainable consumption and production;Marketplace;Product Safety;Legal framework national;MP_PS_LF_NPISCP;https://unstats.un.org/sdgs/indicators/database/;UN SDG;"SDG database 12.1.1 Countries with policy instrument for sustainable consumption and production (1 = YES; 0 = NO) SG_SCP_POLINS INDICATOR ";Indicates degree to which state is committed to UN Guidelines on Consumer Protection  - to encourage countries to educate consumers about sustainable consumption;;;"SDG database 12.1.1 Countries with policy instrument for sustainable consumption and production (1 = YES; 0 = NO) SG_SCP_POLINS INDICATOR ";https://unstats.un.org/SDGAPI/v1/sdg/Series/Data?seriesCode=SG_SCP_POLINS&pageSize=999999999;2023;"2=Yes; 1=No"
208;12.1.1;"Countries with policy instrument for sustainable consumption and production (1 = YES; 0 = NO)";South Africa;2022.0;2.0;Department Of Environmental Affairs;[''];Global;Voluntary and self-regulation schemes (e.g. sectoral partnerships, codes of conduct, CSR initiatives);ZA;ZAF;both;National policy instruments on sustainable consumption and production;Marketplace;Product Safety;Legal framework national;MP_PS_LF_NPISCP;https://unstats.un.org/sdgs/indicators/database/;UN SDG;"SDG database 12.1.1 Countries with policy instrument for sustainable consumption and production (1 = YES; 0 = NO) SG_SCP_POLINS INDICATOR ";Indicates degree to which state is committed to UN Guidelines on Consumer Protection  - to encourage countries to educate consumers about sustainable consumption;;;"SDG database 12.1.1 Countries with policy instrument for sustainable consumption and production (1 = YES; 0 = NO) SG_SCP_POLINS INDICATOR ";https://unstats.un.org/SDGAPI/v1/sdg/Series/Data?seriesCode=SG_SCP_POLINS&pageSize=999999999;2023;"2=Yes; 1=No"
209;12.1.1;"Countries with policy instrument for sustainable consumption and production (1 = YES; 0 = NO)";South Africa;2022.0;2.0;Department Of Environmental Affairs;[''];Global;Macro policies (e.g. national strategies/action plans, new institutions/entities);ZA;ZAF;both;National policy instruments on sustainable consumption and production;Marketplace;Product Safety;Legal framework national;MP_PS_LF_NPISCP;https://unstats.un.org/sdgs/indicators/database/;UN SDG;"SDG database 12.1.1 Countries with policy instrument for sustainable consumption and production (1 = YES; 0 = NO) SG_SCP_POLINS INDICATOR ";Indicates degree to which state is committed to UN Guidelines on Consumer Protection  - to encourage countries to educate consumers about sustainable consumption;;;"SDG database 12.1.1 Countries with policy instrument for sustainable consumption and production (1 = YES; 0 = NO) SG_SCP_POLINS INDICATOR ";https://unstats.un.org/SDGAPI/v1/sdg/Series/Data?seriesCode=SG_SCP_POLINS&pageSize=999999999;2023;"2=Yes; 1=No"
210;12.1.1;"Countries with policy instrument for sustainable consumption and production (1 = YES; 0 = NO)";South Africa;2022.0;2.0;Department Of Environmental Affairs;[''];Global;Regulatory and legal instruments (e.g. laws, standards, enforcement measures);ZA;ZAF;both;National policy instruments on sustainable consumption and production;Marketplace;Product Safety;Legal framework national;MP_PS_LF_NPISCP;https://unstats.un.org/sdgs/indicators/database/;UN SDG;"SDG database 12.1.1 Countries with policy instrument for sustainable consumption and production (1 = YES; 0 = NO) SG_SCP_POLINS INDICATOR ";Indicates degree to which state is committed to UN Guidelines on Consumer Protection  - to encourage countries to educate consumers about sustainable consumption;;;"SDG database 12.1.1 Countries with policy instrument for sustainable consumption and production (1 = YES; 0 = NO) SG_SCP_POLINS INDICATOR ";https://unstats.un.org/SDGAPI/v1/sdg/Series/Data?seriesCode=SG_SCP_POLINS&pageSize=999999999;2023;"2=Yes; 1=No"
211;_T;;;2023.0;1.0;;;_T;_T;;SSD;right_only;National policy instruments on sustainable consumption and production;Marketplace;Product Safety;Legal framework national;MP_PS_LF_NPISCP;https://unstats.un.org/sdgs/indicators/database/;UN SDG;"SDG database 12.1.1 Countries with policy instrument for sustainable consumption and production (1 = YES; 0 = NO) SG_SCP_POLINS INDICATOR ";Indicates degree to which state is committed to UN Guidelines on Consumer Protection  - to encourage countries to educate consumers about sustainable consumption;;;"SDG database 12.1.1 Countries with policy instrument for sustainable consumption and production (1 = YES; 0 = NO) SG_SCP_POLINS INDICATOR ";https://unstats.un.org/SDGAPI/v1/sdg/Series/Data?seriesCode=SG_SCP_POLINS&pageSize=999999999;2023;"2=Yes; 1=No"
212;_T;;;2023.0;1.0;;;_T;_T;;ESP;right_only;National policy instruments on sustainable consumption and production;Marketplace;Product Safety;Legal framework national;MP_PS_LF_NPISCP;https://unstats.un.org/sdgs/indicators/database/;UN SDG;"SDG database 12.1.1 Countries with policy instrument for sustainable consumption and production (1 = YES; 0 = NO) SG_SCP_POLINS INDICATOR ";Indicates degree to which state is committed to UN Guidelines on Consumer Protection  - to encourage countries to educate consumers about sustainable consumption;;;"SDG database 12.1.1 Countries with policy instrument for sustainable consumption and production (1 = YES; 0 = NO) SG_SCP_POLINS INDICATOR ";https://unstats.un.org/SDGAPI/v1/sdg/Series/Data?seriesCode=SG_SCP_POLINS&pageSize=999999999;2023;"2=Yes; 1=No"
213;12.1.1;"Countries with policy instrument for sustainable consumption and production (1 = YES; 0 = NO)";Sri Lanka;2021.0;2.0;Ministry of National Policies and Economic Affairs;['Official reporting (2019-2021)'];Global;Macro policies (e.g. national strategies/action plans, new institutions/entities);LK;LKA;both;National policy instruments on sustainable consumption and production;Marketplace;Product Safety;Legal framework national;MP_PS_LF_NPISCP;https://unstats.un.org/sdgs/indicators/database/;UN SDG;"SDG database 12.1.1 Countries with policy instrument for sustainable consumption and production (1 = YES; 0 = NO) SG_SCP_POLINS INDICATOR ";Indicates degree to which state is committed to UN Guidelines on Consumer Protection  - to encourage countries to educate consumers about sustainable consumption;;;"SDG database 12.1.1 Countries with policy instrument for sustainable consumption and production (1 = YES; 0 = NO) SG_SCP_POLINS INDICATOR ";https://unstats.un.org/SDGAPI/v1/sdg/Series/Data?seriesCode=SG_SCP_POLINS&pageSize=999999999;2023;"2=Yes; 1=No"
214;_T;;;2023.0;1.0;;;_T;_T;;SDN;right_only;National policy instruments on sustainable consumption and production;Marketplace;Product Safety;Legal framework national;MP_PS_LF_NPISCP;https://unstats.un.org/sdgs/indicators/database/;UN SDG;"SDG database 12.1.1 Countries with policy instrument for sustainable consumption and production (1 = YES; 0 = NO) SG_SCP_POLINS INDICATOR ";Indicates degree to which state is committed to UN Guidelines on Consumer Protection  - to encourage countries to educate consumers about sustainable consumption;;;"SDG database 12.1.1 Countries with policy instrument for sustainable consumption and production (1 = YES; 0 = NO) SG_SCP_POLINS INDICATOR ";https://unstats.un.org/SDGAPI/v1/sdg/Series/Data?seriesCode=SG_SCP_POLINS&pageSize=999999999;2023;"2=Yes; 1=No"
215;_T;;;2023.0;1.0;;;_T;_T;;SUR;right_only;National policy instruments on sustainable consumption and production;Marketplace;Product Safety;Legal framework national;MP_PS_LF_NPISCP;https://unstats.un.org/sdgs/indicators/database/;UN SDG;"SDG database 12.1.1 Countries with policy instrument for sustainable consumption and production (1 = YES; 0 = NO) SG_SCP_POLINS INDICATOR ";Indicates degree to which state is committed to UN Guidelines on Consumer Protection  - to encourage countries to educate consumers about sustainable consumption;;;"SDG database 12.1.1 Countries with policy instrument for sustainable consumption and production (1 = YES; 0 = NO) SG_SCP_POLINS INDICATOR ";https://unstats.un.org/SDGAPI/v1/sdg/Series/Data?seriesCode=SG_SCP_POLINS&pageSize=999999999;2023;"2=Yes; 1=No"
216;12.1.1;"Countries with policy instrument for sustainable consumption and production (1 = YES; 0 = NO)";Sweden;2022.0;2.0;Environmental Protection Agency;[''];Global;Macro policies (e.g. national strategies/action plans, new institutions/entities);SE;SWE;both;National policy instruments on sustainable consumption and production;Marketplace;Product Safety;Legal framework national;MP_PS_LF_NPISCP;https://unstats.un.org/sdgs/indicators/database/;UN SDG;"SDG database 12.1.1 Countries with policy instrument for sustainable consumption and production (1 = YES; 0 = NO) SG_SCP_POLINS INDICATOR ";Indicates degree to which state is committed to UN Guidelines on Consumer Protection  - to encourage countries to educate consumers about sustainable consumption;;;"SDG database 12.1.1 Countries with policy instrument for sustainable consumption and production (1 = YES; 0 = NO) SG_SCP_POLINS INDICATOR ";https://unstats.un.org/SDGAPI/v1/sdg/Series/Data?seriesCode=SG_SCP_POLINS&pageSize=999999999;2023;"2=Yes; 1=No"
217;12.1.1;"Countries with policy instrument for sustainable consumption and production (1 = YES; 0 = NO)";Sweden;2022.0;2.0;Environmental Protection Agency ;[''];Global;Economic and fiscal instruments (taxes and tax incentives, grants, preferential loans, etc.);SE;SWE;both;National policy instruments on sustainable consumption and production;Marketplace;Product Safety;Legal framework national;MP_PS_LF_NPISCP;https://unstats.un.org/sdgs/indicators/database/;UN SDG;"SDG database 12.1.1 Countries with policy instrument for sustainable consumption and production (1 = YES; 0 = NO) SG_SCP_POLINS INDICATOR ";Indicates degree to which state is committed to UN Guidelines on Consumer Protection  - to encourage countries to educate consumers about sustainable consumption;;;"SDG database 12.1.1 Countries with policy instrument for sustainable consumption and production (1 = YES; 0 = NO) SG_SCP_POLINS INDICATOR ";https://unstats.un.org/SDGAPI/v1/sdg/Series/Data?seriesCode=SG_SCP_POLINS&pageSize=999999999;2023;"2=Yes; 1=No"
218;12.1.1;"Countries with policy instrument for sustainable consumption and production (1 = YES; 0 = NO)";Sweden;2022.0;2.0;Environmental Protection Agency;[''];Global;Regulatory and legal instruments (e.g. laws, standards, enforcement measures);SE;SWE;both;National policy instruments on sustainable consumption and production;Marketplace;Product Safety;Legal framework national;MP_PS_LF_NPISCP;https://unstats.un.org/sdgs/indicators/database/;UN SDG;"SDG database 12.1.1 Countries with policy instrument for sustainable consumption and production (1 = YES; 0 = NO) SG_SCP_POLINS INDICATOR ";Indicates degree to which state is committed to UN Guidelines on Consumer Protection  - to encourage countries to educate consumers about sustainable consumption;;;"SDG database 12.1.1 Countries with policy instrument for sustainable consumption and production (1 = YES; 0 = NO) SG_SCP_POLINS INDICATOR ";https://unstats.un.org/SDGAPI/v1/sdg/Series/Data?seriesCode=SG_SCP_POLINS&pageSize=999999999;2023;"2=Yes; 1=No"
219;12.1.1;"Countries with policy instrument for sustainable consumption and production (1 = YES; 0 = NO)";Sweden;2022.0;2.0;Environmental Protection Agency;[''];Global;Voluntary and self-regulation schemes (e.g. sectoral partnerships, codes of conduct, CSR initiatives);SE;SWE;both;National policy instruments on sustainable consumption and production;Marketplace;Product Safety;Legal framework national;MP_PS_LF_NPISCP;https://unstats.un.org/sdgs/indicators/database/;UN SDG;"SDG database 12.1.1 Countries with policy instrument for sustainable consumption and production (1 = YES; 0 = NO) SG_SCP_POLINS INDICATOR ";Indicates degree to which state is committed to UN Guidelines on Consumer Protection  - to encourage countries to educate consumers about sustainable consumption;;;"SDG database 12.1.1 Countries with policy instrument for sustainable consumption and production (1 = YES; 0 = NO) SG_SCP_POLINS INDICATOR ";https://unstats.un.org/SDGAPI/v1/sdg/Series/Data?seriesCode=SG_SCP_POLINS&pageSize=999999999;2023;"2=Yes; 1=No"
220;12.1.1;"Countries with policy instrument for sustainable consumption and production (1 = YES; 0 = NO)";Switzerland;2021.0;2.0;Federal Office for the Environment (FOEN);['Official reporting (2019-2021)'];Global;Regulatory and legal instruments (e.g. laws, standards, enforcement measures);CH;CHE;both;National policy instruments on sustainable consumption and production;Marketplace;Product Safety;Legal framework national;MP_PS_LF_NPISCP;https://unstats.un.org/sdgs/indicators/database/;UN SDG;"SDG database 12.1.1 Countries with policy instrument for sustainable consumption and production (1 = YES; 0 = NO) SG_SCP_POLINS INDICATOR ";Indicates degree to which state is committed to UN Guidelines on Consumer Protection  - to encourage countries to educate consumers about sustainable consumption;;;"SDG database 12.1.1 Countries with policy instrument for sustainable consumption and production (1 = YES; 0 = NO) SG_SCP_POLINS INDICATOR ";https://unstats.un.org/SDGAPI/v1/sdg/Series/Data?seriesCode=SG_SCP_POLINS&pageSize=999999999;2023;"2=Yes; 1=No"
221;12.1.1;"Countries with policy instrument for sustainable consumption and production (1 = YES; 0 = NO)";Switzerland;2021.0;2.0;Federal Office for the Environment (FOEN);['Official reporting (2019-2021)'];Global;Macro policies (e.g. national strategies/action plans, new institutions/entities);CH;CHE;both;National policy instruments on sustainable consumption and production;Marketplace;Product Safety;Legal framework national;MP_PS_LF_NPISCP;https://unstats.un.org/sdgs/indicators/database/;UN SDG;"SDG database 12.1.1 Countries with policy instrument for sustainable consumption and production (1 = YES; 0 = NO) SG_SCP_POLINS INDICATOR ";Indicates degree to which state is committed to UN Guidelines on Consumer Protection  - to encourage countries to educate consumers about sustainable consumption;;;"SDG database 12.1.1 Countries with policy instrument for sustainable consumption and production (1 = YES; 0 = NO) SG_SCP_POLINS INDICATOR ";https://unstats.un.org/SDGAPI/v1/sdg/Series/Data?seriesCode=SG_SCP_POLINS&pageSize=999999999;2023;"2=Yes; 1=No"
222;12.1.1;"Countries with policy instrument for sustainable consumption and production (1 = YES; 0 = NO)";Switzerland;2021.0;2.0;Federal Office for the Environment (FOEN);['Official reporting (2019-2021)'];Global;Voluntary and self-regulation schemes (e.g. sectoral partnerships, codes of conduct, CSR initiatives);CH;CHE;both;National policy instruments on sustainable consumption and production;Marketplace;Product Safety;Legal framework national;MP_PS_LF_NPISCP;https://unstats.un.org/sdgs/indicators/database/;UN SDG;"SDG database 12.1.1 Countries with policy instrument for sustainable consumption and production (1 = YES; 0 = NO) SG_SCP_POLINS INDICATOR ";Indicates degree to which state is committed to UN Guidelines on Consumer Protection  - to encourage countries to educate consumers about sustainable consumption;;;"SDG database 12.1.1 Countries with policy instrument for sustainable consumption and production (1 = YES; 0 = NO) SG_SCP_POLINS INDICATOR ";https://unstats.un.org/SDGAPI/v1/sdg/Series/Data?seriesCode=SG_SCP_POLINS&pageSize=999999999;2023;"2=Yes; 1=No"
223;_T;;;2023.0;1.0;;;_T;_T;;SYR;right_only;National policy instruments on sustainable consumption and production;Marketplace;Product Safety;Legal framework national;MP_PS_LF_NPISCP;https://unstats.un.org/sdgs/indicators/database/;UN SDG;"SDG database 12.1.1 Countries with policy instrument for sustainable consumption and production (1 = YES; 0 = NO) SG_SCP_POLINS INDICATOR ";Indicates degree to which state is committed to UN Guidelines on Consumer Protection  - to encourage countries to educate consumers about sustainable consumption;;;"SDG database 12.1.1 Countries with policy instrument for sustainable consumption and production (1 = YES; 0 = NO) SG_SCP_POLINS INDICATOR ";https://unstats.un.org/SDGAPI/v1/sdg/Series/Data?seriesCode=SG_SCP_POLINS&pageSize=999999999;2023;"2=Yes; 1=No"
